nachname;vorname;geburtsjahr;partei;wahlkreis;landeslistePlatz;bundesland;jahr
Kiesewetter;Roderich;1963;CDU;270;;;2021
Breymaier;Leni;1960;SPD;270;7;Baden-Württemberg;2021
Stumpp;Margit Theresia;1963;GRÜNE;270;20;Baden-Württemberg;2021
Kriesch;Arian;1983;FDP;270;25;Baden-Württemberg;2021
Czada;Jan-Hendrik Willi Matthias;1980;AfD;270;;;2021
Steckbauer;Tim;1999;DIE LINKE;270;20;Baden-Württemberg;2021
Ortmann;Alexander Olaf;1997;Die PARTEI;270;;;2021
Koptisch;Peter Reinhard;1958;FREIE WÄHLER;270;;;2021
Maier;Roland Walter;1955;MLPD;270;12;Baden-Württemberg;2021
Weller;Steffen Mark;1967;dieBasis;270;;;2021
Großer;Pia Sophie;2002;Volt;270;15;Baden-Württemberg;2021
Wellenreuther;Ingo Peter;1959;CDU;271;8;Baden-Württemberg;2021
Marvi;Parsa;1982;SPD;271;12;Baden-Württemberg;2021
Mayer;Zoe;1995;GRÜNE;271;12;Baden-Württemberg;2021
Theurer;Michael Alexander;1967;FDP;271;1;Baden-Württemberg;2021
Bernhard;Marc Albert;1972;AfD;271;6;Baden-Württemberg;2021
Brandt;Michel;1990;DIE LINKE;271;4;Baden-Württemberg;2021
Barth;Daniel;1990;Die PARTEI;271;;;2021
Barutta;Bernhard Heinrich;1961;FREIE WÄHLER;271;;;2021
Behr;Franz-Josef;1957;ÖDP;271;;;2021
Dachner;Jonas;1986;MLPD;271;8;Baden-Württemberg;2021
Buchfink;Martin Markus;1981;dieBasis;271;10;Baden-Württemberg;2021
Raphael;Klaus-Jürgen;1964;Bündnis C;271;9;Baden-Württemberg;2021
Schäfer;Andreas Maximilian;1988;Die Humanisten;271;1;Baden-Württemberg;2021
Giannikopoulos;Tassi;1980;Volt;271;12;Baden-Württemberg;2021
Schmoll;Markus Tilmann;1987;KlimalisteBW;271;;;2021
Zippelius;Nicolas Benjamin;1987;CDU;272;;;2021
Diebold;Patrick Michael;1988;SPD;272;34;Baden-Württemberg;2021
Grässer;Sebastian Andrè;1991;GRÜNE;272;41;Baden-Württemberg;2021
Lohr;Hans-Günther;1970;FDP;272;;;2021
Rotzinger;René;1973;AfD;272;;;2021
Rupp;Jörg Alfred;1966;DIE LINKE;272;18;Baden-Württemberg;2021
Braitmaier;David Johannes;2003;Die PARTEI;272;;;2021
Schmid;Steffen;1963;FREIE WÄHLER;272;15;Baden-Württemberg;2021
Austermann;Georg Hans-Ludwig Maria;1966;ÖDP;272;;;2021
Baßler;Ralf Hubert;1961;dieBasis;272;6;Baden-Württemberg;2021
Goerke;Niklas;1989;Die Humanisten;272;;;2021
Mund;Heidemarie Ingeborg;1962;EB: Mund 272; 272;;;2021
Whittaker;Kai Thorsten;1985;CDU;273;;;2021
Katzmarek;Gabriele;1960;SPD;273;11;Baden-Württemberg;2021
Gönner;Thomas;1999;GRÜNE;273;37;Baden-Württemberg;2021
Gehrke;Sven Gustav;1969;FDP;273;28;Baden-Württemberg;2021
Bäuerle;Verena;1965;AfD;273;;;2021
Costin;Tudor Paul;1984;DIE LINKE;273;;;2021
Schindler;Lara;1993;FREIE WÄHLER;273;;;2021
Hofmann;Marion;1959;dieBasis;273;18;Baden-Württemberg;2021
Gscheidle;Robin;1998;Volt;273;;;2021
Rapps;Wolfgang Peter;1949;EB: Rapps 273; 273;;;2021
Beikert;Günther Jakob;1968;KlimalisteBW;273;;;2021
Föhr;Alexander Paul;1980;CDU;274;6;Baden-Württemberg;2021
Krämer;Elisabeth;1993;SPD;274;27;Baden-Württemberg;2021
Brantner;Franziska Katharina;1979;GRÜNE;274;1;Baden-Württemberg;2021
Nusser;Dennis Tim;1996;FDP;274;22;Baden-Württemberg;2021
Kaufmann;Malte;1976;AfD;274;7;Baden-Württemberg;2021
Kızıltaş;Zara Dilan;1999;DIE LINKE;274;7;Baden-Württemberg;2021
Schmitz;Franziskus Maria;1997;Die PARTEI;274;24;Baden-Württemberg;2021
Brenzel;Daniel;1978;FREIE WÄHLER;274;9;Baden-Württemberg;2021
Schweigert;Bernhard Alfons;1955;MLPD;274;;;2021
Becker;Ulrich Friedrich;1981;dieBasis;274;4;Baden-Württemberg;2021
Vlachopoulos;Wasilios;1993;Die Humanisten;274;10;Baden-Württemberg;2021
Willaredt;Verena Arabella;1998;Volt;274;9;Baden-Württemberg;2021
Benjes;Friederike;1966;KlimalisteBW;274;;;2021
Hörner;Roland Andreas Egon;1954;CDU;275;40;Baden-Württemberg;2021
Cademartori Dujisin;Isabel Andrea;1988;SPD;275;17;Baden-Württemberg;2021
Sekmen;Melis;1993;GRÜNE;275;16;Baden-Württemberg;2021
Stockmeier;Konrad Johann Lorenz;1977;FDP;275;13;Baden-Württemberg;2021
Finkler;Jörg Wolfgang;1972;AfD;275;;;2021
Akbulut;Gökay;1982;DIE LINKE;275;2;Baden-Württemberg;2021
Matheis;Simon;1992;Die PARTEI;275;;;2021
Frauenkron;Stephan Martin;1983;FREIE WÄHLER;275;6;Baden-Württemberg;2021
Förster;Joachim;1958;ÖDP;275;;;2021
Buck;Josef Eugen;1961;MLPD;275;18;Baden-Württemberg;2021
Ebert;Lars;1964;dieBasis;275;;;2021
Legnar;Johanna Klara;1988;KlimalisteBW;275;;;2021
Warken;Nina Ingrid;1979;CDU;276;;;2021
Lotz;Anja;1966;SPD;276;29;Baden-Württemberg;2021
Schneidewind-Hartnagel;Charlotte;1953;GRÜNE;276;24;Baden-Württemberg;2021
Breuninger;Timo;1995;FDP;276;27;Baden-Württemberg;2021
Baum;Christina;1956;AfD;276;8;Baden-Württemberg;2021
Binder;Robert;1986;DIE LINKE;276;;;2021
Leuser;Dominik;1986;Die PARTEI;276;;;2021
Grimm;Stefan Albrecht;1977;FREIE WÄHLER;276;4;Baden-Württemberg;2021
Schwarz;Dieter;1951;dieBasis;276;;;2021
Oppelt;Moritz Paul Georg;1989;CDU;277;;;2021
Castellucci;Lars;1974;SPD;277;10;Baden-Württemberg;2021
Kretz;Jürgen;1982;GRÜNE;277;19;Baden-Württemberg;2021
Brandenburg;Jens;1986;FDP;277;8;Baden-Württemberg;2021
Holzmann;Stefan;1978;AfD;277;;;2021
Emre;Ecevit;1974;DIE LINKE;277;8;Baden-Württemberg;2021
Arnold;Domenic;1997;FREIE WÄHLER;277;;;2021
Dietz;Michael Meinhard;1985;dieBasis;277;;;2021
Schmitt;Daniel Robert;1992;EB: Schmitt 277; 277;;;2021
Gutting;Olav Steffen;1970;CDU;278;;;2021
Yildirim;Nezaket;1977;SPD;278;25;Baden-Württemberg;2021
Heger;Nicole-Annette;1970;GRÜNE;278;;;2021
Gohl;Christopher;1974;FDP;278;;;2021
Rickersfeld;Ruth;1966;AfD;278;;;2021
Schmitt;Alena;2001;DIE LINKE;278;;;2021
Wolf;Gerd;1961;Die PARTEI;278;;;2021
Geyer;Alexander;1982;FREIE WÄHLER;278;;;2021
Theis;Frank;1967;dieBasis;278;;;2021
Fritsch;Jonas James;1998;EB: Fritsch 278; 278;;;2021
Krichbaum;Gunther;1964;CDU;279;;;2021
Mast;Katja Wilma;1971;SPD;279;5;Baden-Württemberg;2021
Aeffner;Stephanie;1976;GRÜNE;279;15;Baden-Württemberg;2021
Semet;Rainer;1957;FDP;279;15;Baden-Württemberg;2021
Zimmer;Diana;1998;AfD;279;;;2021
Çelik;Meltem;1992;DIE LINKE;279;15;Baden-Württemberg;2021
Ebner;Matthias;1984;Tierschutzpartei;279;1;Baden-Württemberg;2021
Krenz;Alexander;2000;Die PARTEI;279;;;2021
Zeitler;Sabine;1960;FREIE WÄHLER;279;5;Baden-Württemberg;2021
Dufke;Susanne;1961;dieBasis;279;;;2021
Kubisch;Andreas;1960;BÜRGERBEWEGUNG;279;4;Baden-Württemberg;2021
Herrlinger;Siegmar Hugo;1952;EB: Herrlinger 279; 279;;;2021
Mack;Klaus;1973;CDU;280;;;2021
Esken;Saskia Christina;1961;SPD;280;1;Baden-Württemberg;2021
Haug;Sara;1996;GRÜNE;280;32;Baden-Württemberg;2021
König;Michael;1992;FDP;280;19;Baden-Württemberg;2021
Lotzin;Marcus;1980;AfD;280;;;2021
Hanser;Thomas;1990;DIE LINKE;280;;;2021
Witzelmaier;Dirk;1975;Tierschutzpartei;280;;;2021
Vogler;Yvonne Denise;1985;Die PARTEI;280;;;2021
Mast;Markus;1993;FREIE WÄHLER;280;;;2021
Nagel;Egon Volker;1960;dieBasis;280;;;2021
Negwer;Frank Stefan;1964;LKR;280;4;Baden-Württemberg;2021
Frey;Tina Nicole;1993;KlimalisteBW;280;;;2021
Marschall von Bieberstein;Matern Christoph Kajetan;1962;CDU;281;;;2021
Söhne;Julia Sophie;1993;SPD;281;33;Baden-Württemberg;2021
Kopf;Chantal Johanna Siglinde;1995;GRÜNE;281;14;Baden-Württemberg;2021
Raffelhüschen;Claudia;1968;FDP;281;17;Baden-Württemberg;2021
Näger;Marco Manuel;1984;AfD;281;;;2021
Pflüger;Tobias Klaus;1965;DIE LINKE;281;6;Baden-Württemberg;2021
Kohl;Hanna;1995;Die PARTEI;281;;;2021
Glenz;Anke;1981;FREIE WÄHLER;281;2;Baden-Württemberg;2021
Kaizl;Mira;1980;MLPD;281;7;Baden-Württemberg;2021
Kropf;Sabine;1972;dieBasis;281;;;2021
Grimm;Simon;1995;Die Humanisten;281;;;2021
Rasputina;Anna;1992;Volt;281;17;Baden-Württemberg;2021
Grevel;Alexander Carl Dietmar;1988;KlimalisteBW;281;;;2021
Stöcker;Diana Iris;1970;CDU;282;;;2021
Mehmet Ali;Takis;1991;SPD;282;22;Baden-Württemberg;2021
Zickenheiner;Gerhard;1961;GRÜNE;282;23;Baden-Württemberg;2021
Hoffmann;Christoph;1957;FDP;282;9;Baden-Württemberg;2021
Kempf;Martina Rose-Marie;1964;AfD;282;;;2021
Kenk;Moritz;1999;DIE LINKE;282;;;2021
Riesener;Alexander Sebastian;1985;Die PARTEI;282;;;2021
Kissel;Ulrich Karl;1965;FREIE WÄHLER;282;;;2021
Schumacher;Sabine Brigitte Petra;1965;PIRATEN;282;5;Baden-Württemberg;2021
Ates;Zeki;1962;MLPD;282;14;Baden-Württemberg;2021
Prentice;Juliane Constanze;1969;dieBasis;282;9;Baden-Württemberg;2021
Vollmer;Severine Barbara;1982;LKR;282;3;Baden-Württemberg;2021
Stocker;Lea Viola;1991;V-Partei³;282;;;2021
Bury;Yannick;1990;CDU;283;;;2021
Fechner;Johannes;1972;SPD;283;6;Baden-Württemberg;2021
Dorow;Heike;1967;GRÜNE;283;38;Baden-Württemberg;2021
Ritter;Tino Josef;1972;FDP;283;35;Baden-Württemberg;2021
Seitz;Thomas Michael Konrad;1967;AfD;283;9;Baden-Württemberg;2021
Pirch;Imke;1990;DIE LINKE;283;9;Baden-Württemberg;2021
Durke;Jürgen;1975;Tierschutzpartei;283;7;Baden-Württemberg;2021
Ruppenthal;Dirk;1975;Die PARTEI;283;;;2021
Stulz;Matthias;1968;FREIE WÄHLER;283;;;2021
Kefer;Michael Martin;1968;ÖDP;283;3;Baden-Württemberg;2021
Herschlein;Ralph;1971;dieBasis;283;;;2021
Schiller-Ninô;Milena Ricarda;1991;Volt;283;3;Baden-Württemberg;2021
Schäuble;Wolfgang;1942;CDU;284;1;Baden-Württemberg;2021
Katsch;Matthias;1963;SPD;284;32;Baden-Württemberg;2021
Zawalski;Thomas Lothar;1958;GRÜNE;284;25;Baden-Württemberg;2021
Gaßner-Herz;Martin Thomas;1985;FDP;284;16;Baden-Württemberg;2021
Maygutiak;Taras;1973;AfD;284;;;2021
Bärmann;Simon;2002;DIE LINKE;284;;;2021
Lötsch;Cornelius;1995;Die PARTEI;284;;;2021
Huber;Adolf;1961;FREIE WÄHLER;284;;;2021
Cleiß;Peter;1952;dieBasis;284;2;Baden-Württemberg;2021
Weiss;Maria-Lena;1981;CDU;285;;;2021
Witkowski;Mirko Wilko;1968;SPD;285;28;Baden-Württemberg;2021
Reif;Annette;1978;GRÜNE;285;34;Baden-Württemberg;2021
Anton;Andreas;1983;FDP;285;33;Baden-Württemberg;2021
Bloch;Joachim Ralf Josef;1963;AfD;285;;;2021
Karlikli;Aynur;1964;DIE LINKE;285;;;2021
Spiegelhalder-Schäfer;Carmen Maria;1965;FREIE WÄHLER;285;;;2021
Raffelt;Tobias Guido Oskar;1992;ÖDP;285;4;Baden-Württemberg;2021
Moritz;Andreas Manfred;1968;dieBasis;285;26;Baden-Württemberg;2021
Caraggiu;Mario;1991;Die Humanisten;285;8;Baden-Württemberg;2021
Frei;Thorsten;1973;CDU;286;;;2021
Türk-Nachbaur;Derya;1973;SPD;286;19;Baden-Württemberg;2021
Bleile;Thomas;1965;GRÜNE;286;27;Baden-Württemberg;2021
Klinge;Marcel;1980;FDP;286;;;2021
Rothweiler;Martin;1978;AfD;286;;;2021
Hermann;Heinrich Alexandra;1976;DIE LINKE;286;;;2021
Maier;Marius;1989;FREIE WÄHLER;286;;;2021
Kruse-Günter;Helmut Martin;1948;MLPD;286;;;2021
Herrmann;Marie-Therese;1984;dieBasis;286;;;2021
Jung;Andreas;1975;CDU;287;3;Baden-Württemberg;2021
Seitzl;Lina;1989;SPD;287;15;Baden-Württemberg;2021
Lederer;Sebastian Martin;1996;GRÜNE;287;29;Baden-Württemberg;2021
Jurisch;Ann-Veruschka;1972;FDP;287;14;Baden-Württemberg;2021
Hug;Michael Andreas;1967;AfD;287;;;2021
Röth;Sibylle;1982;DIE LINKE;287;19;Baden-Württemberg;2021
Langer;Björn;1983;Die PARTEI;287;;;2021
Nothig;Gordon-Yves Oliver;1971;FREIE WÄHLER;287;;;2021
Weber;Franz;1946;ÖDP;287;13;Baden-Württemberg;2021
Streitberger;Michael Horst Ludwig;1955;LKR;287;1;Baden-Württemberg;2021
Harting;Matthias;1970;EB: Harting 287; 287;11;Baden-Württemberg;2021
Ringger;Helmut Günther;1955;EB: Ringger 287; 287;;;2021
Schreiner;Felix;1986;CDU;288;;;2021
Schwarzelühr-Sutter;Rita Berta;1962;SPD;288;3;Baden-Württemberg;2021
Schmitt;Jan-Lukas;1995;GRÜNE;288;31;Baden-Württemberg;2021
Khawaja;Jareem;2002;FDP;288;36;Baden-Württemberg;2021
Zürcher;Andrea Susanne;1983;AfD;288;;;2021
Kuhlmann;Robert Anton;1993;DIE LINKE;288;;;2021
Brox;Dominik;1991;FREIE WÄHLER;288;;;2021
Kronimus;Kilian;1965;ÖDP;288;;;2021
Halfmann;Ursula Michaela;1971;dieBasis;288;25;Baden-Württemberg;2021
Gehrmann;Domenic Fabian;1999;Volt;288;;;2021
Donth;Michael;1967;CDU;289;;;2021
Bausch;Ulrich Matthias;1959;SPD;289;35;Baden-Württemberg;2021
Müller-Gemmeke;Beate;1960;GRÜNE;289;6;Baden-Württemberg;2021
Kober;Pascal Felix Ernst;1971;FDP;289;4;Baden-Württemberg;2021
Schrade;Hansjörg;1958;AfD;289;;;2021
Tatti;Jessica Nadine;1981;DIE LINKE;289;3;Baden-Württemberg;2021
Schwarz;Andreas;1967;Die PARTEI;289;;;2021
Sigloch;Eberhard Emil;1959;FREIE WÄHLER;289;;;2021
Weidner;Elke Barbara;1956;MLPD;289;;;2021
El Mestary;Sofia;1988;dieBasis;289;5;Baden-Württemberg;2021
Widmann-Mauz;Annette;1966;CDU;290;2;Baden-Württemberg;2021
Rosemann;Martin;1976;SPD;290;4;Baden-Württemberg;2021
Kühn;Christian;1979;GRÜNE;290;4;Baden-Württemberg;2021
Grünke;Julian Simon;1995;FDP;290;18;Baden-Württemberg;2021
Reetzke;Ingo Uwe;1960;AfD;290;;;2021
Hänsel;Heike Stefanie;1966;DIE LINKE;290;5;Baden-Württemberg;2021
Mohr;Oliver;1967;Tierschutzpartei;290;;;2021
Lawrenz;Christiane Dorothea;2000;Die PARTEI;290;17;Baden-Württemberg;2021
Weber;Andreas Paul;1979;FREIE WÄHLER;290;;;2021
Schultka;Kornelius;1987;ÖDP;290;;;2021
Klepp;Stefan;1981;DiB;290;15;Baden-Württemberg;2021
Lenger-Atan;Claudia Regine Elisabeth;1948;MLPD;290;;;2021
Pardo;Johanna Eva;1980;dieBasis;290;7;Baden-Württemberg;2021
Kemmer;Ronja Helene;1989;CDU;291;15;Baden-Württemberg;2021
Rothenbacher;Jan;1992;SPD;291;;;2021
Emmerich;Marcel;1991;GRÜNE;291;11;Baden-Württemberg;2021
Kulitz;Christian Alexander;1981;FDP;291;26;Baden-Württemberg;2021
Heitmann;Kristof;1992;AfD;291;;;2021
Rizzotto;David;1987;DIE LINKE;291;;;2021
Broux;Miriam Franziska;1989;Tierschutzpartei;291;9;Baden-Württemberg;2021
Eberhardt;Paul Friedrich;2003;Die PARTEI;291;;;2021
Lang;Oliver Andreas;1971;FREIE WÄHLER;291;12;Baden-Württemberg;2021
Hirschel;Anja Theresia;1982;PIRATEN;291;1;Baden-Württemberg;2021
Öztoprak;Gülay;1953;MLPD;291;;;2021
Steinau;Andreas Benjamin;1993;Die Humanisten;291;7;Baden-Württemberg;2021
Wagner;Daniel;2000;KlimalisteBW;291;;;2021
Rief;Josef;1960;CDU;292;;;2021
Gerster;Martin;1971;SPD;292;8;Baden-Württemberg;2021
Reinalter;Anja Margit;1970;GRÜNE;292;18;Baden-Württemberg;2021
Hirt;Florian Ernst;1999;FDP;292;29;Baden-Württemberg;2021
Weißbrodt;Rebecca Manuela;1984;AfD;292;12;Baden-Württemberg;2021
Schaaf;Rainer;1962;DIE LINKE;292;;;2021
Bischof;Simone;1975;Tierschutzpartei;292;;;2021
Milverstaedt;Sven;1981;Die PARTEI;292;;;2021
Bossler;Ulrich;1963;FREIE WÄHLER;292;3;Baden-Württemberg;2021
Schmid;Samuel Jörg;1991;PIRATEN;292;12;Baden-Württemberg;2021
Huchler;Norbert;1967;ÖDP;292;;;2021
Zubel;Jan-Christopher;1985;dieBasis;292;;;2021
Mayer-Lay;Volker;1981;CDU;293;;;2021
Hahn;Leon Maria Michael;1991;SPD;293;24;Baden-Württemberg;2021
Heubuch;Maria Ulrike;1958;GRÜNE;293;28;Baden-Württemberg;2021
Steffen-Stiehl;Christian;1973;FDP;293;23;Baden-Württemberg;2021
Weidel;Alice Elisabeth;1979;AfD;293;1;Baden-Württemberg;2021
Frank;Sander Hendrik Tim;1997;DIE LINKE;293;12;Baden-Württemberg;2021
Steuer;Dominik Stefan;1990;Die PARTEI;293;;;2021
Brillisauer;Thomas;1972;FREIE WÄHLER;293;;;2021
Schmid;Annedore;1946;ÖDP;293;;;2021
Findeisen-Juskowiak;Johanna Elisabeth;1970;dieBasis;293;;;2021
Schmidt;Franziska;1994;EB: Schmidt 293; 293;5;Baden-Württemberg;2021
Müller;Axel Karl;1963;CDU;294;;;2021
Engelhardt;Heike;1961;SPD;294;21;Baden-Württemberg;2021
Brugger;Agnes Monika;1985;GRÜNE;294;3;Baden-Württemberg;2021
Strasser;Benjamin;1987;FDP;294;6;Baden-Württemberg;2021
Högel;Christoph;1990;AfD;294;;;2021
Runge;Jasmin Scheiwanthi;1993;DIE LINKE;294;11;Baden-Württemberg;2021
Rein;Lukas Paul;1993;Die PARTEI;294;;;2021
Ruchti;Günter Hermann;1967;FREIE WÄHLER;294;;;2021
Scharpf;Siegfried Josef;1955;ÖDP;294;;;2021
Pauli;Karl-Heinz Albert;1953;MLPD;294;22;Baden-Württemberg;2021
Aicher;Julian;1958;dieBasis;294;;;2021
Pietsch;Sona Stefanie;1994;MENSCHLICHE WELT;294;;;2021
Bareiß;Thomas;1975;CDU;295;;;2021
Mesarosch;Robin;1991;SPD;295;16;Baden-Württemberg;2021
Kretschmann;Johannes Friedrich;1978;GRÜNE;295;21;Baden-Württemberg;2021
Link;Stephan Wolfram;1968;FDP;295;31;Baden-Württemberg;2021
Gregg;Nicolas;1983;AfD;295;;;2021
Hausner;Marco;1998;DIE LINKE;295;;;2021
Ochs;Dominik;1994;Die PARTEI;295;;;2021
Schiller;Jürgen Michael;1966;FREIE WÄHLER;295;;;2021
Koch-Kuhring;Christine;1971;ÖDP;295;;;2021
Schmidt;Renate Gisela;1959;MLPD;295;;;2021
Beil;Volker Eberhard;1969;dieBasis;295;;;2021
Kramp-Karrenbauer;Annegret;1962;CDU;296;1;Saarland;2021
Ortleb;Josephine Loulou;1986;SPD;296;2;Saarland;2021
Baumeister;Mark;1975;DIE LINKE;296;;;2021
Huebner;Boris;1970;AfD;296;;;2021
Isringhaus;Paul Helmut;1949;FDP;296;2;Saarland;2021
Matheis;Lukas;1990;Die PARTEI;296;;;2021
Pflug;Hans Peter;1956;FREIE WÄHLER;296;;;2021
Tickert;Rolf Paul Johannes;1955;MLPD;296;1;Saarland;2021
Richter;Steffi;1965;dieBasis;296;1;Saarland;2021
Herrmann;Nico;1999;ÖDP;296;5;Saarland;2021
Wenz;Gerhard Karl;1953;GRÜNE;296;;;2021
Poss;Stephan;1970;EB: Poss 296; 296;;;2021
Altmaier;Peter;1958;CDU;297;2;Saarland;2021
Maas;Heiko Josef;1966;SPD;297;1;Saarland;2021
Ensch-Engel;Dagmar;1955;DIE LINKE;297;3;Saarland;2021
Becker;Carsten Roland;1990;AfD;297;2;Saarland;2021
Hießerich-Peter;Angelika;1964;FDP;297;3;Saarland;2021
Schröder;Sam;1999;Die PARTEI;297;;;2021
Hoffmann;Klaus;1963;FREIE WÄHLER;297;10;Saarland;2021
Ensch;Marc;1982;dieBasis;297;;;2021
Groß;Philipp-Noah;2000;ÖDP;297;3;Saarland;2021
Lessel;Ute;1965;GRÜNE;297;;;2021
Schön;Nadine;1983;CDU;298;3;Saarland;2021
Petry;Christian;1965;SPD;298;3;Saarland;2021
Grewenig;Rosa Maria;1938;DIE LINKE;298;;;2021
Magar;Axel Maria;1954;AfD;298;;;2021
Luksic;Oliver;1979;FDP;298;1;Saarland;2021
Schröder;Denis;2001;Die PARTEI;298;;;2021
Werle;Clemens Maria;1962;FREIE WÄHLER;298;8;Saarland;2021
Both;Hans-Theo Maria;1960;dieBasis;298;4;Saarland;2021
Honecker;Andrea Gabriele;1970;ÖDP;298;4;Saarland;2021
Sullenberger;Uta;1970;GRÜNE;298;;;2021
Uhl;Markus Alexander;1979;CDU;299;4;Saarland;2021
Limbacher;Esra-Leon Ruben;1989;SPD;299;5;Saarland;2021
Spaniol;Florian Andreas;2001;DIE LINKE;299;;;2021
Wirth;Christian Friedrich;1963;AfD;299;1;Saarland;2021
Armbrüster;Ralf;1970;FDP;299;;;2021
Görlinger;Evelyne;1993;Die PARTEI;299;5;Saarland;2021
Kammerer;Axel Christopher;1969;FREIE WÄHLER;299;9;Saarland;2021
Weisang;Ute Elisabeth;1966;dieBasis;299;8;Saarland;2021
Jacob;Claus;1969;ÖDP;299;1;Saarland;2021
Herber;Maria Luise;1963;GRÜNE;299;;;2021
Müller-Weigel;Juliane;1989;CDU;;10;;2021
Spechtmeyer-Högel;Bettina;1964;CDU;;12;;2021
Steiner;Dagmar;1964;CDU;;14;;2021
Gaarz;Timo;1977;CDU;;15;;2021
Stentzler;Ulrike;1962;CDU;;16;;2021
Bodin;Leif Erik;1996;CDU;;17;;2021
Mues;Sabine;1964;CDU;;18;;2021
Kuhlmann;Lars;1976;CDU;;19;;2021
Röpke-Modenbach;Britta;1967;CDU;;20;;2021
Schmidt;Henri;1983;CDU;;21;;2021
Rönnau;Stefanie;1970;CDU;;22;;2021
Sölter;Nicolas;1988;CDU;;23;;2021
Grützmacher;Lena;1984;CDU;;24;;2021
Matzen;Tom;1997;CDU;;25;;2021
Seyfert;Kerstin;1964;CDU;;26;;2021
Junkersdorf;Jens;1980;CDU;;27;;2021
Claussen;Vivien Christine Sylvia;1988;CDU;;28;;2021
Waller;Marten;1984;CDU;;29;;2021
Ostermeyer;Christiane;1962;CDU;;30;;2021
Schwab;Niklas;1994;CDU;;31;;2021
Feddersen;Bärbel;1975;CDU;;32;;2021
Gjoka;Kole;1970;CDU;;33;;2021
Krause;Jasmin Anneliese;1998;CDU;;34;;2021
Weidler;Anna Ruth;1965;CDU;;35;;2021
Voß;Sven;1979;CDU;;36;;2021
Glage;Annette;1968;CDU;;37;;2021
Herzberger;Daniel;1986;CDU;;38;;2021
Siemers;Dorothea;1989;SPD;;10;;2021
Buhl;Christiane Andrea;1981;SPD;;12;;2021
Cerrah;Aylin;1997;SPD;;14;;2021
Ferber;Felix;1990;SPD;;15;;2021
Fedrowitz;Katrin;1973;SPD;;16;;2021
Hansen;Mats Marti;1988;SPD;;17;;2021
Claussen;Martina;1976;SPD;;18;;2021
Schloo;Tobias;1992;SPD;;19;;2021
Huppermann;Miriam;1985;SPD;;20;;2021
Heisig;Tobias;1995;FDP;;11;;2021
Mock-Hofeditz;Kerstin;1966;GRÜNE;;7;;2021
Langholz-Kaiser;Marlene;1980;GRÜNE;;9;;2021
Kordouni;Jessica;1982;GRÜNE;;11;;2021
Täck;Ulrike;1968;GRÜNE;;13;;2021
Mai;Nadine;1983;GRÜNE;;15;;2021
Röpcke;Uta;1965;GRÜNE;;17;;2021
Kock-Rohwer;Dirk Richard;1960;GRÜNE;;18;;2021
Waldeck;Nelly;1997;GRÜNE;;19;;2021
Köpping;Luca Jan;1997;GRÜNE;;20;;2021
Wolf;Hannah;1995;GRÜNE;;21;;2021
Rudow;Lydia Johanna;1990;GRÜNE;;22;;2021
Bedarff;Hildegard;1961;GRÜNE;;23;;2021
Morsch;Jonathan;2001;GRÜNE;;24;;2021
Schnitzler;Dorothee;1956;GRÜNE;;25;;2021
Przygodda;Kerstin;1962;AfD;;3;;2021
Dibbern;Martina;1979;AfD;;7;;2021
Bachmann;Sophie;1988;DIE LINKE;;5;;2021
Reimers;Maximilian;1999;DIE LINKE;;6;;2021
Wunderlich;Karolin;1989;Die PARTEI;;1;;2021
Demmer;Natalie;1995;Die PARTEI;;2;;2021
Brozio;Fabienne;1988;Die PARTEI;;3;;2021
Kaletsch;Simone;1972;Die PARTEI;;5;;2021
Weigand;Georg;1983;Die PARTEI;;6;;2021
Liedtke;Ines;1982;Die PARTEI;;9;;2021
Hoeftmann;David;1976;Die PARTEI;;10;;2021
Kaletsch;Joy-Phyllis;2003;Die PARTEI;;11;;2021
Hansen;Yorik Timo;2002;Die PARTEI;;12;;2021
Richter;Alexandra;1974;Die PARTEI;;13;;2021
Grenz;Michael;1973;Die PARTEI;;14;;2021
Soares;Patricia;2003;Die PARTEI;;15;;2021
Zeplin;Maria-Lena;1997;Die PARTEI;;16;;2021
Rotenberger;Vivien;2001;Die PARTEI;;17;;2021
Schröter;Ove Joachim;1967;Die PARTEI;;19;;2021
Salto;Nanke Therese;1994;Die PARTEI;;20;;2021
Wittrock;Pablo;1984;Die PARTEI;;21;;2021
Wemhöner;Jens;1994;Die PARTEI;;22;;2021
Peeters;Noah;1999;Die PARTEI;;23;;2021
Köhler;Nils-Henrik;1991;Die PARTEI;;24;;2021
Wienck;Sascha;1980;Die PARTEI;;25;;2021
Koch;Frauke;1961;Die PARTEI;;26;;2021
Rohde;Mirko;1996;Die PARTEI;;27;;2021
Rothgaenger;Andreas;1973;FREIE WÄHLER;;6;;2021
Görtz;Melanie;1979;FREIE WÄHLER;;7;;2021
Meißner;Johanna Ursula;1961;FREIE WÄHLER;;8;;2021
Thedens;Katja;1965;FREIE WÄHLER;;9;;2021
Proch;Mark;1965;NPD;;1;;2021
Mundt;Karin Christine;1973;NPD;;2;;2021
Schimmel;Wolfgang;1962;NPD;;3;;2021
Hannemann;Michael;1981;NPD;;4;;2021
Weber;Thomas;1969;ÖDP;;1;;2021
Behrendt;Volker;1967;ÖDP;;2;;2021
Wilk;Andreas Günter;1962;ÖDP;;3;;2021
Möller;Michael;1974;ÖDP;;4;;2021
Ohlendorf;Hubert;1953;ÖDP;;5;;2021
