id;vorname;nachname;geburtsjahr;partei_id;jahr
2116;Frank;Ullrich;1958;2;2021
2117;Gerald;Ullrich;1962;4;2021
2118;Stephanie;Erben;1971;6;2021
2119;Detlef;Pappe;1956;8;2021
2120;Christian;Fichtner;1984;9;2021
2121;Stefan;Schellenberg;1965;13;2021
2122;Christian;Horn;1987;12;2021
2123;Andreas;Eifler;1955;18;2021
2124;Marko;Bieling;1973;174;2021
2125;Erwin Josef;Rüddel;1955;1;2021
2126;Martin;Diedenhofen;1995;2;2021
2127;Andreas;Bleck;1988;3;2021
2128;Sandra;Weeser;1969;4;2021
2129;Kevin;Lenz;1990;6;2021
2130;Jochen;Bülow;1965;5;2021
2131;Marianne;Altgeld;1988;8;2021
2132;Christian;Link;1992;9;2021
2133;Klaus Dieter;Asbach;1964;28;2021
2134;Markus;Erdmann;1970;175;2021
2135;Norbert;Schmitt;1951;39;2021
2136;Mechthild;Heil;1961;1;2021
2137;Christoph;Schmitt;1986;2;2021
2138;Bodo Rüdiger;Nothnick;1958;3;2021
2139;Jannick;Simon;1991;4;2021
2140;Martin Walter;Schmitt;1964;6;2021
2141;Aziz;Aldemir;1970;5;2021
2142;Stefan Bernhard;Mies;1978;8;2021
2143;Brigitte Elisabeth Gertrud;Doege;1969;13;2021
2144;Franz-Gerhard;Hoyer;1958;28;2021
2145;Alina;Mandel;1987;176;2021
2146;Josef;Oster;1971;1;2021
2147;Thorsten;Rudolph;1974;2;2021
2148;Carsten;Dittmann;1991;3;2021
2149;Markus;Wieseler;1981;4;2021
2150;Lena;Etzkorn;1996;6;2021
2151;Oliver;Antpöhler-Zwiernik;1986;5;2021
2152;Kathrin Franziska;Laymann;1984;8;2021
2153;Michael;Brüggemann;1968;9;2021
2154;Carolin;Schmidt;1998;13;2021
2155;Mark;Schneider;1975;28;2021
2156;Roman;Snegur;2001;40;2021
2157;Alexandra;Sayn;1991;177;2021
2158;Marlon;Bröhr;1974;1;2021
2159;Michael Franz Josef;Maurer;1958;2;2021
2160;Harald;Bechberger;1952;3;2021
2161;Carina;Konrad;1982;4;2021
2162;Julian-Béla;Joswig;1993;6;2021
2163;Heinz Alfred;Wößner;1951;8;2021
2164;Erik;Hofmann;1986;13;2021
2165;Wolfgang Heinz;Link;1961;28;2021
2166;Detlef;Barsuhn;1953;40;2021
2167;Hermann Gustav;Krämer;1952;178;2021
2168;Julia;Klöckner;1972;1;2021
2169;Joe;Weingarten;1962;2;2021
2170;Nicole;Höchst;1970;3;2021
2171;Marvin;Griesbach;2000;4;2021
2172;Christoph;Benze;1968;6;2021
2173;Bianca Daniela;Steimle;1974;5;2021
2174;Rouven;Hebel;1974;8;2021
2175;Fabian;Krug;2002;9;2021
2176;Eva;Eisenhardt-Borsche;1955;13;2021
2177;Stefan;Viehl;1964;28;2021
2178;Stephan Otto;Schlitz;1958;34;2021
2179;Ron-David;Röder;1983;40;2021
2180;Doris;Vollmer;1964;179;2021
2181;Patrick;Schnieder;1968;1;2021
2182;Lena;Werner;1994;2;2021
2183;Beate;Härig-Dickersbach;1957;3;2021
2184;Ralf Markus;Berlingen;1967;4;2021
2185;Dorothea;Hafner;1968;6;2021
2186;Manuel;Eppers;1987;5;2021
2187;Petra;Fischer;1972;8;2021
2188;Markus;Riebschläger;1970;9;2021
2189;Clemens;Ruhl;1968;13;2021
2190;Christoph;Lutz;1991;28;2021
2191;Andreas;Steier;1972;1;2021
2192;Verena Ute;Hubertz;1987;2;2021
2193;Otto Karl Franz Joseph;Hiller von Gaertringen;1949;3;2021
2194;Benjamin;Palfner;1984;4;2021
2195;Corinna Martina;Rüffer;1975;6;2021
2196;Katrin;Werner;1973;5;2021
2197;Sascha;Kohlmann;1975;8;2021
2198;Michael;Zeeb;1991;9;2021
2199;Paul Georg;Lippl;1992;13;2021
2200;Filiz;Plenter;1987;28;2021
2201;Bettina Anna Christine;Wolff;1992;40;2021
2202;Simon Michael;Becker;1987;21;2021
2203;Anna Monika;Bartholomé;1949;180;2021
2204;Ingrid;Moritz;1949;181;2021
2205;Jens;Ahnemüller;1961;39;2021
2206;Andreas;Nick;1967;1;2021
2207;Tanja;Machalet;1974;2;2021
2208;Robin Maximilian;Classen;1991;3;2021
2209;Dennis;Sturm;1987;4;2021
2210;Torsten Mario;Klein;1962;6;2021
2211;Natalie;Brosch;1976;5;2021
2212;Sascha Alexander;Kraft;1990;8;2021
2213;Claudia;Boas;1967;9;2021
2214;Jens-Christian;Steuler;1980;28;2021
2215;Wotan;Engels;1982;182;2021
2216;Ursula Maria Luise;Groden-Kranich;1965;1;2021
2217;Daniel;Baldy;1994;2;2021
2218;Sebastian;Münzenmaier;1989;3;2021
2219;Klaus Friedrich Karl David;Sartorius;1989;4;2021
2220;Tabea;Rößner;1966;6;2021
2221;Gerhard;Trabert;1956;5;2021
2222;Gerhard Heinrich;Wenderoth;1969;8;2021
2223;Daniela Janice;Zaun;1992;9;2021
2224;Bodo;Noeske;1962;12;2021
2225;Michael;Ruf;1979;13;2021
2226;Jörg Wilhelm;Heuser;1964;28;2021
2227;David Thomas Bernhard;Kaufmann;1990;24;2021
2228;Florian Thomas;Köhler-Langes;1984;40;2021
2229;Sebastian;Seiffert;1979;183;2021
2230;Markus;Heil;1986;184;2021
2231;Jan;Metzler;1981;1;2021
2232;David;Maier;1982;2;2021
2233;Carsten;Propp;1977;3;2021
2234;Manuel;Höferlin;1973;4;2021
2235;Christian;Engelke;1987;6;2021
2236;Anja;Läwen;1973;5;2021
2237;Danniene;Wete;1982;8;2021
2238;Marcus Manfred;Eschborn;1970;13;2021
2239;David;Hess;1988;28;2021
2240;Marius;Müller;1990;40;2021
2241;Chiara Marie;Pohl;2001;185;2021
2242;Jens Torbjörn;Kartes;1979;1;2021
2243;Christian Willi Heribert;Schreider;1971;2;2021
2244;Stefan;Scheil;1963;3;2021
2245;Michael Kurt;Goldschmidt;1957;4;2021
2246;Armin Jürgen;Grau;1959;6;2021
2247;Liborio;Ciccarello;1971;5;2021
2248;Hans Gerd;Arndt;1957;8;2021
2249;Lieselotte Jutta;Seiberth;1955;18;2021
2250;Alexander;Kiesow;1968;28;2021
2251;Markus;Böhm;1968;34;2021
2252;Bernd Michael;Hackel;1974;186;2021
2253;Martin;Schöne;1974;187;2021
2254;Reiner;Bechtel;1964;188;2021
2255;Johannes Eberhard;Steiniger;1987;1;2021
2256;Isabel Larissa;Mackensen-Geis;1986;2;2021
2257;Thomas;Stephan;1970;3;2021
2258;Bianca Marina Anna;Hofmann;1967;4;2021
2259;Hannah;Heller;1990;6;2021
2260;Stefan Oliver;Huber-Aydemir;1975;5;2021
2261;Stefan;Krumm-Dudenhausen;1972;8;2021
2262;Jürgen;Schwerdt;1958;28;2021
2263;Sebastian Marcel;Sklubal;1981;40;2021
2264;Jonas;Wittner;1996;189;2021
2265;Xaver;Jung;1962;1;2021
2266;Matthias David;Mieves;1985;2;2021
2267;Marco;Staudt;1973;3;2021
2268;Jana;Braun Lambur;1987;4;2021
2269;Michael;Kunte;1978;6;2021
2270;Alexander;Ulrich;1971;5;2021
2271;Thomas Jürgen;Lebkücher;1978;8;2021
2272;Derya;Sujana-Ṣen;1980;9;2021
2273;Torsten;Friedrichs;1968;28;2021
2274;Petra;Winkler;1964;34;2021
2275;Patrick Reinhold;Kühn-Breisch;1987;10;2021
2276;Malte;Schümann;1996;40;2021
2277;Dietrich Peter;Schwang;1948;190;2021
2278;Dirk;Hoppe;1965;191;2021
2279;Marius Wolfgang;Lauer;1992;192;2021
2280;Florian;Bilić;1994;1;2021
2281;Angelika;Glöckner;1962;2;2021
2282;Ferdinand L.;Weber;1964;3;2021
2283;Erika;Watson;1976;4;2021
2284;Susanne;Bendig;1973;6;2021
2285;Frank;Eschrich;1964;5;2021
2286;Roswitha;Jeckel;1968;8;2021
2287;Marc-Oliver;Riedinger;1976;9;2021
2288;Klaus;Dieterich;1960;28;2021
2289;Barbara Maria;Schwarz;1961;10;2021
2290;Andreas;Winkler;1988;40;2021
2291;Verena Eunike;Hofmann;1997;193;2021
2292;Thomas;Gebhart;1971;1;2021
2293;Thomas;Hitschler;1982;2;2021
2294;Bernd Hans;Schattner;1968;3;2021
2295;Volker;Wissing;1970;4;2021
2296;Tobias;Lindner;1982;6;2021
2297;Tobias;Schreiner;1988;5;2021
2298;Steffen;Weiß;1973;8;2021
2299;Lukas;Rammefanger;1999;9;2021
2300;Sven;Leuthner;1992;13;2021
2301;Jacqueline;Sharma;1966;28;2021
2302;Bernd;Kriebel;1964;10;2021
2303;Alexandra;Barsuhn;1994;40;2021
2304;Cyrus;Mobasheri;1978;194;2021
2305;Erdal;Koccu;1975;195;2021
2306;Holger;Vogler;1981;196;2021
2307;Stephan;Mayer;1973;7;2021
2308;Annette Mathilde;Heidrich;1967;2;2021
2309;Klaus;Lang;1962;3;2021
2310;Sandra;Bubendorfer-Licht;1969;4;2021
2311;Christoph;Arz;1996;6;2021
2312;Sebastian Max;Misselhorn;1997;5;2021
2313;Ilse;Ertl;1965;8;2021
2314;Bernhard;Suttner;1985;13;2021
2315;Simon;Wahl;1997;16;2021
2316;Edgar Hans Jürgen;Siemund;1960;28;2021
2317;Andreas;Lenz;1981;7;2021
2318;Magdalena Maria;Wagner;1991;2;2021
2319;Peter Alexander;Junker;1958;3;2021
2320;Marc;Salih;1974;4;2021
2321;Christoph Johannes;Lochmüller;1967;6;2021
2322;Tobias;Boegelein;1981;5;2021
2323;Birgit Evelyn;Obermaier;1974;8;2021
2324;Charlotte Elizabeth;Schmid;1977;13;2021
2325;Simone;Binder;1969;16;2021
2326;Alexandra Patricia;Motschmann;1966;28;2021
2327;Erich;Irlstorfer;1970;7;2021
2328;Andreas;Mehltretter;1991;2;2021
2329;Johannes Josef;Huber;1987;3;2021
2330;Eva-Maria;Schmidt;1970;4;2021
2331;Leon;Eckert;1995;6;2021
2332;Nicolas-Pano;Graßy;1989;5;2021
2333;Karl Johann Sebastian;Ecker;1963;8;2021
2334;Emilia Sophie;Kirner;1997;13;2021
2335;Florian;Geisenfelder;1991;16;2021
2336;Daniel;Weigelt;1973;9;2021
2337;Magdalena Anna;Lippa;1988;14;2021
2338;Karl Eckhard;Reineke;1954;28;2021
2339;Hans Horst;Boljahn;1953;40;2021
2340;Katrin;Staffler;1981;7;2021
2341;Michael Georg;Schrodi;1977;2;2021
2342;Florian;Jäger;1971;3;2021
2343;Carsten Ulrich Rudolf;Bode;1962;4;2021
2344;Beate;Walter-Rosenheimer;1964;6;2021
2345;Ernestine;Martin-Köppl;1960;5;2021
2346;Susanne;Droth;1970;8;2021
2347;Stephanie Martina;Sichelschmidt;1992;13;2021
2348;Fabian;Handfest;2001;9;2021
2349;Christian;Kreiß;1962;28;2021
2350;Daniel;Burandt;1993;40;2021
2351;Reinhard;Brandl;1977;7;2021
2352;Jessica;Meier;1985;2;2021
2353;Lukas;Rehm;1990;3;2021
2354;Theresa;Ley;1990;4;2021
2355;Joachim;Siebler;1970;6;2021
2356;Roland;Meier;1964;5;2021
2357;Christian Wolfgang;Ponzer;1963;8;2021
2358;Jakob Josef;Sedlmeier;1967;13;2021
2359;Wolfgang;Distler;1976;16;2021
2360;Sebastian;Zahn;1990;9;2021
2361;Helmut Oskar;Groß;1967;28;2021
2362;Bernhard Siegfried;Loos;1955;7;2021
2363;Florian Michael Josef;Post;1981;2;2021
2364;Petr;Bystron;1972;3;2021
2365;Daniel Wolfgang;Föst;1976;4;2021
2366;Doris Else;Wagner;1963;6;2021
2367;Christian Alois;Schwarzenberger;1988;5;2021
2368;Linus;Springer;1995;8;2021
2369;Beate Christine;Merkel;1967;13;2021
2370;Thomas Steffen;Kreidemeier;2001;10;2021
2371;Maximilian Franz-Josef;Langenecker;1995;16;2021
2372;Philipp Holger;Rückel;1992;9;2021
2373;Andreas;Naumann;1979;14;2021
2374;Birgit Gerda;Schiel-Zollner;1952;18;2021
2375;Andreas Christian;Sönnichsen;1957;28;2021
2376;Achim;Seger;1985;26;2021
2377;Julia Katharina Elisabeth;Amtmann;1994;40;2021
2378;Martin Thomas;Hennig;1970;23;2021
2379;Karl Erich Günther;Hilz;1957;197;2021
2380;Wolfgang Dieter;Stefinger;1985;7;2021
2381;Claudia Rosina;Tausend;1964;2;2021
2382;Wilfried;Biedermann;1951;3;2021
2383;Daniela Elisabeth Henriette;Hauck;1971;4;2021
2384;Vaniessa;Rashid;1991;6;2021
2385;Julian Tobias;Zieglmaier;1995;5;2021
2386;Martin Engelbert;Blasi;1967;8;2021
2387;Rosa Maria;Marghescu;1998;13;2021
2388;Kathrin Eva;Schmid;1982;10;2021
2389;Mario Walter;Gafus;1993;16;2021
2390;Oliver-Steve;Skerlec;1980;9;2021
2391;Roland;Görög;1960;28;2021
2392;Horst-Jürgen;Wodarz;1980;29;2021
2393;Jürgen Gerhard;Todenhöfer;1940;38;2021
2394;Lisa Franziska Maria;Meurer;1999;40;2021
2395;Sabine Hedwig Maria;Zuse;1963;23;2021
2396;Simon;Klopstock;1997;198;2021
2397;Michael Thomas;Kuffer;1972;7;2021
2398;Sebastian Jörg;Roloff;1983;2;2021
2399;Wolfgang;Wiehle;1964;3;2021
2400;Thomas Michael;Sattelberger;1949;4;2021
2401;Jamila Anna;Schäfer;1993;6;2021
2402;Kerem Sascha Özgür;Schamberger;1986;5;2021
2403;Loraine Sunshine;Bender-Schwering;1988;8;2021
2404;Martina;Bonertz;1972;13;2021
2405;Stephanie Maria Barbara;Weiser;1979;10;2021
2406;Anja;Mebes;1984;9;2021
2407;Patrick;Ziegler;1987;18;2021
2408;Anna;Petukova;1988;28;2021
2409;Christa Ute Anne;Kaiser;1953;23;2021
2410;Stephan Nikolaus;Pilsinger;1987;7;2021
2411;Seija Anne;Knorr-Köning;1994;2;2021
2412;Paul Viktor;Podolay;1946;3;2021
2413;Lukas Otto;Köhler;1986;4;2021
2414;Dieter Gerald;Janecek;1976;6;2021
2415;Nicole Stephanie;Gohlke;1975;5;2021
2416;Andreas Stephan Johannes;Staufenbiel;1987;8;2021
2417;Ben-Said;Sharif Samani;1995;13;2021
2418;Susanne Christine;Wittmann;1965;10;2021
2419;Philipp Johannes;Drabinski;1974;9;2021
2420;Angelika;Selbmann;1963;14;2021
2421;Claudia Gabriele Angelika Elfriede;Roedel;1960;28;2021
2422;Pia Bärbel;Chojnacki;1994;26;2021
2423;Sophie;Griesbacher;1996;40;2021
2424;Werner;Zuse;1949;23;2021
2425;Önder-Vedat;Dönmez;1998;199;2021
2426;Oskar Christian Wolfgang;Sommerfeldt;1981;200;2021
2427;Florian Peter;Hahn;1974;7;2021
2428;Korbinian Nicholas;Rüger;1988;2;2021
2429;Gerold Joachim;Otten;1955;3;2021
2430;Axel;Schmidt;1967;4;2021
2431;Anton Gerhard;Hofreiter;1970;6;2021
2432;Katinka Regina Maria;Burz;1981;5;2021
2433;Gerhard;Kißlinger;1970;8;2021
2434;Yannick Georg;Rouault;1993;13;2021
2435;Manfred Michael;Kellberger;1952;10;2021
2436;Stefanie Brigitte;Ruck;1986;16;2021
2437;Bernhard;Senft;1996;9;2021
2438;Stefan;Rode;1969;28;2021
2439;Daniela;Ludwig;1975;7;2021
2440;Pankraz;Schaberl;1986;2;2021
2441;Andreas Michael;Kohlberger;1969;3;2021
2442;Michael;Linnerer;1980;4;2021
2443;Victoria;Broßart;1992;6;2021
2444;Ates Nils;Gürpinar;1984;5;2021
2445;Gerhard;Schloots;1956;8;2021
2446;Ludwig;Maier;1961;13;2021
2447;Stephan;Fröhlich;1969;16;2021
2448;Nikolaus;Starkmeth;1953;9;2021
2449;Nino;Kornhaß;1988;28;2021
2450;Gerald;Strickner;1953;23;2021
2451;Alexander Gamal;Radwan;1964;7;2021
2452;Hannes Hartmut;Gräbner;1967;2;2021
2453;Béatrice;Vesterling;1961;4;2021
2454;Karl;Bär;1985;6;2021
2455;Erich Horst;Utz;1959;5;2021
2456;Christian;Kaul;1963;8;2021
2457;Jan-Philipp;Olfen;1998;13;2021
2458;Marinus;Thurnhuber;1959;16;2021
2459;Florian Timm;Merkl;1970;9;2021
2460;Susanne Elisabeth;Ehlers;1965;28;2021
2461;Michael;Kießling;1973;7;2021
2462;Carmen;Wegge;1989;2;2021
2463;Rainer;Groß;1960;3;2021
2464;Britta;Hundesrügge;1967;4;2021
2465;Martina;Neubauer;1963;6;2021
2466;Simone;Ketterl;1988;5;2021
2467;Rasso Franz-Christoph Wesley;Rebay von Ehrenwiesen;1966;8;2021
2468;Stella;Sadowsky;1985;13;2021
2469;Christoph;Raab;1976;9;2021
2470;Cornelia;Fiegel;1996;14;2021
2471;Manfred;Heinlein;1952;28;2021
2472;Joachim;Nibbe;1960;40;2021
2473;Peter;Ramsauer;1954;7;2021
2474;Bärbel;Kofler;1967;2;2021
2475;Horst Joachim;Bernshausen;1947;3;2021
2476;Patrick Georg;Weiß;1996;4;2021
2477;Wolfgang;Ehrenlechner;1981;6;2021
2478;Leon;Buchwald;1995;5;2021
2479;Andrea;Wittmann;1973;8;2021
2480;Bruno;Siglreitmaier jun.;1960;13;2021
2481;Stefan Siegfried;Glas;1961;16;2021
2482;Marie Chantal;Stefan;2001;9;2021
2483;Martin Josef;Hartmann;1983;28;2021
2484;Sebastian;Oberholzner;1975;34;2021
2485;Felicitas Christa Rudolfine;Englisch;1953;201;2021
2486;Alexander;Dobrindt;1970;7;2021
2487;Sigrid Elisabeth;Meierhofer;1955;2;2021
2488;Rose Gerrit;Huy;1953;3;2021
2489;Karl Martin;Sielmann;1961;4;2021
2490;Elisabeth Victoria Sophie;Löwenbourg-Brzezinski;1984;6;2021
2491;Rolf;Walther;1946;5;2021
2492;Arnold Günther;Reuss;1982;8;2021
2493;Maiken;Winter;1968;13;2021
2494;Johann;Gattinger;1949;16;2021
2495;Juina;Wessel;1962;28;2021
2496;Werner;Knigge;1960;40;2021
2497;Ricard;Ryssel;1972;202;2021
2498;Thomas Maximilian;Erndl;1974;7;2021
2499;Rita Andrea;Hagl-Kehl;1970;2;2021
2500;Hans;Fellner;1966;3;2021
2501;Muhanad;Al-Halak;1989;4;2021
2502;Matthias Werner;Schwinger;1989;6;2021
2503;Melanie Rosa;Demmelhuber;1999;5;2021
2504;Martin Werner;Behringer;1971;8;2021
2505;Rolf Wilfrid;Sihr;1964;13;2021
2506;Thomas;Pfeffer;1989;16;2021
2507;Janina;Nizik;1989;9;2021
2508;Josef Michael;Reichardt;1986;12;2021
2509;Johann;Kiermaier;1964;14;2021
2510;Lothar Englbert;Wandtner;1965;28;2021
2511;Florian;Oßner;1980;7;2021
2512;Vincent;Hogenkamp;1996;2;2021
2513;Elena;Fritz;1986;3;2021
2514;Nicole Anna Elisabeth;Bauer;1987;4;2021
2515;Maria Katharina Elisabeth;Krieger;1985;6;2021
2516;Veronika;Lackerbauer;1981;5;2021
2517;Kerstin Maria;Haimerl-Kunze;1970;8;2021
2518;Bernd;Wimmer;1970;13;2021
2519;Gertraud Maria Magdalena;Götz-Volkmann;1959;10;2021
2520;Robert Franz;Neuhauser;1956;16;2021
2521;Marion;Schmidt;1954;28;2021
2522;Robert;Manz;1977;203;2021
2523;Gerhard Christian;Pettenkofer;1957;204;2021
2524;Andreas Franz;Scheuer;1974;7;2021
2525;Johannes;Schätzl;1993;2;2021
2526;Ralf;Stadler;1964;3;2021
2527;Martin;Probst;1992;4;2021
2528;Stefanie Maria;Auer;1986;6;2021
2529;Josef;Ilsanker;1975;5;2021
2530;Roswitha Erna;Toso;1963;8;2021
2531;Johanna;Seitz;2001;13;2021
2532;Christian;Boiger;1993;9;2021
2533;Leo;Frankl;1960;28;2021
2534;Michael;Ziegelmeir;1994;24;2021
2535;Max;Straubinger;1954;7;2021
2536;Severin Johannes Antonin;Eder;1992;2;2021
2537;Stephan;Protschka;1977;3;2021
2538;Claus Peter;Rothlehner;1981;4;2021
2539;Marlene Edeltraud;Schönberger;1990;6;2021
2540;Rudolf;Schöberl;1955;5;2021
2541;Werner;Schießl;1968;8;2021
2542;Daniela;Blankenburg;1976;13;2021
2543;Anton;Maller;1957;16;2021
2544;Robert;Tolksdorf;1988;9;2021
2545;Eva Maria;Ströhm;1965;28;2021
2546;Alois Georg Josef;Rainer;1965;7;2021
2547;Dennis Thomas;Schötz;1994;2;2021
2548;Corinna;Miazga;1983;3;2021
2549;Klaus Eugen;Herpel;1962;4;2021
2550;Erhard;Grundl;1963;6;2021
2551;Maximilian;Spielbauer;1996;5;2021
2552;Helmut Michael;Muhr;1987;8;2021
2553;Michael Ludwig;Hirtreiter;1982;13;2021
2554;Thomas Josef;Schmid;1979;16;2021
2555;Marco Michael;Schimpfhauser;1979;9;2021
2556;Tobias Markus;Huf;1996;28;2021
2557;Johann Otto;Janik;1964;38;2021
2558;Thomas;Knott;1968;205;2021
2559;Susanne;Hierl;1973;7;2021
2560;Johannes Leo;Foitzik;1960;2;2021
2561;Peter Christian Pascal;Boehringer;1969;3;2021
2562;Nils Jan;Gründer;1997;4;2021
2563;Karl-Heinz;Herbst;1958;6;2021
2564;Markus Alexander;Sendelbeck;1984;5;2021
2565;Daisy;Miranda;2000;8;2021
2566;Susanne Maria;Witt;1969;13;2021
2567;Alwin;Baumert;1965;28;2021
2568;Nikolaus;Gradl;1956;206;2021
2569;Peter;Aumer;1976;7;2021
2570;Carolin;Wagner;1982;2;2021
2571;Dieter;Arnold;1973;3;2021
2572;Ulrich;Lechte;1977;4;2021
2573;Stefan;Schmidt;1981;6;2021
2574;Eva-Maria Elisabeth;Schreiber;1958;5;2021
2575;Rainer-Michael;Rößler;1985;8;2021
2576;Robert;Fischer;1988;13;2021
2577;Andreas Thomas;Schambeck;1981;16;2021
2578;Romy;Freund;1988;9;2021
2579;Jörg Gerhard;Brunschweiger;1979;28;2021
2580;Roland Heinrich;Gruber;1966;34;2021
2581;Jakob;Friedl;1979;207;2021
2582;Martina;Englhardt-Kopf;1981;7;2021
2583;Marianne;Schieder;1962;2;2021
2584;Wolfgang;Pöschl;1964;3;2021
2585;Ines;Tegtmeier;1970;4;2021
2586;Tina;Winklmann;1980;6;2021
2587;Manfred;Preischl;1961;5;2021
2588;Christian Benedikt;Schindler;1993;8;2021
2589;Sönke;Siebold;1971;13;2021
2590;Constanze Maria;Beck;1970;14;2021
2591;Andreas Markus;Duschinger;1973;28;2021
2592;Thomas;Faltermeier;1969;34;2021
2593;Albert Robert;Rupprecht;1968;7;2021
2594;Ulrich Peter;Grötsch;1975;2;2021
2595;Manfred Leonhard;Schiller;1961;3;2021
2596;Silke;Klotz;1973;4;2021
2597;Anneliese;Droste;1967;6;2021
2598;Christian Claus;Weidner;1969;5;2021
2599;Tobias Anton;Groß;1981;8;2021
2600;Christian;Wallmeyer;1973;13;2021
2601;Roland Peter;Bayer;1977;16;2021
2602;Dietmar Rudolf;Assel;1966;28;2021
2603;Helmut Richard Andreas;Bauer;1959;208;2021
2604;Konrad Willibald;Dippel;1971;209;2021
2605;Thomas;Silberhorn;1968;7;2021
2606;Andreas;Schwarz;1965;2;2021
2607;Michael Adam;Weiß;1969;3;2021
2608;Sven Wilhelm;Bachmann;1975;4;2021
2609;Lisa Hildegard;Badum;1983;6;2021
2610;Jan;Jaegers;1995;5;2021
2611;Jens;Herzog;1982;8;2021
2612;Lisa;Lösel;1998;13;2021
2613;Thomas;Dotzler;1965;16;2021
2614;Paul;Mari;2002;9;2021
2615;Therese;Gmelch;1955;18;2021
2616;Sabine;Wezel;1966;28;2021
2617;Hans-Günter;Brünker;1967;40;2021
2618;Andreas;Roensch;1977;210;2021
2619;Silke;Launert;1976;7;2021
2620;Anette;Kramme;1967;2;2021
2621;Tobias Matthias;Peterka;1982;3;2021
2622;Thomas;Hacker;1967;4;2021
2623;Susanne Iris;Bauer;1977;6;2021
2624;Sven;Schröder;1983;5;2021
2625;Corey Allen;Dressendörfer;1988;8;2021
2626;Dominic Ernst;Hopp;1990;13;2021
2627;Florens Jonas;Weiß;1982;9;2021
2628;Markus Andreas;Engel;1962;28;2021
2629;Jonas Alexander Tecumseh;Geissler;1984;7;2021
2630;Ramona;Brehm;1990;2;2021
2631;Sebastian Johannes;Görtler;1984;3;2021
2632;Jens-Uwe;Peter;1983;4;2021
2633;Johannes;Wagner;1991;6;2021
2634;Ulf;Wunderlich;1998;5;2021
2635;Rainer;Möbus;1962;8;2021
2636;Tristan Peter;Wolf;1990;13;2021
2637;Andre Mike;Wächter;1973;16;2021
2638;Tim Harald;Ströhlein;1989;9;2021
2639;Stefan Klaus;Engel;1954;18;2021
2640;Nicole;Fredriksen;1977;28;2021
2641;Hans-Peter;Friedrich;1957;7;2021
2642;Jörg Mathias;Nürnberger;1967;2;2021
2643;Gerd Siegfried;Kögler;1967;3;2021
2644;Gabriel;Wölfel;1998;4;2021
2645;Ralf;Reusch;1963;6;2021
2646;Janson;Damasceno da Costa e Silva;1990;5;2021
2647;Thomas;Schinner;1970;8;2021
2648;Roland;Müller;1959;13;2021
2649;Steffen Armin;Pokorny;1984;9;2021
2650;Walter;Kunisch;1952;28;2021
2651;Verena;Thümmel;1974;29;2021
2652;Martin Christoph;Löhnert;2000;211;2021
2653;Emmi;Zeulner;1987;7;2021
2654;Simon Bodo;Moritz;1984;2;2021
2655;Theo;Taubmann;1955;3;2021
2656;Claus Achim;Ehrhardt;1963;4;2021
2657;Martin Herbert;Pfeiffer;1961;6;2021
2658;Ludwig;Baumgartner;1978;5;2021
2659;Jochen Sebastian;Bergmann;1989;8;2021
2660;Kay-Uwe;Zenker;1978;13;2021
2661;Gunther;Sedlmeyer;1958;16;2021
2662;Sven;Goller;1990;9;2021
2663;Otto;Gebelein;1961;28;2021
2664;Artur;Auernhammer;1963;7;2021
2665;Harry Herbert;Scheuenstuhl;1961;2;2021
2666;Daniel;Lösch;1999;3;2021
2667;Thomas Alexander;Kestler;1975;4;2021
2668;Herbert Peter;Sirois;1965;6;2021
2669;Erkan;Dinar;1980;5;2021
2670;Sylvia;Bogenreuther;1966;8;2021
2671;Kilian;Welser;1976;13;2021
2672;Markus Stephan;Wanger;1983;12;2021
2673;Maik;Langen;1979;11;2021
2674;Markus;Engelhardt;1979;28;2021
2675;Stefan;Müller;1975;7;2021
2676;Martina Margarete;Stamm-Fibich;1965;2;2021
2677;Christian Burkhard;Beßler;1970;3;2021
2678;Ralf;Schwab;1958;4;2021
2679;Tina Luisa;Prietz;1993;6;2021
2680;Anna-Carina;Häusler;1989;8;2021
2681;Christian Günter;Stadelmann;1991;13;2021
2682;Stefan;Müller;1968;9;2021
2683;Jürgen;Purzner;1963;12;2021
2684;Richard Nikolaus;Straub;1952;18;2021
2685;Torsten;Weber;1974;28;2021
2686;Adam;Kunstmann;1976;212;2021
2687;Rüdiger Dietmar;Kalupner;1940;213;2021
2688;Susanne;Henig;1988;214;2021
2689;Tobias;Winkler;1978;7;2021
2690;Carsten Dietmar;Träger;1973;2;2021
2691;Thomas Adolf;Klaukien;1961;3;2021
2692;Daniel Rene;Bayer;1996;4;2021
2693;Uwe Adolf Otto;Kekeritz;1953;6;2021
2694;Hermann;Ruttmann;1964;5;2021
2695;Stefan;Mielchen;1967;8;2021
2696;Klaus;John;1959;13;2021
2697;Fatimah;Brendecke;1965;16;2021
2698;Catalina Sine;Walther;2003;9;2021
2699;Katrin;Reber;1966;28;2021
2700;Stephan;Wiedenmann;1998;24;2021
2701;Andreas Stefan;Schmidtell;1998;40;2021
2702;Sebastian;Brehm;1971;7;2021
2703;Gabriela;Heinrich;1963;2;2021
2704;Martin Johannes;Sichert;1980;3;2021
2705;Katja;Hessel;1972;4;2021
2706;Markus (Tessa);Ganserer;1977;6;2021
2707;Titus;Schüller;1986;5;2021
2708;Thomas Michael;Estrada;1985;8;2021
2709;Christian Gerhard Wolfgang;Rechholz;1972;13;2021
