partei_id;wahlkreis_id;jahr;anzahl
8;17;2021;2455
18;17;2021;163
13;17;2021;245
28;17;2021;2305
21;17;2021;85
24;17;2021;140
12;17;2021;443
38;17;2021;267
40;17;2021;210
1;18;2021;19982
2;18;2021;51170
6;18;2021;49791
5;18;2021;15593
4;18;2021;18723
3;18;2021;9100
9;18;2021;2494
10;18;2021;2486
8;18;2021;974
13;18;2021;370
14;18;2021;303
18;18;2021;70
21;18;2021;112
28;18;2021;2396
32;18;2021;77
26;18;2021;398
24;18;2021;275
12;18;2021;905
38;18;2021;2019
40;18;2021;1137
1;19;2021;22478
2;19;2021;38865
6;19;2021;46162
5;19;2021;13667
4;19;2021;16543
3;19;2021;5036
9;19;2021;1593
10;19;2021;1405
8;19;2021;524
13;19;2021;246
14;19;2021;160
18;19;2021;84
21;19;2021;92
28;19;2021;2237
32;19;2021;55
26;19;2021;228
24;19;2021;129
12;19;2021;571
38;19;2021;1054
40;19;2021;886
1;20;2021;23843
2;20;2021;44911
6;20;2021;47983
5;20;2021;10847
4;20;2021;18190
3;20;2021;5662
9;20;2021;1358
10;20;2021;1682
8;20;2021;761
13;20;2021;235
14;20;2021;139
18;20;2021;47
21;20;2021;100
28;20;2021;1895
32;20;2021;42
26;20;2021;188
24;20;2021;149
12;20;2021;500
38;20;2021;850
40;20;2021;906
1;21;2021;34387
2;21;2021;51575
6;21;2021;46531
5;21;2021;8741
4;21;2021;26247
3;21;2021;6811
9;21;2021;1443
10;21;2021;1893
8;21;2021;939
13;21;2021;292
14;21;2021;220
18;21;2021;48
21;21;2021;72
28;21;2021;2535
32;21;2021;53
26;21;2021;150
24;21;2021;182
12;21;2021;606
38;21;2021;875
40;21;2021;948
1;22;2021;29103
2;22;2021;59298
6;22;2021;32134
5;22;2021;8852
4;22;2021;19225
3;22;2021;11290
9;22;2021;1615
10;22;2021;2561
8;22;2021;1084
13;22;2021;427
14;22;2021;202
18;22;2021;49
21;22;2021;69
28;22;2021;2481
32;22;2021;83
26;22;2021;169
24;22;2021;235
12;22;2021;1048
38;22;2021;1871
40;22;2021;812
1;23;2021;25427
2;23;2021;52523
6;23;2021;27931
5;23;2021;9878
4;23;2021;15674
3;23;2021;12638
9;23;2021;1644
10;23;2021;2298
8;23;2021;1319
13;23;2021;446
14;23;2021;195
18;23;2021;50
21;23;2021;87
28;23;2021;2417
32;23;2021;76
26;23;2021;208
24;23;2021;233
12;23;2021;747
38;23;2021;2283
40;23;2021;740
1;24;2021;24066
2;24;2021;59038
4;24;2021;12113
3;24;2021;11173
6;24;2021;17668
5;24;2021;4671
9;24;2021;1130
10;24;2021;2220
8;24;2021;1769
12;24;2021;430
14;24;2021;65
13;24;2021;82
18;24;2021;18
21;24;2021;34
28;24;2021;1027
26;24;2021;86
24;24;2021;86
38;24;2021;149
40;24;2021;198
1;25;2021;52067
2;25;2021;59229
4;25;2021;17671
3;25;2021;14248
6;25;2021;18576
5;25;2021;4650
9;25;2021;1649
10;25;2021;2044
8;25;2021;856
12;25;2021;534
14;25;2021;97
13;25;2021;58
18;25;2021;18
21;25;2021;28
28;25;2021;1619
26;25;2021;92
24;25;2021;103
38;25;2021;211
40;25;2021;334
1;26;2021;28535
2;26;2021;50448
4;26;2021;13874
3;26;2021;10951
6;26;2021;17020
5;26;2021;4122
9;26;2021;1539
10;26;2021;2201
8;26;2021;1512
12;26;2021;419
14;26;2021;92
13;26;2021;62
18;26;2021;50
21;26;2021;21
28;26;2021;1155
26;26;2021;91
24;26;2021;115
38;26;2021;298
40;26;2021;266
1;27;2021;32100
2;27;2021;55231
4;27;2021;17674
3;27;2021;8903
6;27;2021;40919
5;27;2021;8344
9;27;2021;1481
10;27;2021;2009
8;27;2021;1041
12;27;2021;795
14;27;2021;137
13;27;2021;247
18;27;2021;29
21;27;2021;51
28;27;2021;1729
26;27;2021;85
24;27;2021;176
38;27;2021;428
40;27;2021;1006
1;28;2021;36649
2;28;2021;55621
4;28;2021;18571
3;28;2021;12987
6;28;2021;23973
5;28;2021;5046
9;28;2021;1545
10;28;2021;2310
8;28;2021;1555
12;28;2021;598
14;28;2021;108
13;28;2021;87
18;28;2021;23
21;28;2021;26
28;28;2021;1698
26;28;2021;83
24;28;2021;134
38;28;2021;590
40;28;2021;347
1;29;2021;36586
2;29;2021;48858
4;29;2021;14052
3;29;2021;11000
6;29;2021;17553
5;29;2021;3672
9;29;2021;1145
10;29;2021;2405
8;29;2021;1535
12;29;2021;433
14;29;2021;100
13;29;2021;87
18;29;2021;16
21;29;2021;20
28;29;2021;1418
26;29;2021;79
24;29;2021;90
38;29;2021;231
40;29;2021;225
1;30;2021;39969
2;30;2021;48301
4;30;2021;16720
3;30;2021;11002
6;30;2021;22091
5;30;2021;4301
9;30;2021;1388
10;30;2021;1881
8;30;2021;1620
12;30;2021;691
14;30;2021;107
13;30;2021;118
18;30;2021;17
21;30;2021;28
28;30;2021;1485
26;30;2021;80
24;30;2021;119
38;30;2021;373
40;30;2021;378
1;31;2021;60733
2;31;2021;55461
4;31;2021;21101
3;31;2021;9235
6;31;2021;22515
5;31;2021;3969
9;31;2021;1521
10;31;2021;1592
8;31;2021;723
12;31;2021;423
14;31;2021;74
13;31;2021;97
18;31;2021;17
21;31;2021;22
28;31;2021;1070
26;31;2021;90
24;31;2021;132
38;31;2021;291
40;31;2021;243
1;32;2021;62837
2;32;2021;40212
4;32;2021;19747
3;32;2021;12772
6;32;2021;18093
5;32;2021;3549
9;32;2021;1093
10;32;2021;1579
8;32;2021;792
12;32;2021;474
14;32;2021;67
13;32;2021;80
18;32;2021;12
21;32;2021;17
28;32;2021;1088
26;32;2021;92
24;32;2021;104
38;32;2021;268
40;32;2021;323
1;33;2021;36915
2;33;2021;48196
4;33;2021;17628
3;33;2021;10372
6;33;2021;21139
5;33;2021;3920
9;33;2021;1294
10;33;2021;1774
8;33;2021;1322
12;33;2021;465
14;33;2021;98
13;33;2021;113
18;33;2021;21
21;33;2021;12
28;33;2021;1722
26;33;2021;78
24;33;2021;118
38;33;2021;395
40;33;2021;228
1;34;2021;36183
2;34;2021;49430
4;34;2021;15653
3;34;2021;11329
6;34;2021;24183
5;34;2021;5253
9;34;2021;1134
10;34;2021;1986
8;34;2021;1494
12;34;2021;443
14;34;2021;112
13;34;2021;105
18;34;2021;34
21;34;2021;27
28;34;2021;1661
26;34;2021;103
24;34;2021;131
38;34;2021;440
40;34;2021;343
1;35;2021;31119
2;35;2021;43196
4;35;2021;12526
3;35;2021;9945
6;35;2021;16857
5;35;2021;3536
9;35;2021;1057
10;35;2021;1754
8;35;2021;1433
12;35;2021;444
14;35;2021;90
13;35;2021;107
18;35;2021;14
21;35;2021;17
28;35;2021;1192
26;35;2021;74
24;35;2021;94
38;35;2021;180
40;35;2021;341
1;36;2021;39850
2;36;2021;46765
4;36;2021;20426
3;36;2021;11671
6;36;2021;26777
5;36;2021;4682
9;36;2021;1193
10;36;2021;2360
8;36;2021;2404
12;36;2021;568
14;36;2021;113
13;36;2021;141
18;36;2021;23
21;36;2021;23
28;36;2021;2452
26;36;2021;95
24;36;2021;130
38;36;2021;433
40;36;2021;347
1;37;2021;29032
2;37;2021;41262
4;37;2021;13241
3;37;2021;9145
6;37;2021;30585
5;37;2021;6328
9;37;2021;1489
10;37;2021;1681
8;37;2021;1161
12;37;2021;453
14;37;2021;91
13;37;2021;147
18;37;2021;25
21;37;2021;65
28;37;2021;2399
26;37;2021;94
24;37;2021;119
38;37;2021;189
40;37;2021;368
1;38;2021;42864
2;38;2021;48352
4;38;2021;16653
3;38;2021;10069
6;38;2021;22160
5;38;2021;3870
9;38;2021;1090
10;38;2021;1397
8;38;2021;824
12;38;2021;403
14;38;2021;85
13;38;2021;88
18;38;2021;12
21;38;2021;31
28;38;2021;1760
26;38;2021;65
24;38;2021;89
38;38;2021;300
40;38;2021;207
1;39;2021;34462
2;39;2021;44919
4;39;2021;14627
3;39;2021;6903
6;39;2021;34546
5;39;2021;6224
9;39;2021;1341
10;39;2021;1284
8;39;2021;543
12;39;2021;437
14;39;2021;76
13;39;2021;125
18;39;2021;11
21;39;2021;52
28;39;2021;1482
26;39;2021;79
24;39;2021;153
38;39;2021;598
40;39;2021;543
1;40;2021;33968
2;40;2021;49553
4;40;2021;14213
3;40;2021;12434
6;40;2021;19968
5;40;2021;3842
9;40;2021;1211
10;40;2021;2078
8;40;2021;1335
12;40;2021;552
14;40;2021;97
13;40;2021;72
18;40;2021;16
21;40;2021;21
28;40;2021;1457
26;40;2021;79
24;40;2021;108
38;40;2021;352
40;40;2021;250
1;41;2021;23410
2;41;2021;39511
4;41;2021;13282
3;41;2021;7677
6;41;2021;30360
5;41;2021;5768
9;41;2021;1161
10;41;2021;1400
8;41;2021;691
12;41;2021;681
14;41;2021;121
13;41;2021;103
18;41;2021;55
21;41;2021;63
28;41;2021;1192
26;41;2021;72
24;41;2021;180
38;41;2021;1073
40;41;2021;674
1;42;2021;22537
2;42;2021;40116
4;42;2021;13288
3;42;2021;6753
6;42;2021;41976
5;42;2021;8831
9;42;2021;1705
10;42;2021;1479
8;42;2021;698
12;42;2021;769
14;42;2021;189
13;42;2021;122
18;42;2021;70
21;42;2021;89
28;42;2021;1440
26;42;2021;109
24;42;2021;199
38;42;2021;1070
40;42;2021;931
1;43;2021;44529
2;43;2021;55464
4;43;2021;19550
3;43;2021;13295
6;43;2021;26219
5;43;2021;4504
9;43;2021;1355
10;43;2021;2637
8;43;2021;1077
12;43;2021;692
14;43;2021;95
13;43;2021;113
18;43;2021;36
21;43;2021;33
28;43;2021;1564
26;43;2021;72
24;43;2021;141
38;43;2021;802
40;43;2021;328
1;44;2021;40993
2;44;2021;48332
4;44;2021;17990
3;44;2021;14423
6;44;2021;21882
5;44;2021;4680
9;44;2021;1454
10;44;2021;2169
8;44;2021;1578
12;44;2021;566
14;44;2021;124
13;44;2021;128
18;44;2021;16
21;44;2021;34
28;44;2021;1592
26;44;2021;75
24;44;2021;99
38;44;2021;225
40;44;2021;266
1;45;2021;37839
2;45;2021;58846
4;45;2021;16238
3;45;2021;16048
6;45;2021;21960
5;45;2021;4147
9;45;2021;1429
10;45;2021;2256
8;45;2021;1627
12;45;2021;642
14;45;2021;113
13;45;2021;184
18;45;2021;28
21;45;2021;32
28;45;2021;1942
26;45;2021;121
24;45;2021;133
38;45;2021;582
40;45;2021;415
1;46;2021;29809
2;46;2021;48438
4;46;2021;13624
3;46;2021;11590
6;46;2021;17274
5;46;2021;3734
9;46;2021;963
10;46;2021;1845
8;46;2021;1122
12;46;2021;463
14;46;2021;95
13;46;2021;72
18;46;2021;10
21;46;2021;23
28;46;2021;1546
26;46;2021;79
24;46;2021;113
38;46;2021;416
40;46;2021;211
1;47;2021;40612
2;47;2021;62024
4;47;2021;18320
3;47;2021;13850
6;47;2021;29201
5;47;2021;4994
9;47;2021;1432
10;47;2021;2535
8;47;2021;1672
12;47;2021;867
14;47;2021;125
13;47;2021;113
18;47;2021;35
21;47;2021;36
28;47;2021;1650
26;47;2021;86
24;47;2021;158
38;47;2021;752
40;47;2021;421
1;48;2021;36504
2;48;2021;55439
4;48;2021;15397
3;48;2021;12161
6;48;2021;26565
5;48;2021;5308
9;48;2021;1432
10;48;2021;2030
8;48;2021;1054
12;48;2021;793
14;48;2021;125
13;48;2021;143
18;48;2021;32
21;48;2021;37
28;48;2021;1628
26;48;2021;115
24;48;2021;99
38;48;2021;416
40;48;2021;309
1;49;2021;33453
2;49;2021;53411
4;49;2021;13463
3;49;2021;14415
6;49;2021;18105
5;49;2021;4478
9;49;2021;1274
10;49;2021;2156
8;49;2021;1317
12;49;2021;598
14;49;2021;100
13;49;2021;86
18;49;2021;23
21;49;2021;19
28;49;2021;1362
26;49;2021;86
24;49;2021;94
38;49;2021;743
40;49;2021;260
1;50;2021;25929
2;50;2021;42377
4;50;2021;14046
3;50;2021;8238
6;50;2021;33401
5;50;2021;6355
9;50;2021;1652
10;50;2021;1567
8;50;2021;844
12;50;2021;785
14;50;2021;280
13;50;2021;180
18;50;2021;52
21;50;2021;33
28;50;2021;1444
26;50;2021;81
24;50;2021;189
38;50;2021;675
40;50;2021;1012
1;51;2021;31827
2;51;2021;45414
4;51;2021;13073
3;51;2021;12241
6;51;2021;15481
5;51;2021;3496
9;51;2021;1192
10;51;2021;1749
8;51;2021;1128
12;51;2021;529
14;51;2021;85
13;51;2021;204
18;51;2021;26
21;51;2021;32
28;51;2021;1520
26;51;2021;106
24;51;2021;118
38;51;2021;381
40;51;2021;362
1;52;2021;33614
2;52;2021;53876
4;52;2021;14239
3;52;2021;11819
6;52;2021;17118
5;52;2021;4251
9;52;2021;1184
10;52;2021;1840
8;52;2021;1228
12;52;2021;439
14;52;2021;97
13;52;2021;84
18;52;2021;23
21;52;2021;21
28;52;2021;1505
26;52;2021;67
24;52;2021;118
38;52;2021;325
40;52;2021;249
1;53;2021;34588
2;53;2021;51180
4;53;2021;15638
3;53;2021;9785
6;53;2021;32448
5;53;2021;8132
9;53;2021;1625
10;53;2021;1713
8;53;2021;1259
12;53;2021;569
14;53;2021;125
13;53;2021;136
18;53;2021;46
21;53;2021;73
28;53;2021;1570
26;53;2021;111
24;53;2021;164
38;53;2021;379
40;53;2021;512
2;54;2021;53425
1;54;2021;32375
5;54;2021;15739
6;54;2021;44414
3;54;2021;9835
4;54;2021;18396
9;54;2021;1977
8;54;2021;1473
14;54;2021;246
20;54;2021;181
18;54;2021;84
28;54;2021;2008
13;54;2021;212
24;54;2021;325
10;54;2021;2145
38;54;2021;1455
40;54;2021;843
2;55;2021;49799
1;55;2021;24124
5;55;2021;9613
6;55;2021;24013
3;55;2021;12740
4;55;2021;12085
9;55;2021;1932
8;55;2021;1438
14;55;2021;269
20;55;2021;205
18;55;2021;76
28;55;2021;1453
13;55;2021;195
24;55;2021;264
10;55;2021;2372
38;55;2021;1559
40;55;2021;479
12;55;2021;0
1;56;2021;19414
3;56;2021;23221
2;56;2021;41163
5;56;2021;9754
4;56;2021;9070
6;56;2021;7677
10;56;2021;2557
9;56;2021;1373
8;56;2021;3060
21;56;2021;74
13;56;2021;111
18;56;2021;86
28;56;2021;1580
24;56;2021;112
12;56;2021;479
38;56;2021;151
39;56;2021;459
40;56;2021;194
1;57;2021;19818
3;57;2021;25748
2;57;2021;40543
5;57;2021;11617
4;57;2021;10422
6;57;2021;9095
10;57;2021;2830
9;57;2021;1517
8;57;2021;3131
21;57;2021;179
13;57;2021;233
18;57;2021;60
28;57;2021;1911
24;57;2021;131
12;57;2021;516
38;57;2021;241
39;57;2021;576
40;57;2021;196
1;58;2021;33377
3;58;2021;30793
2;58;2021;55193
5;58;2021;12665
4;58;2021;19802
6;58;2021;20663
10;58;2021;6154
9;58;2021;2360
8;58;2021;5142
21;58;2021;145
13;58;2021;373
18;58;2021;77
28;58;2021;2732
24;58;2021;244
12;58;2021;1076
38;58;2021;472
39;58;2021;761
40;58;2021;504
1;59;2021;26254
3;59;2021;31820
2;59;2021;48712
5;59;2021;18004
4;59;2021;14939
6;59;2021;13954
10;59;2021;5360
9;59;2021;2393
8;59;2021;6101
21;59;2021;371
13;59;2021;345
18;59;2021;78
28;59;2021;2865
24;59;2021;232
12;59;2021;695
38;59;2021;378
39;59;2021;1021
40;59;2021;500
1;60;2021;22274
3;60;2021;23845
2;60;2021;48423
5;60;2021;12019
4;60;2021;11934
6;60;2021;12211
10;60;2021;3599
9;60;2021;1716
8;60;2021;3853
21;60;2021;167
13;60;2021;270
18;60;2021;82
28;60;2021;2173
24;60;2021;184
12;60;2021;626
38;60;2021;290
39;60;2021;1035
40;60;2021;419
1;61;2021;26287
3;61;2021;18658
2;61;2021;50965
5;61;2021;19110
4;61;2021;20210
6;61;2021;35865
10;61;2021;4562
9;61;2021;2795
8;61;2021;3115
21;61;2021;271
13;61;2021;575
18;61;2021;79
28;61;2021;2977
24;61;2021;368
12;61;2021;705
38;61;2021;469
39;61;2021;613
40;61;2021;1022
1;62;2021;31299
3;62;2021;34411
2;62;2021;54650
5;62;2021;14955
4;62;2021;18893
6;62;2021;16156
10;62;2021;6073
9;62;2021;2080
8;62;2021;5883
21;62;2021;291
13;62;2021;330
18;62;2021;100
28;62;2021;2743
24;62;2021;248
12;62;2021;919
38;62;2021;614
39;62;2021;991
40;62;2021;544
44;62;2021;0
1;63;2021;19890
3;63;2021;28338
2;63;2021;41414
5;63;2021;13436
4;63;2021;12439
6;63;2021;9992
10;63;2021;3608
9;63;2021;1989
8;63;2021;3749
21;63;2021;170
13;63;2021;347
18;63;2021;156
28;63;2021;2420
24;63;2021;158
12;63;2021;495
38;63;2021;306
39;63;2021;736
40;63;2021;373
1;64;2021;17502
3;64;2021;30729
2;64;2021;36098
5;64;2021;9670
4;64;2021;13603
6;64;2021;6939
10;64;2021;2516
9;64;2021;1593
8;64;2021;2818
21;64;2021;218
13;64;2021;123
18;64;2021;69
28;64;2021;2212
24;64;2021;128
12;64;2021;392
38;64;2021;276
39;64;2021;899
40;64;2021;347
1;65;2021;17776
3;65;2021;29849
2;65;2021;33412
5;65;2021;8532
4;65;2021;11114
6;65;2021;4920
10;65;2021;2564
9;65;2021;1383
8;65;2021;3657
21;65;2021;92
13;65;2021;128
18;65;2021;55
28;65;2021;1449
24;65;2021;87
12;65;2021;437
38;65;2021;156
39;65;2021;2022
40;65;2021;194
1;66;2021;22567
3;66;2021;20629
5;66;2021;10381
2;66;2021;29537
4;66;2021;9396
6;66;2021;5834
17;66;2021;818
8;66;2021;3286
9;66;2021;725
25;66;2021;510
18;66;2021;75
28;66;2021;1985
26;66;2021;91
13;66;2021;58
24;66;2021;99
10;66;2021;1100
12;66;2021;308
40;66;2021;140
1;67;2021;32720
3;67;2021;29604
5;67;2021;12426
2;67;2021;39043
4;67;2021;13589
6;67;2021;7267
17;67;2021;1909
8;67;2021;2737
9;67;2021;1130
25;67;2021;831
18;67;2021;118
28;67;2021;2182
26;67;2021;176
13;67;2021;74
24;67;2021;136
10;67;2021;1966
12;67;2021;454
40;67;2021;229
1;68;2021;30508
3;68;2021;24790
5;68;2021;12700
2;68;2021;37330
4;68;2021;12532
6;68;2021;7495
17;68;2021;1480
8;68;2021;2840
9;68;2021;934
25;68;2021;758
18;68;2021;91
28;68;2021;2621
26;68;2021;119
13;68;2021;78
24;68;2021;129
10;68;2021;1736
12;68;2021;435
40;68;2021;178
1;69;2021;28700
3;69;2021;23446
5;69;2021;16449
2;69;2021;41022
4;69;2021;14673
6;69;2021;16352
17;69;2021;3135
8;69;2021;2060
9;69;2021;1737
25;69;2021;1898
18;69;2021;173
28;69;2021;2021
26;69;2021;209
13;69;2021;192
24;69;2021;282
10;69;2021;1464
12;69;2021;654
40;69;2021;578
1;70;2021;26740
3;70;2021;21630
5;70;2021;9635
2;70;2021;29843
4;70;2021;10402
6;70;2021;6531
17;70;2021;1001
8;70;2021;2543
9;70;2021;876
25;70;2021;587
18;70;2021;85
28;70;2021;1654
26;70;2021;100
13;70;2021;53
24;70;2021;102
10;70;2021;1275
12;70;2021;423
40;70;2021;149
1;71;2021;29823
3;71;2021;31003
5;71;2021;14249
2;71;2021;33055
4;71;2021;12705
6;71;2021;5470
17;71;2021;1437
8;71;2021;2902
9;71;2021;905
25;71;2021;868
18;71;2021;94
28;71;2021;1793
26;71;2021;133
13;71;2021;56
24;71;2021;138
10;71;2021;1922
12;71;2021;370
40;71;2021;149
1;72;2021;26282
3;72;2021;21914
5;72;2021;17180
2;72;2021;34686
4;72;2021;15150
6;72;2021;19915
17;72;2021;1455
8;72;2021;2349
9;72;2021;1611
25;72;2021;697
18;72;2021;199
28;72;2021;1988
26;72;2021;185
13;72;2021;197
24;72;2021;283
10;72;2021;1830
12;72;2021;678
40;72;2021;371
1;73;2021;26535
3;73;2021;31000
5;73;2021;10630
2;73;2021;28460
4;73;2021;12785
6;73;2021;5002
17;73;2021;1184
8;73;2021;1629
9;73;2021;1006
25;73;2021;761
18;73;2021;99
28;73;2021;2647
26;73;2021;156
13;73;2021;83
24;73;2021;121
10;73;2021;1507
12;73;2021;404
40;73;2021;158
1;74;2021;28411
3;74;2021;31476
5;74;2021;11680
2;74;2021;32109
4;74;2021;12792
6;74;2021;4835
17;74;2021;1253
8;74;2021;2163
9;74;2021;839
25;74;2021;701
18;74;2021;108
28;74;2021;2322
26;74;2021;133
13;74;2021;55
24;74;2021;125
10;74;2021;1683
12;74;2021;341
40;74;2021;145
1;75;2021;16526
5;75;2021;19610
2;75;2021;28881
6;75;2021;42486
3;75;2021;7810
4;75;2021;11040
9;75;2021;2271
10;75;2021;2473
12;75;2021;579
22;75;2021;811
8;75;2021;746
13;75;2021;203
26;75;2021;245
14;75;2021;111
21;75;2021;196
18;75;2021;88
23;75;2021;36
27;75;2021;42
24;75;2021;333
38;75;2021;2746
40;75;2021;1216
28;75;2021;0
1;76;2021;22455
5;76;2021;19157
2;76;2021;20245
6;76;2021;34836
3;76;2021;19426
4;76;2021;4932
9;76;2021;2947
10;76;2021;3866
12;76;2021;622
22;76;2021;1355
8;76;2021;1087
13;76;2021;241
26;76;2021;263
14;76;2021;93
21;76;2021;330
18;76;2021;50
23;76;2021;44
27;76;2021;46
24;76;2021;260
38;76;2021;533
40;76;2021;983
1;77;2021;29580
5;77;2021;5067
2;77;2021;25740
6;77;2021;17477
3;77;2021;12731
4;77;2021;10331
9;77;2021;1329
10;77;2021;3276
12;77;2021;348
22;77;2021;1817
8;77;2021;1569
13;77;2021;146
26;77;2021;105
14;77;2021;78
21;77;2021;58
18;77;2021;22
23;77;2021;21
27;77;2021;22
24;77;2021;179
38;77;2021;1216
40;77;2021;445
28;77;2021;0
1;78;2021;26158
5;78;2021;6074
2;78;2021;32853
6;78;2021;17193
3;78;2021;12780
4;78;2021;11798
9;78;2021;1882
10;78;2021;4228
12;78;2021;480
22;78;2021;1569
8;78;2021;1077
13;78;2021;232
26;78;2021;168
