vorname;nachname;geburtsjahr;Partei;wahlkreis_id;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Lisett;Stuppy;1988;GRÜNE;-1;Rheinland-Pfalz;7;;;;;2017
Erich Walter;Sturm;1961;PIRATEN;-1;Bremen;1;;;;;2017
Wolfgang;Sturm;1942;FREIE WÄHLER;192;-1;-1;;;;;2017
Dominik;Stürmer;1989;NPD;270;Baden-Württemberg;1;;;;;2017
Heinrich;Stürtz;1949;DIE LINKE;277;-1;-1;;;;;2017
Mario-Frank Constantin;Stussig;1952;FDP;-1;Hamburg;7;;;;;2017
Katja Rita;Suding;1975;FDP;19;Hamburg;1;;;;;2017
Wilhelm Heinrich Friedrich;Sudmann;1960;NPD;-1;Niedersachsen;8;;;;;2017
Helge;Sulfrian;1965;SPD;-1;Nordrhein-Westfalen;82;;;;;2017
Andreas;Sulzbacher;1975;FDP;250;Bayern;36;;;;;2017
Sonja;Suntrup;1967;GRÜNE;-1;Mecklenburg-Vorpommern;5;;;;;2017
Johannes;Supe;1989;DKP;-1;Berlin;3;;;;;2017
Adem;Susam;1981;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;3;;;;;2017
Jacqueline;Süßdorf;1966;NPD;-1;Saarland;4;;;;;2017
Arno;Süssig;1957;FREIE WÄHLER;-1;Mecklenburg-Vorpommern;9;;;;;2017
Gerald;Swoboda;1968;BGE;-1;Sachsen-Anhalt;4;;;;;2017
Andrea;Swoboda;1968;GRÜNE;125;-1;-1;;;;;2017
Susan;Sziborra-Seidlitz;1977;GRÜNE;68;-1;-1;;;;;2017
Philipp;Tacer;1983;SPD;106;Nordrhein-Westfalen;46;;;;;2017
Ulrike;Täck;1968;GRÜNE;8;Schleswig-Holstein;7;;;;;2017
Kerstin;Tack;1968;SPD;41;Niedersachsen;22;;;;;2017
Kirsten;Dr. Tackmann;1960;DIE LINKE;56;Brandenburg;1;;;;;2017
Mathias;Täge;1980;PIRATEN;60;-1;-1;;;;;2017
Thomas Gerhard Alexander;Talsky;1990;DKP;-1;Bayern;3;;;;;2017
Florian;Tambarlin;1991;BP;-1;Bayern;29;;;;;2017
Susanne;Tank;1960;V-Partei³;-1;Hamburg;6;;;;;2017
Hakan;Ta_;1966;DIE LINKE;77;Berlin;6;;;;;2017
Alexander;Tassis;1970;AfD;-1;Bremen;3;;;;;2017
Jessica;Tatti;1981;DIE LINKE;289;Baden-Württemberg;5;;;;;2017
Taro Atanas;Tatura;1992;Die PARTEI;-1;Hamburg;10;;;;;2017
Peter Michael;Dr. Tauber;1974;CDU;175;Hessen;4;;;;;2017
Kerstin;Täubner-Benicke;1967;GRÜNE;224;Bayern;30;;;;;2017
Claudia;Tausend;1964;SPD;218;Bayern;12;;;;;2017
Sönke;Tautorus;1996;Die PARTEI;-1;Sachsen;13;;;;;2017
Katja;Tavernaro;1977;FDP;154;Sachsen;8;;;;;2017
Mohamad;Tawil;1953;MLPD;75;Berlin;5;;;;;2017
Henry Ben;Taylor;1994;V-Partei³;-1;Hessen;3;;;;;2017
Hermann-Josef;Dr. Tebroke;1964;CDU;100;Nordrhein-Westfalen;43;;;;;2017
Martina;Tegtmeier;1958;SPD;12;Mecklenburg-Vorpommern;3;;;;;2017
Ines;Tegtmeier;1970;FDP;234;Bayern;50;;;;;2017
Thomas;Tegtow;1981;Die PARTEI;-1;Berlin;74;;;;;2017
Ivo Tilo;Teichmann;1967;AfD;-1;Sachsen;15;;;;;2017
Elise;Teitz;1977;Die PARTEI;-1;Nordrhein-Westfalen;18;;;;;2017
Frank;Tempel;1969;DIE LINKE;194;Thüringen;4;;;;;2017
Marion;Terhalle;1968;FDP;25;Niedersachsen;19;;;;;2017
Adelheid Maria Irmgard;Terpoorten;1966;GRÜNE;-1;Bayern;28;;;;;2017
Ilhami;Terzi;1969;DiB;-1;Berlin;10;;;;;2017
Isabelle;Tesche;1988;V-Partei³;-1;Sachsen;2;;;;;2017
Clemens;Teschendorf;1974;SPD;1;Schleswig-Holstein;8;;;;;2017
Ramona;Teske;1969;V-Partei³;-1;Thüringen;9;;;;;2017
Robert;Teske;1990;AfD;-1;Bremen;2;;;;;2017
Manfred;Tessin;1939;ÖDP;-1;Berlin;1;;;;;2017
Karsten Uwe;Teubner;1965;AfD;164;-1;-1;;;;;2017
Linda;Teuteberg;1981;FDP;61;Brandenburg;1;;;;;2017
Holger Jürgen Ulrich;Teuteberg;1964;AfD;32;-1;-1;;;;;2017
Ulrike Annemarie;von Thadden;1961;GRÜNE;71;-1;-1;;;;;2017
Philipp;Thalmann;1988;CDU;-1;Niedersachsen;57;;;;;2017
Hendrik;Thalmann;1985;Die PARTEI;-1;Nordrhein-Westfalen;19;;;;;2017
Alexander;Thamm;1974;DiB;-1;Bayern;4;;;;;2017
Agnes;Thanbichler;1948;ÖDP;225;-1;-1;;;;;2017
Heinz Franz Paul;Thannheiser;1938;BP;224;Bayern;30;;;;;2017
Hendrik;Theemann;1969;FDP;26;Niedersachsen;25;;;;;2017
Claudia;Theis;1966;FREIE WÄHLER;27;Niedersachsen;1;;;;;2017
Susanne;Thelen;1990;CDU;-1;Rheinland-Pfalz;30;;;;;2017
Michael;Theurer;1967;FDP;271;Baden-Württemberg;1;;;;;2017
Michael;Thews;1964;SPD;145;Nordrhein-Westfalen;61;;;;;2017
Steffen;Thiel;1976;NPD;73;Sachsen-Anhalt;4;;;;;2017
Theresa;Thiel;1994;Die PARTEI;-1;Berlin;6;;;;;2017
Barbara Regina;Thiel;1955;CDU;-1;Niedersachsen;34;;;;;2017
Simone;Thiel;1978;CDU;-1;Rheinland-Pfalz;37;;;;;2017
Thomas;Thiel;1973;AfD;251;-1;-1;;;;;2017
Thomas;Dr. Thiele;1957;FDP;39;Niedersachsen;18;;;;;2017
Christian;Thiele;1973;DM;-1;Niedersachsen;5;;;;;2017
Jürgen;Thielemann;1956;DM;-1;Thüringen;2;;;;;2017
Stefan;Thien;1962;AfD;268;-1;-1;;;;;2017
Delphine;Thiermann;1991;AfD;21;Hamburg;6;;;;;2017
Hans-Jürgen;Thies;1955;CDU;146;Nordrhein-Westfalen;49;;;;;2017
Holger;Thiesen;1954;BGE;-1;Schleswig-Holstein;3;;;;;2017
Karin;Dr. Thissen;1960;SPD;3;Schleswig-Holstein;6;;;;;2017
Christa;Thoben;1941;CDU;-1;Nordrhein-Westfalen;82;;;;;2017
Nicolas;Thoma;1982;FDP;248;Bayern;34;;;;;2017
Stephan;Thomae;1968;FDP;256;Bayern;7;;;;;2017
Christian;Thomsen;1968;FREIE WÄHLER;-1;Hamburg;3;;;;;2017
Ines;Thönnißen;1967;BGE;-1;Schleswig-Holstein;4;;;;;2017
Björn;Thoroe;1984;DIE LINKE;3;-1;-1;;;;;2017
Alexander;Throm;1968;CDU;267;-1;-1;;;;;2017
Jonathan;Thron;1986;BüSo;80;Berlin;7;;;;;2017
Johannes;Thum;1958;ÖDP;254;-1;-1;;;;;2017
Verena;Thümmel;1974;Bündnis C;239;-1;-1;;;;;2017
Tobias Michael Karl;Thylmann;1955;MLPD;144;-1;-1;;;;;2017
Johanna;Tiarks;1982;DIE LINKE;258;Baden-Württemberg;11;;;;;2017
Christian;Tichatschke;1990;FDP;-1;Bayern;53;;;;;2017
Rolf;Tickert;1955;MLPD;296;Saarland;1;;;;;2017
Dietlind;Dr. Tiemann;1955;CDU;60;Brandenburg;3;;;;;2017
Ruth;Tietz;1959;DIE LINKE;144;-1;-1;;;;;2017
Diana;Tietze;1969;DIE LINKE;65;Brandenburg;9;;;;;2017
Alexander;Tietz-Latza;1981;GRÜNE;88;Nordrhein-Westfalen;28;;;;;2017
Antje;Tillmann;1964;CDU;193;Thüringen;2;;;;;2017
Dierk;Timm;1967;SPD;91;Nordrhein-Westfalen;44;;;;;2017
Tassilo;Timm;1986;MLPD;72;Sachsen-Anhalt;1;;;;;2017
Astrid;Timmermann-Fechter;1963;CDU;118;Nordrhein-Westfalen;25;;;;;2017
Klaus Jürgen;Tischendorf;1962;DIE LINKE;164;-1;-1;;;;;2017
Manfred;Todtenhausen;1950;FDP;102;Nordrhein-Westfalen;16;;;;;2017
Ertan;Toker;1978;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;5;;;;;2017
Shivam-Ortwin;Tokhi;1991;Die PARTEI;-1;Berlin;12;;;;;2017
Güldane;Tokyürek;1973;DIE LINKE;95;-1;-1;;;;;2017
Stefan;Tolksdorf;1979;BüSo;84;Berlin;2;;;;;2017
Hans;Tolzin;1958;DM;-1;Baden-Württemberg;1;;;;;2017
Florian;Dr. Toncar;1979;FDP;260;Baden-Württemberg;5;;;;;2017
Manuela;Tönhardt;1952;NPD;86;-1;-1;;;;;2017
Andreas;Tönjes;1969;Die PARTEI;26;Niedersachsen;21;;;;;2017
Markus;Töns;1964;SPD;123;Nordrhein-Westfalen;48;;;;;2017
Marcel Rene;Tönsmann;1989;V-Partei³;-1;Bayern;7;;;;;2017
Nikolaos;Topp;1979;Die PARTEI;-1;Berlin;47;;;;;2017
Nevin;Toy-Unkel;1969;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;4;;;;;2017
Carsten Dietmar;Träger;1973;SPD;243;Bayern;19;;;;;2017
Samuel;Trapp;1988;Die PARTEI;-1;Bayern;19;;;;;2017
Ingo;Trapphagen;1969;Die PARTEI;94;Nordrhein-Westfalen;11;;;;;2017
Eike Kathleen;Trede;1982;ÖDP;-1;Schleswig-Holstein;2;;;;;2017
Christian;Treder;1993;Die PARTEI;-1;Baden-Württemberg;25;;;;;2017
Christina;Treffler;1980;ÖDP;213;Bayern;10;;;;;2017
Martin;Trefzer;1969;AfD;84;-1;-1;;;;;2017
Edmund Helmut;Treib;1957;V-Partei³;-1;Niedersachsen;1;;;;;2017
Tim;Treiber;1992;Tierschutzpartei;-1;Baden-Württemberg;13;;;;;2017
Arno;Treiber;1964;AfD;243;-1;-1;;;;;2017
Rolf-Andreas;Trendelenburg;1952;MLPD;-1;Berlin;10;;;;;2017
Anatoli;Trenkenschu;1974;AfD;-1;Niedersachsen;12;;;;;2017
Katrin;Treppschuh;1962;CDU;-1;Sachsen-Anhalt;10;;;;;2017
Ute;Treptow;1954;Die PARTEI;-1;Bremen;1;;;;;2017
Markus Stefan;Tressel;1977;GRÜNE;297;Saarland;1;;;;;2017
Marc-Friedrich;Trester;1971;CDU;-1;Schleswig-Holstein;18;;;;;2017
Daniel;Tretter;1982;Die PARTEI;-1;Berlin;65;;;;;2017
Ilona;Trinkert;1962;DM;-1;Hessen;5;;;;;2017
Alexander Wilhelm;Trinkmann;1983;CSU;-1;Bayern;60;;;;;2017
Jürgen;Trittin;1954;GRÜNE;53;Niedersachsen;2;;;;;2017
Axel;Dr. Troost;1954;DIE LINKE;154;Sachsen;6;;;;;2017
Michael;Tropp;1960;EB: Tropp;138;-1;-1;;;;;2017
Martin;Truckenbrodt;1971;ÖDP;196;Thüringen;2;;;;;2017
David;Trunz;1986;DIE LINKE;282;-1;-1;;;;;2017
Ronald;Trzoska;1978;BGE;-1;Bayern;2;;;;;2017
Georg Friedrich Alexander;Tschammer-Osten;1967;EB: Tschammer-Osten;15;-1;-1;;;;;2017
Hansjörg;Tschan;1966;EB: Tschan;215;-1;-1;;;;;2017
Sergej;Tschernow;1973;AfD;-1;Niedersachsen;11;;;;;2017
Benjamin Sebastian;Tschesnok;1984;CDU;-1;Hessen;26;;;;;2017
Cengiz;Tuncer;1970;DIE LINKE;253;-1;-1;;;;;2017
Olaf;Tünker;1966;AfD;135;-1;-1;;;;;2017
Mahmut;Türker;1967;FDP;-1;Bayern;29;;;;;2017
Markus;Tutsch;1968;GRÜNE;240;Bayern;29;;;;;2017
Hendrik;Tzschaschel;1964;FDP;278;Baden-Württemberg;31;;;;;2017
Behiye;Uca;1971;DIE LINKE;-1;Niedersachsen;7;;;;;2017
Steffen;Ueckert;1967;DM;-1;Berlin;5;;;;;2017
Dirk;Uehlein;1968;ÖDP;-1;Baden-Württemberg;25;;;;;2017
Johanna;Uekermann;1987;SPD;231;Bayern;26;;;;;2017
Markus Alexander;Uhl;1979;CDU;299;Saarland;4;;;;;2017
Peter;Uhrmeister;1968;Bündnis C;281;-1;-1;;;;;2017
Tobias Dieter;Ulbrich;1971;EB: Ulbrich;70;-1;-1;;;;;2017
Sascha;Ulbrich;1972;AfD;96;-1;-1;;;;;2017
Peter;Uldahl;1963;GRÜNE;212;Bayern;49;;;;;2017
Fritz;Ullmann;1979;MLPD;102;Nordrhein-Westfalen;4;;;;;2017
Andrew;Prof. Dr. Ullmann;1963;FDP;251;Bayern;12;;;;;2017
Gerald;Ullrich;1962;FDP;196;Thüringen;2;;;;;2017
Volker Michael;Dr. Ullrich;1975;CSU;252;Bayern;25;;;;;2017
Hans-Herbert;Ullrich;1958;DIE LINKE;41;-1;-1;;;;;2017
Robert;Ulmer;1957;BGE;-1;Berlin;3;;;;;2017
Alexander;Ulrich;1971;DIE LINKE;209;Rheinland-Pfalz;1;;;;;2017
Sven;Ulrich;1994;V-Partei³;-1;Hessen;5;;;;;2017
Claudia;Ulrich;1980;GRÜNE;4;-1;-1;;;;;2017
Bernd;Ulrich;1950;AfD;105;-1;-1;;;;;2017
Gerald;Unger;1946;DIE LINKE;207;-1;-1;;;;;2017
Helmut;Unger;1945;FREIE WÄHLER;3;-1;-1;;;;;2017
Gabriele;Ungers;1955;DIE LINKE;296;Saarland;7;;;;;2017
Dajana;Unverzagt;1972;PIRATEN;-1;Hessen;20;;;;;2017
Annika Anita;Urbanski;1994;SPD;-1;Hamburg;11;;;;;2017
Erich Horst;Utz;1959;DIE LINKE;212;Bayern;18;;;;;2017
Thomas;Utz;1989;SPD;266;Baden-Württemberg;38;;;;;2017
Arnold;Vaatz;1955;CDU;160;Sachsen;2;;;;;2017
Antonius Maria Franziskus;von Vacano;1962;MLPD;-1;Bayern;16;;;;;2017
Gaby;Vallentin;1970;MLPD;-1;Sachsen;2;;;;;2017
Andreas Wolfgang;Vallentin;1961;MLPD;-1;Sachsen;4;;;;;2017
Christoph;Vandreier;1981;SGP;81;Berlin;1;;;;;2017
Monika;Vaupel;1959;SPD;-1;Hessen;28;;;;;2017
Tamina Janine;Veit;1957;DIE LINKE;172;-1;-1;;;;;2017
Oswin;Veith;1961;CDU;177;Hessen;14;;;;;2017
Valentin;Veithen;1946;DIE LINKE;90;-1;-1;;;;;2017
Joachim;Venekens;1968;V-Partei³;-1;Rheinland-Pfalz;7;;;;;2017
Christopher;Vent;1990;Die PARTEI;-1;Rheinland-Pfalz;10;;;;;2017
Siegfried;Verdonk;1961;EB: Verdonk;198;-1;-1;;;;;2017
Julia Maria Kornelia;Dr. Verlinden;1979;GRÜNE;37;Niedersachsen;1;;;;;2017
Christian;Vey;1977;PIRATEN;41;-1;-1;;;;;2017
Marcus;Viefeld;1975;FDP;152;Sachsen;10;;;;;2017
Kerstin;Vieregge;1976;CDU;135;Nordrhein-Westfalen;18;;;;;2017
Gisela Renate;Vierrath;1951;DKP;64;-1;-1;;;;;2017
Thomas;Viesehon;1973;CDU;167;Hessen;13;;;;;2017
Michael;Vietz;1968;CDU;46;Niedersachsen;19;;;;;2017
Horia Eduard;Vintila;1982;V-Partei³;-1;Bayern;22;;;;;2017
Regina Helga;Vischer;1957;GRÜNE;-1;Hessen;23;;;;;2017
Norbert;Vitz;1953;V-Partei³;-1;Nordrhein-Westfalen;3;;;;;2017
Andreas Carlos Amilcare;Vivarelli;1967;PIRATEN;-1;Nordrhein-Westfalen;12;;;;;2017
Huu Loi;Vo;1984;FDP;-1;Bayern;24;;;;;2017
Josef;Voege;1957;FREIE WÄHLER;181;Hessen;15;;;;;2017
Johannes;Vogel;1982;FDP;149;Nordrhein-Westfalen;5;;;;;2017
Paul Thomas;Vogel;1991;Die PARTEI;162;Sachsen;4;;;;;2017
Volkmar;Vogel;1959;CDU;194;Thüringen;3;;;;;2017
Bernd Dieter;Vogel-Armbruster;1963;DKP;-1;Niedersachsen;11;;;;;2017
Dominik;Vogelgesang;1975;Die PARTEI;-1;Saarland;4;;;;;2017
Kathrin;Vogler;1963;DIE LINKE;128;Nordrhein-Westfalen;7;;;;;2017
Karl Edmund;Vogt;1944;ÖDP;189;Thüringen;1;;;;;2017
Oliver;Dr. Vogt;1977;CDU;134;Nordrhein-Westfalen;41;;;;;2017
Ute;Vogt;1964;SPD;258;Baden-Württemberg;9;;;;;2017
Markus;Vogt;1985;Die PARTEI;-1;Baden-Württemberg;16;;;;;2017
Antje Bernhardine;Vogt;1981;NPD;-1;Thüringen;3;;;;;2017
Thomas;Vogt;1991;Die PARTEI;-1;Nordrhein-Westfalen;24;;;;;2017
Arend;Vogtländer;1972;PIRATEN;-1;Bremen;2;;;;;2017
Eric;Vohn;1987;FDP;60;Brandenburg;3;;;;;2017
Anna;Vöhringer;1995;MLPD;-1;Nordrhein-Westfalen;3;;;;;2017
Gregor;Voht;1990;FREIE WÄHLER;10;Schleswig-Holstein;1;;;;;2017
Ingo;Voht;1963;FREIE WÄHLER;11;-1;-1;;;;;2017
Christoph;Voigt;1988;Die PARTEI;-1;Berlin;4;;;;;2017
Udo;Voigt;1952;NPD;84;-1;-1;;;;;2017
Karl;Voigt;1948;DKP;63;-1;-1;;;;;2017
Thomas Alexander;Völk;1998;Die PARTEI;-1;Rheinland-Pfalz;8;;;;;2017
Marie;Völkering;1997;Die PARTEI;129;Nordrhein-Westfalen;3;;;;;2017
Thomas;Vollbracht;1964;FAMILIE;9;-1;-1;;;;;2017
Marja-Liisa;Völlers;1984;SPD;40;Niedersachsen;14;;;;;2017
Jonas;Vollmer;1976;BGE;-1;Baden-Württemberg;14;;;;;2017
Brigitte;Vollmer;1966;EB: Vollmer;19;-1;-1;;;;;2017
Sven;Volmering;1976;CDU;125;Nordrhein-Westfalen;21;;;;;2017
Stefan;Volpert;1963;ÖDP;-1;Nordrhein-Westfalen;8;;;;;2017
Thomas;Völter;1948;MLPD;-1;Baden-Württemberg;24;;;;;2017
Tobias;Volz;1968;SPD;287;Baden-Württemberg;32;;;;;2017
Dirk;Vöpel;1971;SPD;117;Nordrhein-Westfalen;62;;;;;2017
Friedrich Richard;Vosberg;1968;FDP;153;Sachsen;13;;;;;2017
Patrick;Voss;1998;GRÜNE;117;Nordrhein-Westfalen;26;;;;;2017
Florian;Voß;1986;V-Partei³;-1;Thüringen;10;;;;;2017
Laura;Voß;1995;V-Partei³;-1;Nordrhein-Westfalen;17;;;;;2017
Barbara Renate;Voß;1943;MLPD;-1;Mecklenburg-Vorpommern;6;;;;;2017
Birte;Voß;1978;MLPD;-1;Brandenburg;6;;;;;2017
Christel;Voßbeck-Kayser;1961;CDU;150;Nordrhein-Westfalen;33;;;;;2017
Kathleen;Vowe;1951;MLPD;-1;Nordrhein-Westfalen;30;;;;;2017
Christoph Bernhard;de Vries;1974;CDU;18;Hamburg;3;;;;;2017
Kees;de Vries;1955;CDU;71;Sachsen-Anhalt;2;;;;;2017
Jürgen;Dr. Wächter;1962;GRÜNE;131;Nordrhein-Westfalen;37;;;;;2017
David;Wade;1993;SPD;-1;Hessen;37;;;;;2017
Johann David;Dr. Wadephul;1963;CDU;4;Schleswig-Holstein;1;;;;;2017
Niklas;Wagener;1998;GRÜNE;247;Bayern;18;;;;;2017
Robin;Wagener;1980;GRÜNE;136;Nordrhein-Westfalen;18;;;;;2017
Sahra;Dr. Wagenknecht;1969;DIE LINKE;107;Nordrhein-Westfalen;1;;;;;2017
Alexander;Wagner;1987;SPD;8;Schleswig-Holstein;7;;;;;2017
Daniela;Wagner;1957;GRÜNE;186;Hessen;1;;;;;2017
Matthias;Dr. Wagner;1969;GRÜNE;161;Sachsen;8;;;;;2017
Andreas;Wagner;1972;DIE LINKE;223;Bayern;6;;;;;2017
Dietmar Werner;Wagner;1952;AfD;22;Hamburg;3;;;;;2017
Doris;Wagner;1963;GRÜNE;217;Bayern;13;;;;;2017
Klaus Jürgen;Dr. Wagner;1961;FDP;89;Nordrhein-Westfalen;41;;;;;2017
Gerhard;Wagner;1947;BGE;-1;Hessen;2;;;;;2017
Michael;Wagner;1968;DM;-1;Baden-Württemberg;2;;;;;2017
Tim;Wagner;1981;FDP;-1;Thüringen;15;;;;;2017
Uwe Ulrich;Wagner;1959;MLPD;-1;Hamburg;1;;;;;2017
Sonja;Wagner;1968;PIRATEN;-1;Hessen;24;;;;;2017
Thomas David;Wagner;1981;PIRATEN;-1;Bayern;13;;;;;2017
Clara Charlotte;Wagner;1998;V-Partei³;-1;Thüringen;13;;;;;2017
Johanna;Wagner;1958;V-Partei³;-1;Thüringen;12;;;;;2017
Klaus Johann;Wagner;1965;ÖDP;-1;Mecklenburg-Vorpommern;3;;;;;2017
Katharina Elisabeth;Wagner;1994;CDU;-1;Hessen;44;;;;;2017
Hans Jürgen;Wagner;1962;BP;-1;Bayern;7;;;;;2017
Josef;Wagner;1968;ÖDP;-1;Baden-Württemberg;11;;;;;2017
Matthias;Wagner;1969;MLPD;-1;Baden-Württemberg;16;;;;;2017
Arfst;Wagner;1954;GRÜNE;2;-1;-1;;;;;2017
Willi Karl;Wagner;1951;AfD;172;-1;-1;;;;;2017
Jasmin;Wahl-Schwentker;1967;FDP;132;Nordrhein-Westfalen;29;;;;;2017
Daniela;Waiß;1982;SPD;-1;Brandenburg;31;;;;;2017
Christoph Werner Johannes;Waitz;1960;FDP;151;-1;-1;;;;;2017
Christian;Walbe;1967;FREIE WÄHLER;22;Hamburg;2;;;;;2017
Judith;Walbe;1967;FREIE WÄHLER;-1;Hamburg;4;;;;;2017
Krzysztof Rafal;Walczak;1994;AfD;-1;Hamburg;5;;;;;2017
Rolf-Udo;Walczak;1948;BGE;-1;Bremen;1;;;;;2017
Dirk;Waldhauer;1964;Die PARTEI;193;-1;-1;;;;;2017
Eva-Kristin Isabelle Maria;Dr. Waldhelm;1981;CDU;-1;Niedersachsen;39;;;;;2017
Patrick Thomas;Waldraff;1987;CDU;-1;Saarland;14;;;;;2017
Maria;Walendy;1993;BGE;-1;Thüringen;2;;;;;2017
Maren Katrina;Walkenhorst;1993;V-Partei³;-1;Bremen;3;;;;;2017
Nicolas;Wallhäußer;1982;FDP;186;Hessen;19;;;;;2017
Christian Georg;Wallner;1971;DM;-1;Bayern;10;;;;;2017
Markus Christian;Walloschek;1971;PIRATEN;-1;Thüringen;2;;;;;2017
Maja Scarlett;Wallstein;1986;SPD;-1;Brandenburg;7;;;;;2017
Gabriele Anna;Dr. Waltenstein;1947;MLPD;-1;Brandenburg;1;;;;;2017
Markus;Walter;1975;NPD;210;Rheinland-Pfalz;2;;;;;2017
Peter;Walter;1954;GRÜNE;109;Nordrhein-Westfalen;30;;;;;2017
Hannes;Walter;1984;SPD;65;Brandenburg;12;;;;;2017
Lisa;Walter;1986;FDP;264;Baden-Württemberg;18;;;;;2017
Helmut;Walter;1952;NPD;-1;Hamburg;5;;;;;2017
Svenja Elsbeth;Walter;1976;Tierschutzpartei;-1;Hamburg;2;;;;;2017
Darius;Walter;1992;DiB;-1;Nordrhein-Westfalen;11;;;;;2017
Sebastian Rudolf;Walter;1989;GRÜNE;164;-1;-1;;;;;2017
Gottfried Otto;Walter;1949;AfD;249;-1;-1;;;;;2017
Bruno;Walter;1961;DIE VIOLETTEN;241;-1;-1;;;;;2017
Annette Hannelore;Walter-Kilian;1964;FREIE WÄHLER;-1;Bayern;33;;;;;2017
Beate;Walter-Rosenheimer;1964;GRÜNE;215;Bayern;5;;;;;2017
Britta;Walthelm;1980;GRÜNE;244;Bayern;22;;;;;2017
André;Walther;1988;DIE LINKE;12;Mecklenburg-Vorpommern;6;;;;;2017
Lisa Gerta;Walther;1989;V-Partei³;194;Thüringen;1;;;;;2017
Stefan Hans;Walther;1958;MLPD;-1;Hessen;5;;;;;2017
Peter;Walther;1949;Die PARTEI;-1;Niedersachsen;30;;;;;2017
Sigrid;Walther;1981;V-Partei³;-1;Thüringen;8;;;;;2017
Volker Lutz;Walther;1960;V-Partei³;-1;Thüringen;7;;;;;2017
Elisabeth;Walther;1958;DIE VIOLETTEN;118;-1;-1;;;;;2017
Fabian;Walz;1991;Die PARTEI;-1;Baden-Württemberg;24;;;;;2017
Dennis;Wamhoff;1981;AfD;-1;Schleswig-Holstein;5;;;;;2017
Bianka Martina;Wandersleb;1959;DIE LINKE;-1;Thüringen;11;;;;;2017
Marco;Wanderwitz;1975;CDU;163;-1;-1;;;;;2017
Martin;Wandrey;1993;GRÜNE;56;Brandenburg;6;;;;;2017
Sandra;Wandt;1976;SPD;-1;Mecklenburg-Vorpommern;9;;;;;2017
Rolf-Rüdiger;Wandtke;1947;AfD;-1;Niedersachsen;9;;;;;2017
Karl-Heinz Helmut;Wange;1946;CDU;-1;Nordrhein-Westfalen;57;;;;;2017
Elisabeth;Wannenmacher;1956;MLPD;114;-1;-1;;;;;2017
Konrad;Wanner;1956;DIE LINKE;267;-1;-1;;;;;2017
Nina;Warken;1979;CDU;-1;Baden-Württemberg;4;;;;;2017
Uwe;Warnecke;1963;GRÜNE;107;Nordrhein-Westfalen;39;;;;;2017
Rüdiger;Warnecke;1959;GRÜNE;91;Nordrhein-Westfalen;31;;;;;2017
Henrik;Wärner;1992;CDU;-1;Niedersachsen;56;;;;;2017
Carsten;Warnke;1977;Die PARTEI;239;-1;-1;;;;;2017
Christiane;Wayand;1982;GRÜNE;201;-1;-1;;;;;2017
Michael;Weber;1959;CDU;132;Nordrhein-Westfalen;34;;;;;2017
Jürgen Alexander;Weber;1961;FDP;139;Nordrhein-Westfalen;48;;;;;2017
Gabi;Weber;1955;SPD;204;Rheinland-Pfalz;7;;;;;2017
Fabian Maximilian;Weber;1985;CSU;-1;Bayern;58;;;;;2017
Michael Heinz Wolfgang;Dr. Weber;1969;PIRATEN;-1;Hessen;6;;;;;2017
Irene Maria;Weber;1966;SPD;-1;Rheinland-Pfalz;30;;;;;2017
Patrick;Weber;1983;NPD;-1;Thüringen;2;;;;;2017
Jürgen;Weber;1959;BGE;-1;Brandenburg;3;;;;;2017
Greta;Weber;1997;Die PARTEI;-1;Sachsen;11;;;;;2017
Andreas;Weber;1979;CDU;-1;Niedersachsen;55;;;;;2017
Robert;Weber;1955;DKP;-1;Hessen;14;;;;;2017
Franz;Weber;1946;ÖDP;-1;Baden-Württemberg;16;;;;;2017
Joana;Weber;1989;Tierschutzpartei;-1;Berlin;2;;;;;2017
Ferdinand Ludwig;Weber;1964;AfD;210;-1;-1;;;;;2017
Christina-Elisabeth;Dr. von Wedelstaedt;1965;CDU;-1;Schleswig-Holstein;20;;;;;2017
Sandra;Weeser;1969;FDP;197;Rheinland-Pfalz;2;;;;;2017
Stephan;Wefelscheid;1978;FREIE WÄHLER;203;Rheinland-Pfalz;22;;;;;2017
Jochen;Wege;1971;Die PARTEI;-1;Hessen;18;;;;;2017
Laura;Wegener;1994;Tierschutzpartei;-1;Sachsen;3;;;;;2017
Benno;Wegener;1962;V-Partei³;-1;Niedersachsen;8;;;;;2017
Bernd Willi;Wegner;1957;CDU;296;Saarland;3;;;;;2017
Kai;Wegner;1972;CDU;78;Berlin;2;;;;;2017
Peter;Wegner;1948;DKP;-1;Berlin;6;;;;;2017
Roland;Wegner;1975;V-Partei³;-1;Bayern;1;;;;;2017
Rahel;Wehemeyer-Blum;1984;ÖDP;-1;Sachsen;2;;;;;2017
Nico;Wehnemann;1983;Die PARTEI;182;Hessen;3;;;;;2017
Alice;Weidel;1979;AfD;293;Baden-Württemberg;1;;;;;2017
Ingo;Weidelt;1979;EB: Weidelt;65;-1;-1;;;;;2017
Yannik Bo;Weidemann;1993;Die PARTEI;-1;Bremen;6;;;;;2017
Heidelind;Weidemann;1941;ÖDP;-1;Rheinland-Pfalz;12;;;;;2017
