Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Rüdiger;Kruse;1961;CDU;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Mitglied des Deutschen Bundestages;2021
Niels;Annen;1973;SPD;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Staatsminister im Auswärtigen Amt;2021
Till Benjamin;Steffen;1973;GRÜNE;Hamburg-Eimsbüttel;-1;-1;Dr.;;Hamburg;Rechtsanwalt;2021
Zaklin Jadwiga;Nastić;1980;DIE LINKE;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;MdB, Angehörigenpflegerin;2021
Carolin Rebecca;Hümpel;1964;FDP;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Unternehmensberaterin;2021
Marc Frederic;Cremer-Thursby;1962;AfD;Hamburg-Eimsbüttel;-1;-1;Dr.;;Hamburg;Lehrer, Kunsthistoriker;2021
Martin;Sommer;1972;Die PARTEI;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Versicherungsmakler;2021
Alexander Bruno Wilhelm;Feltz;1997;FREIE WÄHLER;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Angestellter;2021
Hannes;Lincke;1980;ÖDP;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Chemiker im Vertrieb;2021
Uwe Ulrich;Wagner;1959;MLPD;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;CNC-Fräser;2021
Inke;Meyer;1981;dieBasis;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Schiffsführerin;2021
Sören Alexander;Horn;1987;Volt;Hamburg-Eimsbüttel;-1;-1;;;Hamburg;Gastronom;2021
Christoph Johannes;Ploß;1985;CDU;Hamburg-Nord;-1;-1;Dr.;;Hamburg;Historiker;2021
Dorothee Katja Julia;Martin;1978;SPD;Hamburg-Nord;-1;-1;;;Hamburg;selbst. Kommunikationsberaterin;2021
Katharina Barbara Maria;Beck;1982;GRÜNE;Hamburg-Nord;-1;-1;;;Hamburg;Unternehmensberaterin für Nachhaltigkeit;2021
Deniz;Celik;1978;DIE LINKE;Hamburg-Nord;-1;-1;;;Hamburg;Politikwissenschaftler;2021
Robert;Bläsing;1982;FDP;Hamburg-Nord;-1;-1;;;Hamburg;Verwaltungsbeamter;2021
Benjamin;Mennerich;1981;AfD;Hamburg-Nord;-1;-1;;;Hamburg;wiss. Mitarbeiter;2021
Almut;Becker;1970;FREIE WÄHLER;Hamburg-Nord;-1;-1;;;Hamburg;Kauffrau Tourismus und Freizeit;2021
Ingo;Stawitz;1950;NPD;Hamburg-Nord;-1;-1;;;Uetersen;Rentner;2021
Susanne Doris;Bader;1956;MLPD;Hamburg-Nord;-1;-1;;;Hamburg;Erzieherin;2021
Jörn;Böttcher;1963;dieBasis;Hamburg-Nord;-1;-1;;;Hamburg;Steuerberater;2021
Steffan;Nethe;1981;LKR;Hamburg-Nord;-1;-1;;;Hamburg;Sozialversicherungsfachangestellter;2021
Franziska Christina Brigitte;Hoppermann;1982;CDU;Hamburg-Wandsbek;-1;-1;;;Hamburg;ltd. Regierungsdirektorin;2021
Saliha Aydan;Özoğuz;1967;SPD;Hamburg-Wandsbek;-1;-1;;;Hamburg;MdB, Staatsministerin a. D.;2021
Daniel Alexander;Grimm;1978;GRÜNE;Hamburg-Wandsbek;-1;-1;;;Hamburg;Senior Copywriter (Werbetexter);2021
Johan;Graßhoff;1988;DIE LINKE;Hamburg-Wandsbek;-1;-1;;;Hamburg;Straßensozialarbeiter für obdachlose Menschen;2021
Wieland Albert Wilhelm;Schinnenburg;1958;FDP;Hamburg-Wandsbek;-1;-1;Dr.;;Hamburg;Zahnarzt, Rechtsanwalt;2021
Dietmar Werner;Wagner;1952;AfD;Hamburg-Wandsbek;-1;-1;;;Hamburg;Schulleiter i. R.;2021
Matthias;Deutsch;1965;ÖDP;Hamburg-Wandsbek;-1;-1;;;Hamburg;Informatiker;2021
Helmut;Saß;1958;NPD;Hamburg-Wandsbek;-1;-1;;;Hamburg;Rentner;2021
Renate Inge-Marie;Dohrn;1954;MLPD;Hamburg-Wandsbek;-1;-1;;;Hamburg;Rentnerin;2021
Michael Erwin;Stein;1960;dieBasis;Hamburg-Wandsbek;-1;-1;;;Hamburg;Objektmanager;2021
Arthur;Kaiser;1982;PIRATEN;Hamburg-Wandsbek;-1;-1;;;Hamburg;Informatiker;2021
Luca Alexandra;Beitz;1997;Volt;Hamburg-Wandsbek;-1;-1;;;Hamburg;Studentin;2021
Uwe Günther;Schneider;1975;CDU;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;kaufm. Angestellter;2021
Metin;Hakverdi;1969;SPD;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Volljurist;2021
Manuel Ferdinand Theodor;Sarrazin;1982;GRÜNE;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Historiker;2021
Stephan Rüdiger;Jersch;1963;DIE LINKE;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Systemanalytiker;2021
Sonja Julia;Jacobsen;1972;FDP;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;TV-Journalistin;2021
Olga;Petersen;1982;AfD;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Arzthelferin, OP-Assistenz;2021
Thomas;Lindner;1974;FREIE WÄHLER;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Angestellter;2021
Manuela;Körlin;1979;ÖDP;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Dozentin, Coach;2021
Manfred Wilhelm;Dammann;1959;NPD;Hamburg-Bergedorf – Harburg;-1;-1;;;Wohnste;Tischlermeister;2021
Narziss;Nianur;1964;MLPD;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;techn. Angestellte;2021
Katja;Schäfer;1969;dieBasis;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Kauffrau;2021
Jan-Martin;Thoden;1975;Volt;Hamburg-Bergedorf – Harburg;-1;-1;;;Hamburg;Energieelektroniker Anlagentechnik;2021
Joachim Lübbo;Kleen;1974;CDU;Aurich – Emden;-1;-1;Dr.;;Großheide;Tierarzt;2021
Johann;Saathoff;1967;SPD;Aurich – Emden;-1;-1;;;Krummhörn;Mitglied des Deutschen Bundestages;2021
Sarah;Buss;1981;FDP;Aurich – Emden;-1;-1;;;Aurich;Richterin am Amtsgericht;2021
Stefan;Maas;1962;GRÜNE;Aurich – Emden;-1;-1;;;Norden;Arzt;2021
Friedrich-Bernd;Albers;1969;DIE LINKE;Aurich – Emden;-1;-1;;;Emden;Industrieelektroniker;2021
Diedrich;Kleen;1972;Tierschutzpartei;Aurich – Emden;-1;-1;;;Wiesmoor;Sachbearbeiter;2021
Detlev;Krüger;1970;FREIE WÄHLER;Aurich – Emden;-1;-1;;;Südbrookmerland;selbst. Werbetechniker;2021
David Janus;Frerichs;2002;dieBasis;Aurich – Emden;-1;-1;;;Aurich;Schüler;2021
Anton Heinrich;Lenz;1954;EB: Lenz;Aurich – Emden;-1;-1;;;Gelsenkirchen;Arzt;2021
Gitta;Connemann;1964;CDU;Unterems;-1;-1;;;Hesel;MdB, Volljuristin;2021
Anja;Troff-Schaffarzyk;1969;SPD;Unterems;-1;-1;;;Uplengen;Dipl.-Pädagogin;2021
Ferhat;Asi;1992;FDP;Unterems;-1;-1;;;Papenburg;Student öffentl. Management;2021
Holger Uwe;Kühnlenz;1961;AfD;Unterems;-1;-1;;;Nordhorn;Fachkraft Arbeitssicherheit;2021
Julian Nils Christoph;Pahlke;1991;GRÜNE;Unterems;-1;-1;;;Gehrden;Referent;2021
Kai-Uwe;Jesiek;1965;DIE LINKE;Unterems;-1;-1;;;Jemgum;Rentner;2021
Rafael;Gil Brand;1959;dieBasis;Unterems;-1;-1;;;Weener;Dipl.-Psychologe;2021
Siegfried Gert;Balzer;1951;EB: Balzer;Unterems;-1;-1;;;Hamburg;Physiker i. R.;2021
Anne;Janssen;1982;CDU;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Wittmund;Lehrerin;2021
Siemtje Victoria Regine Ilse Santjer;Möller;1983;SPD;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Varel;Lehrerin;2021
Hendrik;Theemann;1969;FDP;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Jever;Soldat;2021
Franz Josef Joachim;Wundrak;1955;AfD;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Wölpinghausen;Beamter i. R.;2021
Sina Maria;Beckmann;1981;GRÜNE;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Jever;Unternehmerin;2021
Hans-Henning;Adler;1949;DIE LINKE;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Oldenburg (Oldenburg);Rechtsanwalt;2021
Andreas;Tönjes;1969;Die PARTEI;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Wilhelmshaven;Politiker;2021
Andreas Georg Alexander;Lang;1957;FREIE WÄHLER;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Wilhelmshaven;Facharzt Innere Medizin;2021
Carsten;Zimmer;1977;MLPD;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Gelsenkirchen;Verlagsleiter;2021
Andrea Gisela;Henning;1965;dieBasis;Friesland – Wilhelmshaven – Wittmund;-1;-1;;;Zetel;Fotografin;2021
Stephan Theodor Johannes;Albani;1968;CDU;Oldenburg – Ammerland;-1;-1;;;Bad Zwischenahn;Dipl.-Physiker;2021
Dennis;Rohde;1986;SPD;Oldenburg – Ammerland;-1;-1;;;Wiefelstede;MdB, Rechtsanwalt;2021
Daniel Stephan;Rüdel;1992;FDP;Oldenburg – Ammerland;-1;-1;;;Oldenburg (Oldenburg);Pilot;2021
Andreas;Paul;1978;AfD;Oldenburg – Ammerland;-1;-1;;;Oldenburg (Oldenburg);Offizier;2021
Patrizia Susanne;Menge;1960;GRÜNE;Oldenburg – Ammerland;-1;-1;;;Oldenburg (Oldenburg);MdL, Studienrätin;2021
Amira;Mohamed Ali;1980;DIE LINKE;Oldenburg – Ammerland;-1;-1;;;Oldenburg (Oldenburg);Rechtsanwältin;2021
Nicole;Striess;1972;FREIE WÄHLER;Oldenburg – Ammerland;-1;-1;;;Wilhelmshaven;Lehrerin;2021
Holger Klaus Friedel;Lubitz;1971;PIRATEN;Oldenburg – Ammerland;-1;-1;;;Oldenburg (Oldenburg);Dipl.-Informatiker;2021
Michael;Krüger;1967;ÖDP;Oldenburg – Ammerland;-1;-1;;;Emmendingen;wiss. Angestellter;2021
Johanna Friederike;Jensen;1988;MLPD;Oldenburg – Ammerland;-1;-1;;;Gelsenkirchen;Zerspanmechanikerin;2021
Werner Georg;Berends;1970;dieBasis;Oldenburg – Ammerland;-1;-1;;;Friedeburg;Stahlbauschlosser;2021
Jens;Ahrends;1960;LKR;Oldenburg – Ammerland;-1;-1;;;Edewecht;Versicherungsmakler;2021
Philipp Josef Erich;Albrecht;1995;CDU;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Ganderkesee;Volkswirt;2021
Susanne;Mittag;1958;SPD;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Delmenhorst;Polizeibeamtin;2021
Christian;Dürr;1977;FDP;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Ganderkesee;MdB, Dipl.-Ökonom;2021
Adam Jan;Golkontt;1984;AfD;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Hannover;wiss. Mitarbeiter;2021
Christina-Johanne;Schröder;1983;GRÜNE;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Berne;polit. Referentin;2021
Christian;Suhr;1980;DIE LINKE;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Hude (Oldb);selbst. Grafikdesigner;2021
Kevin;Laukenings;1997;Die PARTEI;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Delmenhorst;Student der Rechtswissenschaften;2021
Dieter;Holsten;1950;FREIE WÄHLER;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Hude (Oldb);Rentner;2021
Frank-Rüdiger;Halt;1948;dieBasis;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Nordenham;Dipl.-Physiker, Gymnasiallehrer;2021
Thomas Michael;Rappers;1962;LKR;Delmenhorst – Wesermarsch – Oldenburg-Land;-1;-1;;;Prinzhöfte;selbst. Geschäftsführer;2021
Enak Matthias;Ferlemann;1963;CDU;Cuxhaven – Stade II;-1;-1;;;Cuxhaven;parl. Staatssekretär;2021
Daniel Dominik;Schneider;1976;SPD;Cuxhaven – Stade II;-1;-1;;;Otterndorf;Kulturveranstalter;2021
Günter Ernst;Wichert;1966;FDP;Cuxhaven – Stade II;-1;-1;;;Cuxhaven;Kaufmann;2021
Hans Olaf;Kappelt;1953;AfD;Cuxhaven – Stade II;-1;-1;Dr.;;Berlin;wiss. Mitarbeiter;2021
Peer Stefan;Wenzel;1962;GRÜNE;Cuxhaven – Stade II;-1;-1;;;Gleichen;MdL, Agraringenieur;2021
Dietmar Gerhard;Buttler;1953;DIE LINKE;Cuxhaven – Stade II;-1;-1;;;Hagen im Bremischen;Rentner;2021
Dirk;Sieling;1967;Die PARTEI;Cuxhaven – Stade II;-1;-1;;;Cuxhaven;Elektriker;2021
Susanne Sabine Cornelia;Berghoff;1956;Tierschutzpartei;Cuxhaven – Stade II;-1;-1;;;Geestland;Rentnerin;2021
Claudia;Theis;1966;FREIE WÄHLER;Cuxhaven – Stade II;-1;-1;;;Hagen im Bremischen;Pressesprecherin;2021
Peter Jens;Geest;1957;dieBasis;Cuxhaven – Stade II;-1;-1;;von der;Hemmoor;Unternehmensberater;2021
Oliver Klaus;Grundmann;1971;CDU;Stade I – Rotenburg II;-1;-1;;;Stade;MdB, Rechtsanwalt;2021
Kai;Köser;1978;SPD;Stade I – Rotenburg II;-1;-1;;;Stade;Hotel- und Restaurantfachmann;2021
Steven;Hermeling;1997;FDP;Stade I – Rotenburg II;-1;-1;;;Kutenholz;Sport- und Fitnesskaufmann;2021
Marie-Thérèse;Kaiser;1996;AfD;Stade I – Rotenburg II;-1;-1;;;Sottrum;Sekretärin;2021
Claas Fiete;Goldenstein;1993;GRÜNE;Stade I – Rotenburg II;-1;-1;;;Stade;Philosophie Wirtschaft und Umwelt (M. A.);2021
Klemens;Kowalski;1979;DIE LINKE;Stade I – Rotenburg II;-1;-1;;;Buxtehude;Bundesbeamter;2021
Richard Bodo;Klaus;1965;PIRATEN;Stade I – Rotenburg II;-1;-1;;;Stade;IT-Unternehmer;2021
Kai;Bartos;1975;dieBasis;Stade I – Rotenburg II;-1;-1;;;Stade;techn. Angestellter;2021
Albert;Stegemann;1976;CDU;Mittelems;-1;-1;;;Ringe;MdB, Landwirtschaftsmeister;2021
Daniela Friederike;Ridder;1962;SPD;Mittelems;-1;-1;Dr.;De;Schüttorf;Mitglied des Deutschen Bundestages;2021
Jens;Beeck;1969;FDP;Mittelems;-1;-1;;;Lingen (Ems);Rechtsanwalt;2021
Danny;Meiners;1979;AfD;Mittelems;-1;-1;;;Geeste;Metallbaumeister;2021
Everhard;Hüsemann;1960;GRÜNE;Mittelems;-1;-1;;;Nordhorn;Landwirt;2021
Helmuth;Hoffmann;1985;DIE LINKE;Mittelems;-1;-1;;;Schüttorf;Logistikmeister;2021
Mario;Kehl;1972;dieBasis;Mittelems;-1;-1;;;Löningen;Mitarbeiter der Produktion;2021
Silvia Maria;Breher;1973;CDU;Cloppenburg – Vechta;-1;-1;;;Lindern (Oldenburg);MdB, Volljuristin;2021
Alexander;Bartz;1984;SPD;Cloppenburg – Vechta;-1;-1;;;Vechta;Betriebswirt;2021
Carolin;Abeln;1992;FDP;Cloppenburg – Vechta;-1;-1;;;Cappeln (Oldenburg);Angestellte;2021
Waldemar;Herdt;1962;AfD;Cloppenburg – Vechta;-1;-1;;;Neuenkirchen-Vörden;Mitglied des Deutschen Bundestages;2021
Tanja;Meyer;1973;GRÜNE;Cloppenburg – Vechta;-1;-1;Dr.;;Lohne (Oldenburg);Gleichstellungsbeauftragte Universität;2021
Tom;Dobrowolski;1988;DIE LINKE;Cloppenburg – Vechta;-1;-1;;;Löningen;Angestellter;2021
Melanie;Lorenz;1986;dieBasis;Cloppenburg – Vechta;-1;-1;;;Löningen;Büroangestellte;2021
Axel;Knoerig;1967;CDU;Diepholz – Nienburg I;-1;-1;;;Kirchdorf;Mitglied des Deutschen Bundestages;2021
Peggy;Schierenbeck;1970;SPD;Diepholz – Nienburg I;-1;-1;;;Weyhe;Coach Führung und Verantwortung;2021
Jan Andreas;Hinderks;1977;FDP;Diepholz – Nienburg I;-1;-1;;;Weyhe;Dipl.-Informatiker;2021
Alfons Josef August;Muhle;1957;AfD;Diepholz – Nienburg I;-1;-1;;;Diepholz;Rentner;2021
Sylvia;Holste-Hagen;1961;GRÜNE;Diepholz – Nienburg I;-1;-1;;;Twistringen;Beamtin i. R.;2021
Jürgen;Abelmann;1958;DIE LINKE;Diepholz – Nienburg I;-1;-1;;;Bassum;Kaufmann i. R.;2021
Detlev;Pigors;1961;dieBasis;Diepholz – Nienburg I;-1;-1;;;Weyhe;selbst. Ingenieur;2021
Rüdiger;Gums;1959;EB: Gums;Diepholz – Nienburg I;-1;-1;;;Stuhr;Elektromechaniker;2021
Andreas;Mattfeldt;1969;CDU;Osterholz – Verden;-1;-1;;;Langwedel;MdB, Industriekaufmann;2021
Michael;Harjes;1974;SPD;Osterholz – Verden;-1;-1;;;Ritterhude;Dipl.-Verwaltungsbetriebswirt (FH);2021
Gero Clemens;Hocker;1975;FDP;Osterholz – Verden;-1;-1;Dr.;;Achim;MdB, Bankkaufmann;2021
Lena Maria;Gumnior;1992;GRÜNE;Osterholz – Verden;-1;-1;;;Berlin;Juristin;2021
Mizgin;Ciftci;1992;DIE LINKE;Osterholz – Verden;-1;-1;;;Osterholz-Scharmbeck;Gewerkschaftssekretär;2021
Dominique;Paetz;1985;FREIE WÄHLER;Osterholz – Verden;-1;-1;;;Verden (Aller);Gesundheitsmanager;2021
Anton;Körner;1974;dieBasis;Osterholz – Verden;-1;-1;;;Osterholz-Scharmbeck;Sozialwissenschaftler;2021
Carsten;Büttinghaus;1982;CDU;Rotenburg I – Heidekreis;-1;-1;;;Bispingen;Polizeibeamter;2021
Lars;Klingbeil;1978;SPD;Rotenburg I – Heidekreis;-1;-1;;;Munster;Mitglied des Deutschen Bundestages;2021
Claus Alexander;Künzle;1985;FDP;Rotenburg I – Heidekreis;-1;-1;;;Rotenburg (Wümme);Rechtsanwalt;2021
Volker Hans Markus;Körlin;1960;AfD;Rotenburg I – Heidekreis;-1;-1;;;Burgwedel;Versicherungskaufmann (IHK);2021
Michael;Kopatz;1971;GRÜNE;Rotenburg I – Heidekreis;-1;-1;Dr.;;Osnabrück;Umweltwissenschaftler;2021
Kathrin Susanne;Otte;1961;DIE LINKE;Rotenburg I – Heidekreis;-1;-1;;;Amelinghausen;Personalberaterin;2021
Günter Werner;Scheunemann;1954;FREIE WÄHLER;Rotenburg I – Heidekreis;-1;-1;;;Rotenburg (Wümme);Feuerwehrmann;2021
Michael;Grosse-Brömer;1960;CDU;Harburg;-1;-1;;;Brackel;MdB, Rechtsanwalt;2021
Svenja;Stadler;1976;SPD;Harburg;-1;-1;;;Seevetal;MdB, Senior-PR-Beraterin;2021
Nino;Ruschmeyer;1981;FDP;Harburg;-1;-1;;;Winsen (Luhe);Rechtsanwalt;2021
Henning;Schwieger;1960;AfD;Harburg;-1;-1;;;Salzhausen;Dipl.-Ingenieur (FH);2021
Nadja;Weippert;1982;GRÜNE;Harburg;-1;-1;;;Tostedt;Versicherungskauffrau (IHK);2021
Joachim;Kotteck;1952;DIE LINKE;Harburg;-1;-1;;;Seevetal;Dipl.-Sozialökonom;2021
Mona;Jonas-Tadjik;1981;Tierschutzpartei;Harburg;-1;-1;;;Buchholz in der Nordheide;Managerin Sozial- und Gesundheitswesen;2021
Willy Walter;Klingenberg;1962;FREIE WÄHLER;Harburg;-1;-1;;;Seevetal;Bauingenieur;2021
Christian Holger;Bahr;1971;dieBasis;Harburg;-1;-1;;;Seevetal;kaufm. Leiter;2021
Hans-Christian;Schröder;1962;LKR;Harburg;-1;-1;Dr.;;Handeloh;Physiker;2021
Eckhard;Pols;1962;CDU;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Lüneburg;MdB, Glasermeister;2021
Jakob;Blankenburg;1997;SPD;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Lüneburg;Student;2021
Edzard Aurelius;Schmidt-Jortzig;1969;FDP;Lüchow-Dannenberg – Lüneburg;-1;-1;Dr.;;Lüneburg;Rechtsanwalt;2021
Armin-Paulus;Hampel;1957;AfD;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Wriedel;MdB, Journalist;2021
Julia Maria Kornelia;Verlinden;1979;GRÜNE;Lüchow-Dannenberg – Lüneburg;-1;-1;Dr.;;Lüneburg;Dipl.-Umweltwissenschaftlerin;2021
Thorben;Peters;1987;DIE LINKE;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Lüneburg;Sozialpädagoge;2021
Meike;Hilbeck;1998;Die PARTEI;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Hannover;Auszubildende zur Immobilienkauffrau;2021
Volker;Heinecke;1975;FREIE WÄHLER;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Bad Bevensen;polit. Berater;2021
Sören;Köppen;1975;dieBasis;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Lüneburg;Ökonom;2021
Fronke Christian;Gerken;1960;LKR;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Lüneburg;Biometrieinformatiker;2021
Tristan;Großkopf;1999;EB: Großkopf;Lüchow-Dannenberg – Lüneburg;-1;-1;;;Steinach;Student;2021
André;Berghegger;1972;CDU;Osnabrück-Land;-1;-1;Dr.;;Melle;MdB, Jurist;2021
Anke;Hennig;1964;SPD;Osnabrück-Land;-1;-1;;;Bramsche;qualif. Kindertagespflegeperson;2021
Matthias;Seestern-Pauly;1984;FDP;Osnabrück-Land;-1;-1;;;Bad Iburg;MdB, Gymnasiallehrer;2021
Roland;Lapinskas;1981;AfD;Osnabrück-Land;-1;-1;;;Bissendorf;Angestellter;2021
Filiz;Polat;1978;GRÜNE;Osnabrück-Land;-1;-1;;;Bramsche;MdB, Dipl.-Volkswirtin;2021
Swen;Adams;1976;DIE LINKE;Osnabrück-Land;-1;-1;;;Bad Iburg;Bäckermeister;2021
Josef Heinrich Nikolaus;Vagedes;1952;FREIE WÄHLER;Osnabrück-Land;-1;-1;;;Rieste;Rentner;2021
Jürgen Wilhelm Walter Joachim;Wehlburg;1957;dieBasis;Osnabrück-Land;-1;-1;;;Badbergen;Organisationsprogrammierer;2021
Mathias Wolfgang Antonius;Middelberg;1964;CDU;Stadt Osnabrück;-1;-1;Dr.;;Osnabrück;Rechtsanwalt;2021
Manuel;Gava;1991;SPD;Stadt Osnabrück;-1;-1;;;Osnabrück;Vertriebsleiter;2021
Nemir;Ali;1996;FDP;Stadt Osnabrück;-1;-1;;;Osnabrück;Jurist;2021
Florian Fritz;Meyer;1982;AfD;Stadt Osnabrück;-1;-1;;;Berge;Maschinenbau Mechaniker;2021
Thomas;Klein;1955;GRÜNE;Stadt Osnabrück;-1;-1;;;Osnabrück;Rechtsanwalt;2021
Heidi;Reichinnek;1988;DIE LINKE;Stadt Osnabrück;-1;-1;;;Osnabrück;päd. Mitarbeiterin Jugendhilfe;2021
Joachim Fritz Anton;Bigus;1958;DKP;Stadt Osnabrück;-1;-1;;;Osnabrück;Werkzeugmacher;2021
Maria Anita;Haunhorst;1956;dieBasis;Stadt Osnabrück;-1;-1;;;Georgsmarienhütte;Sozialpädagogin i. R.;2021
Maik;Beermann;1981;CDU;Nienburg II – Schaumburg;-1;-1;;;Steimbke;MdB, Sparkassenbetriebswirt;2021
Marja-Liisa;Völlers;1984;SPD;Nienburg II – Schaumburg;-1;-1;;;Rehburg-Loccum;MdB, Studienrätin;2021
Anton Marcus Hendrikus;Born;1962;FDP;Nienburg II – Schaumburg;-1;-1;;van den;Rehburg-Loccum;Gesundheits- und Krankenpfleger;2021
Thorsten;Althaus;1969;AfD;Nienburg II – Schaumburg;-1;-1;;;Lehrte;Lehrer;2021
Katja;Keul;1969;GRÜNE;Nienburg II – Schaumburg;-1;-1;;;Marklohe;MdB, Rechtsanwältin;2021
Lennart Jan;Dahms;2002;DIE LINKE;Nienburg II – Schaumburg;-1;-1;;;Hagenburg;Schüler;2021
Gabriele;Tautz;1963;Tierschutzpartei;Nienburg II – Schaumburg;-1;-1;;;Rehburg-Loccum;Rechtsanwältin;2021
Sabine;Hartung;1962;FREIE WÄHLER;Nienburg II – Schaumburg;-1;-1;;;Nienburg (Weser);Mediengestalterin;2021
Rainer Kurt;Schippers;1978;dieBasis;Nienburg II – Schaumburg;-1;-1;;;Steimbke;Webdesigner;2021
Heinz Josef;Weich;1951;EB: Weich;Nienburg II – Schaumburg;-1;-1;;;Rinteln;Dipl.-Lehrer;2021
Maximilian Marius;Oppelt;1986;CDU;Stadt Hannover I;-1;-1;;;Hannover;Rechtsanwalt;2021
Adis;Ahmetovic;1993;SPD;Stadt Hannover I;-1;-1;;;Hannover;Angestellter ö. D.;2021
Katharina Johanna;Wieking;1993;FDP;Stadt Hannover I;-1;-1;;;Hannover;Angestellte;2021
Jörn Harald;König;1967;AfD;Stadt Hannover I;-1;-1;;;Hannover;MdB, Dipl.-Ingenieur;2021
Swantje Henrike;Michaelsen;1979;GRÜNE;Stadt Hannover I;-1;-1;;;Hannover;Geschäftsstellenleitung;2021
Hans-Herbert;Ullrich;1958;DIE LINKE;Stadt Hannover I;-1;-1;;;Hannover;Arbeitspädagoge;2021
Jens Manuel;Bolm;1982;Die PARTEI;Stadt Hannover I;-1;-1;;;Hannover;Buchverleger;2021
Corinna;Günther;1965;Tierschutzpartei;Stadt Hannover I;-1;-1;;;Hohnhorst;Immobilienfachwirtin;2021
Ronald;Rüdiger;1981;FREIE WÄHLER;Stadt Hannover I;-1;-1;;;Hannover;Gesamtschullehrer;2021
Reiner;Budnick;1954;PIRATEN;Stadt Hannover I;-1;-1;;;Hannover;Rentner;2021
Iko Paul Jonny;Schneider;1967;ÖDP;Stadt Hannover I;-1;-1;;;Hannover;Bankkaufmann;2021
Anke;Nierstenhöfer;1974;MLPD;Stadt Hannover I;-1;-1;;;Hannover;Krankenschwester;2021
Karl-Heinz;Bader;1954;dieBasis;Stadt Hannover I;-1;-1;;;Hannover;Facharbeiter i. R.;2021
Diana;Rieck-Vogt;1972;CDU;Stadt Hannover II;-1;-1;;;Hannover;Journalistin;2021
Yasmin;Fahimi;1967;SPD;Stadt Hannover II;-1;-1;;;Hannover;Staatssekretärin a. D., Dipl.-Chemikerin;2021
Knut;Gerschau;1961;FDP;Stadt Hannover II;-1;-1;;;Hannover;Geschäftsführer;2021
Reinhard;Hirche;1948;AfD;Stadt Hannover II;-1;-1;;;Hannover;Techniker i. R.;2021
Sven-Christian;Kindler;1985;GRÜNE;Stadt Hannover II;-1;-1;;;Hannover;MdB, Betriebswirt;2021
Parwaneh Tayabeh;Bokah Tamejani;1958;DIE LINKE;Stadt Hannover II;-1;-1;;;Hannover;Sozialwissenschaftlerin;2021
Julian;Klippert;1988;Die PARTEI;Stadt Hannover II;-1;-1;;;Hannover;Geschäftsführer, Politiker;2021
Robert Rouven Christian;Wulff;1991;Tierschutzpartei;Stadt Hannover II;-1;-1;;;Hannover;Webdesigner;2021
