Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;jahr
Wolfgang;Hellmich;1958;SPD;-1;Nordrhein-Westfalen;21;2021
Gülistan;Yüksel;1962;SPD;-1;Nordrhein-Westfalen;22;2021
Karl Wilhelm;Lauterbach;1963;SPD;-1;Nordrhein-Westfalen;23;2021
Sarah;Lahrkamp;1981;SPD;-1;Nordrhein-Westfalen;24;2021
Frank;Schwabe;1970;SPD;-1;Nordrhein-Westfalen;25;2021
Nezahat;Baradari;1965;SPD;-1;Nordrhein-Westfalen;26;2021
Helge Frederik;Lindh;1976;SPD;-1;Nordrhein-Westfalen;27;2021
Zanda;Martens;1984;SPD;-1;Nordrhein-Westfalen;28;2021
Jürgen;Coße;1969;SPD;-1;Nordrhein-Westfalen;29;2021
Ye-One;Rhie;1987;SPD;-1;Nordrhein-Westfalen;30;2021
Inaki Axel;Echeverria;1980;SPD;-1;Nordrhein-Westfalen;31;2021
Luiza;Licina-Bode;1972;SPD;-1;Nordrhein-Westfalen;32;2021
Daniel;Rinkert;1987;SPD;-1;Nordrhein-Westfalen;33;2021
Elvan;Korkmaz-Emre;1985;SPD;-1;Nordrhein-Westfalen;34;2021
Norbert;Spinrath;1957;SPD;-1;Nordrhein-Westfalen;35;2021
Michelle-Jasmin Gabriele;Müntefering;1980;SPD;-1;Nordrhein-Westfalen;36;2021
Bodo;Wißen;1974;SPD;-1;Nordrhein-Westfalen;37;2021
Michaela;Engelmeier;1960;SPD;-1;Nordrhein-Westfalen;38;2021
Johannes;Waldmann;1988;SPD;-1;Nordrhein-Westfalen;39;2021
Sanae;Abdi;1986;SPD;-1;Nordrhein-Westfalen;40;2021
Michael;Gerdes;1960;SPD;-1;Nordrhein-Westfalen;41;2021
Katja;Stoppenbrink;1976;SPD;-1;Nordrhein-Westfalen;42;2021
Ingo;Schäfer;1965;SPD;-1;Nordrhein-Westfalen;43;2021
Marion;Sollbach;1967;SPD;-1;Nordrhein-Westfalen;44;2021
Kastriot;Krasniqi;1992;SPD;-1;Nordrhein-Westfalen;45;2021
Jürgen;Berghahn;1960;SPD;-1;Nordrhein-Westfalen;46;2021
Aaron Luca;Spielmanns;1998;SPD;-1;Nordrhein-Westfalen;47;2021
Michael Eckardt;Thews;1964;SPD;-1;Nordrhein-Westfalen;48;2021
Jan Ulrich;Dieren;1991;SPD;-1;Nordrhein-Westfalen;49;2021
Brian;Nickholz;1989;SPD;-1;Nordrhein-Westfalen;50;2021
Timo;Schisanowski;1981;SPD;-1;Nordrhein-Westfalen;51;2021
Burkhard Karl Erich;Blienert;1966;SPD;-1;Nordrhein-Westfalen;52;2021
Gereon;Wolters;1966;SPD;-1;Nordrhein-Westfalen;53;2021
Axel Helmut;Schäfer;1952;SPD;-1;Nordrhein-Westfalen;54;2021
Christian;Steinacker;1976;SPD;-1;Nordrhein-Westfalen;55;2021
Markus;Töns;1964;SPD;-1;Nordrhein-Westfalen;56;2021
Jens;Peick;1981;SPD;-1;Nordrhein-Westfalen;57;2021
Philipp;Einfalt;1971;SPD;-1;Nordrhein-Westfalen;58;2021
Ulrich;Kros;1970;SPD;-1;Nordrhein-Westfalen;59;2021
Dirk Friedrich;Presch;1959;SPD;-1;Nordrhein-Westfalen;60;2021
Rainer Johannes;Keller;1965;SPD;-1;Nordrhein-Westfalen;61;2021
Sebastian;Fiedler;1973;SPD;-1;Nordrhein-Westfalen;62;2021
Dirk;Vöpel;1971;SPD;-1;Nordrhein-Westfalen;63;2021
Mahmut;Özdemir;1987;SPD;-1;Nordrhein-Westfalen;64;2021
Dirk;Heidenblut;1961;SPD;-1;Nordrhein-Westfalen;65;2021
Jörg Roger;Lorenz;1956;SPD;-1;Nordrhein-Westfalen;66;2021
Joachim;Schmidt;1960;SPD;-1;Nordrhein-Westfalen;67;2021
Frank;Mederlet;1959;SPD;-1;Nordrhein-Westfalen;68;2021
Claus Günther;Homm;1980;SPD;-1;Nordrhein-Westfalen;69;2021
Jörg;Biesterfeld;1964;SPD;-1;Nordrhein-Westfalen;70;2021
Ingo;Stucke;1971;SPD;-1;Nordrhein-Westfalen;71;2021
Karsten;Gerlach;1971;SPD;-1;Nordrhein-Westfalen;72;2021
Carsten;Ganser;1979;SPD;-1;Nordrhein-Westfalen;73;2021
Felix Michael;Höppner;1985;SPD;-1;Nordrhein-Westfalen;74;2021
Florian;Westerwalbesloh;1986;SPD;-1;Nordrhein-Westfalen;75;2021
Michael;Richter;1992;SPD;-1;Nordrhein-Westfalen;76;2021
Florian;Götting;1989;SPD;-1;Nordrhein-Westfalen;77;2021
Tobias;Hetz;1982;SPD;-1;Nordrhein-Westfalen;78;2021
Ulrich;Pock;1961;SPD;-1;Nordrhein-Westfalen;79;2021
Heinz Stefan;Mix;1963;SPD;-1;Nordrhein-Westfalen;80;2021
Helge;Sulfrian;1965;SPD;-1;Nordrhein-Westfalen;81;2021
Johannes Maximilian;Stracke;1981;SPD;-1;Nordrhein-Westfalen;82;2021
Christian Wolfgang;Lindner;1979;FDP;-1;Nordrhein-Westfalen;1;2021
Marie-Agnes;Strack-Zimmermann;1958;FDP;-1;Nordrhein-Westfalen;2;2021
Alexander;Graf Lambsdorff;1966;FDP;-1;Nordrhein-Westfalen;3;2021
Marco;Buschmann;1977;FDP;-1;Nordrhein-Westfalen;4;2021
Johannes;Vogel;1982;FDP;-1;Nordrhein-Westfalen;5;2021
Bijan;Djir-Sarai;1976;FDP;-1;Nordrhein-Westfalen;6;2021
Otto;Fricke;1965;FDP;-1;Nordrhein-Westfalen;7;2021
Reinhard Arnold;Houben;1960;FDP;-1;Nordrhein-Westfalen;8;2021
Frank Uwe;Schäffler;1968;FDP;-1;Nordrhein-Westfalen;9;2021
Nicole;Westig;1967;FDP;-1;Nordrhein-Westfalen;10;2021
Karlheinz;Busen;1951;FDP;-1;Nordrhein-Westfalen;11;2021
Markus;Herbrand;1971;FDP;-1;Nordrhein-Westfalen;12;2021
Bernd;Reuther;1971;FDP;-1;Nordrhein-Westfalen;13;2021
Carl-Julius;Cronenberg;1962;FDP;-1;Nordrhein-Westfalen;14;2021
Katrin;Helling-Plahr;1986;FDP;-1;Nordrhein-Westfalen;15;2021
Christian;Sauter;1980;FDP;-1;Nordrhein-Westfalen;16;2021
Olaf Karl Wilhelm;Beek;1967;FDP;-1;Nordrhein-Westfalen;17;2021
Jens;Teutrine;1993;FDP;-1;Nordrhein-Westfalen;18;2021
Manfred;Todtenhausen;1950;FDP;-1;Nordrhein-Westfalen;19;2021
Katharina;Willkomm;1987;FDP;-1;Nordrhein-Westfalen;20;2021
Fabian;Griewel;1997;FDP;-1;Nordrhein-Westfalen;21;2021
Oliver;Niedostadek;1974;FDP;-1;Nordrhein-Westfalen;22;2021
Robert Franz;Heinze;1955;FDP;-1;Nordrhein-Westfalen;23;2021
Charline;Kappes;1994;FDP;-1;Nordrhein-Westfalen;24;2021
Patrick;Büker;1991;FDP;-1;Nordrhein-Westfalen;25;2021
Jessica;Denné-Weiß;1980;FDP;-1;Nordrhein-Westfalen;26;2021
Jörg;Polheim;1959;FDP;-1;Nordrhein-Westfalen;27;2021
Anna Patrizia;Neumann;1994;FDP;-1;Nordrhein-Westfalen;28;2021
Laura Sophie;Jacobsen-Littig;1992;FDP;-1;Nordrhein-Westfalen;29;2021
Stefan;Westerschulze;1977;FDP;-1;Nordrhein-Westfalen;30;2021
Joachim;vom Berg;1974;FDP;-1;Nordrhein-Westfalen;31;2021
Cornelia;Besser;1996;FDP;-1;Nordrhein-Westfalen;32;2021
Robert Josef;Weindl;1969;FDP;-1;Nordrhein-Westfalen;33;2021
Jan Maik;Schlifter-de la Fontaine;1975;FDP;-1;Nordrhein-Westfalen;34;2021
Eric Ralph Hugo;Scheuerle;1999;FDP;-1;Nordrhein-Westfalen;35;2021
Klaus;Kretzer;1978;FDP;-1;Nordrhein-Westfalen;36;2021
Roze;Özmen;1971;FDP;-1;Nordrhein-Westfalen;37;2021
Suat Niyazi;Gülden;1997;FDP;-1;Nordrhein-Westfalen;38;2021
Guido;Müller;1973;FDP;-1;Nordrhein-Westfalen;39;2021
Volker;Görzel;1970;FDP;-1;Nordrhein-Westfalen;40;2021
Alexander;Brockmeier;1992;FDP;-1;Nordrhein-Westfalen;41;2021
Nicole Marie;Burda;1990;FDP;-1;Nordrhein-Westfalen;42;2021
Klaus Wilhelm;Füßmann;1957;FDP;-1;Nordrhein-Westfalen;43;2021
Joachim Horst;Krämer;1990;FDP;-1;Nordrhein-Westfalen;44;2021
Michael;Terwiesche;1964;FDP;-1;Nordrhein-Westfalen;45;2021
Marlies Anna;Greve;1980;FDP;-1;Nordrhein-Westfalen;46;2021
Tanja;Kuffner;1972;FDP;-1;Nordrhein-Westfalen;47;2021
Birgit;Haveneth;1975;FDP;-1;Nordrhein-Westfalen;48;2021
Christian;Markert;1987;FDP;-1;Nordrhein-Westfalen;49;2021
René;Arning;1991;FDP;-1;Nordrhein-Westfalen;50;2021
Christoph Martin;Schork;1970;FDP;-1;Nordrhein-Westfalen;51;2021
Martin;Hollinger;1981;FDP;-1;Nordrhein-Westfalen;52;2021
Markus;Giesler;1990;FDP;-1;Nordrhein-Westfalen;53;2021
Sebastian;Steinzen;1976;FDP;-1;Nordrhein-Westfalen;54;2021
Lucas;Slunjski;1995;FDP;-1;Nordrhein-Westfalen;55;2021
Rüdiger;König;1958;FDP;-1;Nordrhein-Westfalen;56;2021
Ralph Albert;Lorenz;1970;FDP;-1;Nordrhein-Westfalen;57;2021
Jochen;Lipproß;1957;FDP;-1;Nordrhein-Westfalen;58;2021
Hans-Rüdiger;Lucassen;1951;AfD;-1;Nordrhein-Westfalen;1;2021
Kay;Gottschalk;1965;AfD;-1;Nordrhein-Westfalen;2;2021
Fabian;Jacobi;1973;AfD;-1;Nordrhein-Westfalen;3;2021
Martin Erwin;Renner;1954;AfD;-1;Nordrhein-Westfalen;4;2021
Jörg;Schneider;1964;AfD;-1;Nordrhein-Westfalen;5;2021
Michael;Espendiller;1989;AfD;-1;Nordrhein-Westfalen;6;2021
Matthias;Helferich;1988;AfD;-1;Nordrhein-Westfalen;7;2021
Roger Friedrich Nikolaus;Beckamp;1975;AfD;-1;Nordrhein-Westfalen;8;2021
Harald;Weyel;1959;AfD;-1;Nordrhein-Westfalen;9;2021
Eugen;Schmidt;1975;AfD;-1;Nordrhein-Westfalen;10;2021
Jochen;Haug;1973;AfD;-1;Nordrhein-Westfalen;11;2021
Stefan;Keuter;1972;AfD;-1;Nordrhein-Westfalen;12;2021
Udo Theodor;Hemmelgarn;1959;AfD;-1;Nordrhein-Westfalen;13;2021
Uta;Opelt;1970;AfD;-1;Nordrhein-Westfalen;14;2021
Christer;Cremer;1982;AfD;-1;Nordrhein-Westfalen;15;2021
Maximilian;Kneller;1993;AfD;-1;Nordrhein-Westfalen;16;2021
Jessica;Malisch;1983;AfD;-1;Nordrhein-Westfalen;17;2021
Lutz Udo;Wagner;1968;AfD;-1;Nordrhein-Westfalen;18;2021
Martin;Liedtke-Bentlage;1962;AfD;-1;Nordrhein-Westfalen;19;2021
Rainer Robert;Holfeld;1958;AfD;-1;Nordrhein-Westfalen;20;2021
Britta Maria;Haßelmann;1961;GRÜNE;-1;Nordrhein-Westfalen;1;2021
Oliver;Krischer;1969;GRÜNE;-1;Nordrhein-Westfalen;2;2021
Irene;Mihalic;1976;GRÜNE;-1;Nordrhein-Westfalen;3;2021
Sven;Lehmann;1979;GRÜNE;-1;Nordrhein-Westfalen;4;2021
Katharina;Dröge;1984;GRÜNE;-1;Nordrhein-Westfalen;5;2021
Felix;Banaszak;1989;GRÜNE;-1;Nordrhein-Westfalen;6;2021
Maria Anna;Klein-Schmeink;1958;GRÜNE;-1;Nordrhein-Westfalen;7;2021
Jan-Niclas;Gesenhues;1990;GRÜNE;-1;Nordrhein-Westfalen;8;2021
Ursula;Schauws;1966;GRÜNE;-1;Nordrhein-Westfalen;9;2021
Robin Till Nils Johannes;Wagener;1980;GRÜNE;-1;Nordrhein-Westfalen;10;2021
Nyke;Slawik;1994;GRÜNE;-1;Nordrhein-Westfalen;11;2021
Lamya;Kaddor;1978;GRÜNE;-1;Nordrhein-Westfalen;12;2021
Ophelia Johanna;Nick;1973;GRÜNE;-1;Nordrhein-Westfalen;13;2021
Max;Lucks;1997;GRÜNE;-1;Nordrhein-Westfalen;14;2021
Katrin Babette;Uhlig;1982;GRÜNE;-1;Nordrhein-Westfalen;15;2021
Kai;Gehring;1977;GRÜNE;-1;Nordrhein-Westfalen;16;2021
Sara;Nanni;1987;GRÜNE;-1;Nordrhein-Westfalen;17;2021
Maik;Außendorf;1971;GRÜNE;-1;Nordrhein-Westfalen;18;2021
Schahina;Gambir;1991;GRÜNE;-1;Nordrhein-Westfalen;19;2021
Kathrin;Henneberger;1987;GRÜNE;-1;Nordrhein-Westfalen;20;2021
Anne Monika;Spallek;1968;GRÜNE;-1;Nordrhein-Westfalen;21;2021
Markus;Kurth;1966;GRÜNE;-1;Nordrhein-Westfalen;22;2021
Laura Manuela;Kraft;1990;GRÜNE;-1;Nordrhein-Westfalen;23;2021
Janosch;Dahmen;1981;GRÜNE;-1;Nordrhein-Westfalen;24;2021
Sabine;Grützmacher;1986;GRÜNE;-1;Nordrhein-Westfalen;25;2021
Lukas;Benner;1996;GRÜNE;-1;Nordrhein-Westfalen;26;2021
Anja;Liebert;1969;GRÜNE;-1;Nordrhein-Westfalen;27;2021
Michael;Sacher;1964;GRÜNE;-1;Nordrhein-Westfalen;28;2021
Franziska;Krumwiede-Steiner;1985;GRÜNE;-1;Nordrhein-Westfalen;29;2021
Rene;Heesen;1992;GRÜNE;-1;Nordrhein-Westfalen;30;2021
Maria Anna Gertrud;Tillmann;1968;GRÜNE;-1;Nordrhein-Westfalen;31;2021
Roland;Schüren;1966;GRÜNE;-1;Nordrhein-Westfalen;32;2021
Ina Maike;Gießwein;1983;GRÜNE;-1;Nordrhein-Westfalen;33;2021
Sebastian;Stölting;1990;GRÜNE;-1;Nordrhein-Westfalen;34;2021
Lisa-Marie;Friede;1992;GRÜNE;-1;Nordrhein-Westfalen;35;2021
Richard;Ralfs;1968;GRÜNE;-1;Nordrhein-Westfalen;36;2021
Alexandra;Schoo;1987;GRÜNE;-1;Nordrhein-Westfalen;37;2021
Mohammad Shahabuddin;Miah;1956;GRÜNE;-1;Nordrhein-Westfalen;38;2021
Katharina Eva Elisabeth;Voller;1981;GRÜNE;-1;Nordrhein-Westfalen;39;2021
Maik;Babenhauserheide;1975;GRÜNE;-1;Nordrhein-Westfalen;40;2021
Anna Leonore;Kipp;1998;GRÜNE;-1;Nordrhein-Westfalen;41;2021
Anas;Al-Qura'an;2003;GRÜNE;-1;Nordrhein-Westfalen;42;2021
Anke;Weber;1982;GRÜNE;-1;Nordrhein-Westfalen;43;2021
Alexander Martin;Tietz-Latza;1981;GRÜNE;-1;Nordrhein-Westfalen;44;2021
Elisabeth Gertrud;Anschütz;1962;GRÜNE;-1;Nordrhein-Westfalen;45;2021
Christian Thomas;Andrä;1962;GRÜNE;-1;Nordrhein-Westfalen;46;2021
Annette;Bottlenberg;1967;GRÜNE;-1;Nordrhein-Westfalen;47;2021
Jacob;Liedtke;1988;GRÜNE;-1;Nordrhein-Westfalen;48;2021
Petra Barbara;Schenke;1964;GRÜNE;-1;Nordrhein-Westfalen;49;2021
Parisa;Ariatabar;1987;GRÜNE;-1;Nordrhein-Westfalen;50;2021
Regina;Kaiser;1961;GRÜNE;-1;Nordrhein-Westfalen;51;2021
Robin;Conrad;1997;GRÜNE;-1;Nordrhein-Westfalen;52;2021
Sabine;Beck;1963;GRÜNE;-1;Nordrhein-Westfalen;53;2021
Niklas;Riesmeier;1991;GRÜNE;-1;Nordrhein-Westfalen;54;2021
Kim Alexandra;Wiesweg;1997;GRÜNE;-1;Nordrhein-Westfalen;55;2021
Fabian Maximilian;Müller;1997;GRÜNE;-1;Nordrhein-Westfalen;56;2021
Nicola;Dichant;1998;GRÜNE;-1;Nordrhein-Westfalen;57;2021
Martin Georg;Kesztyüs;1980;GRÜNE;-1;Nordrhein-Westfalen;58;2021
Antje Vera;Westhues;1975;GRÜNE;-1;Nordrhein-Westfalen;59;2021
Sascha Michael;Gajewski-Schneck;1968;GRÜNE;-1;Nordrhein-Westfalen;60;2021
Elisabeth;Schaper;1968;GRÜNE;-1;Nordrhein-Westfalen;61;2021
Hans-Peter;Weiß;1963;GRÜNE;-1;Nordrhein-Westfalen;62;2021
Stefanie;Weyland;1968;GRÜNE;-1;Nordrhein-Westfalen;63;2021
Thomas;Reinert;1966;GRÜNE;-1;Nordrhein-Westfalen;64;2021
Anna-Lena;Winkler;1982;GRÜNE;-1;Nordrhein-Westfalen;65;2021
Martha Lina;Stötzel;1999;GRÜNE;-1;Nordrhein-Westfalen;66;2021
Emelie;Segler;2001;GRÜNE;-1;Nordrhein-Westfalen;67;2021
Anja;Boenke;1979;GRÜNE;-1;Nordrhein-Westfalen;68;2021
Cylia;Ungar;1997;GRÜNE;-1;Nordrhein-Westfalen;69;2021
Frederik F.;Hartmann;1988;GRÜNE;-1;Nordrhein-Westfalen;70;2021
Marie Anne Sophie;Haas;1975;GRÜNE;-1;Nordrhein-Westfalen;71;2021
Dennis;Hoffmann;1981;GRÜNE;-1;Nordrhein-Westfalen;72;2021
Franziska;Schwinge;2000;GRÜNE;-1;Nordrhein-Westfalen;73;2021
Benjamin;Zander;1973;GRÜNE;-1;Nordrhein-Westfalen;74;2021
Kim Natalie Hellen;Schröter;1997;GRÜNE;-1;Nordrhein-Westfalen;75;2021
Vera Johanna;Jandt;1980;GRÜNE;-1;Nordrhein-Westfalen;76;2021
Janne Katharina;Mijdam;1993;GRÜNE;-1;Nordrhein-Westfalen;77;2021
Dieter;Koenemann;1954;GRÜNE;-1;Nordrhein-Westfalen;78;2021
Christine;Müller-Hechfellner;1967;GRÜNE;-1;Nordrhein-Westfalen;79;2021
Frederik Paul;Antary;1996;GRÜNE;-1;Nordrhein-Westfalen;80;2021
Sahra;Wagenknecht;1969;DIE LINKE;-1;Nordrhein-Westfalen;1;2021
Matthias Walter;Birkwald;1961;DIE LINKE;-1;Nordrhein-Westfalen;2;2021
Sevim;Dagdelen;1975;DIE LINKE;-1;Nordrhein-Westfalen;3;2021
Andrej Konstantin;Hunko;1963;DIE LINKE;-1;Nordrhein-Westfalen;4;2021
Kathrin;Vogler;1963;DIE LINKE;-1;Nordrhein-Westfalen;5;2021
Christian;Leye;1981;DIE LINKE;-1;Nordrhein-Westfalen;6;2021
Ulrike;Eifler;1975;DIE LINKE;-1;Nordrhein-Westfalen;7;2021
Alexander Soranto;Neu;1969;DIE LINKE;-1;Nordrhein-Westfalen;8;2021
Britta;Pietsch;1963;DIE LINKE;-1;Nordrhein-Westfalen;9;2021
Friedrich Karl Otto;Straetmanns;1961;DIE LINKE;-1;Nordrhein-Westfalen;10;2021
Ezgi Bilge;Güyildar;1987;DIE LINKE;-1;Nordrhein-Westfalen;11;2021
Mohamad Shoan;Vaisi;1990;DIE LINKE;-1;Nordrhein-Westfalen;12;2021
Martina;Schu;1964;DIE LINKE;-1;Nordrhein-Westfalen;13;2021
Hanno Ernst Werner;Raußendorf;1962;DIE LINKE;-1;Nordrhein-Westfalen;14;2021
Nicole;Fritsche-Schmidt;1979;DIE LINKE;-1;Nordrhein-Westfalen;15;2021
Stefan;Söhngen;1997;DIE LINKE;-1;Nordrhein-Westfalen;16;2021
Mehriban;Özdogan;1982;DIE LINKE;-1;Nordrhein-Westfalen;17;2021
Diyar;Agu;1999;DIE LINKE;-1;Nordrhein-Westfalen;18;2021
Isabelle;Casel;1971;DIE LINKE;-1;Nordrhein-Westfalen;19;2021
Felix Johannes;Oekentorp;1963;DIE LINKE;-1;Nordrhein-Westfalen;20;2021
Gabriele Johanna;Granrath;1966;DIE LINKE;-1;Nordrhein-Westfalen;21;2021
Thomas;Bell;1966;DIE LINKE;-1;Nordrhein-Westfalen;22;2021
Carmen;Hornung-Jahn;1963;DIE LINKE;-1;Nordrhein-Westfalen;23;2021
Christian;Kißler;1991;DIE LINKE;-1;Nordrhein-Westfalen;24;2021
Mark Oliver;Benecke;1970;Die PARTEI;-1;Nordrhein-Westfalen;1;2021
Dana;Ströse;1983;Die PARTEI;-1;Nordrhein-Westfalen;2;2021
Marco;Bülow;1971;Die PARTEI;-1;Nordrhein-Westfalen;3;2021
Julia Angelika;Schlinkert;1979;Die PARTEI;-1;Nordrhein-Westfalen;4;2021
Marion Britta;Weißkopf;1969;Die PARTEI;-1;Nordrhein-Westfalen;5;2021
Franz Gregor;Czisch;1964;Die PARTEI;-1;Nordrhein-Westfalen;6;2021
Sebastian;Teitz;1975;Die PARTEI;-1;Nordrhein-Westfalen;7;2021
Judit;Géczi;1977;Die PARTEI;-1;Nordrhein-Westfalen;8;2021
Mira;Lehner;1980;Die PARTEI;-1;Nordrhein-Westfalen;9;2021
Monika;Vorberg;1967;Die PARTEI;-1;Nordrhein-Westfalen;10;2021
Yamna Farah;Sahli;1995;Die PARTEI;-1;Nordrhein-Westfalen;11;2021
Anita;Kliemek;1975;Die PARTEI;-1;Nordrhein-Westfalen;12;2021
Irina;Oberpichler;1987;Die PARTEI;-1;Nordrhein-Westfalen;13;2021
Cornelia;Theveßen-Lamberty;1978;Die PARTEI;-1;Nordrhein-Westfalen;14;2021
Chana Clarissa;Lischewski;1994;Die PARTEI;-1;Nordrhein-Westfalen;15;2021
Elisabeth Felicitas;Drees;1998;Die PARTEI;-1;Nordrhein-Westfalen;16;2021
Ann-Katrin;Hanneforth;1990;Die PARTEI;-1;Nordrhein-Westfalen;17;2021
Annemarie;Krieg;1985;Die PARTEI;-1;Nordrhein-Westfalen;18;2021
Lena;Oberbäumer;1979;Die PARTEI;-1;Nordrhein-Westfalen;19;2021
Svenja Nina Nicoletta;Reinders;1987;Die PARTEI;-1;Nordrhein-Westfalen;20;2021
Sonja Maria;Börsch;1963;Die PARTEI;-1;Nordrhein-Westfalen;21;2021
Birgit Beate;Dickas;1964;Die PARTEI;-1;Nordrhein-Westfalen;22;2021
Lena Maria Christina;Bormann;1983;Die PARTEI;-1;Nordrhein-Westfalen;23;2021
Johanna Dorothea;Carniel;1981;Die PARTEI;-1;Nordrhein-Westfalen;24;2021
Elise Ulrike;Teitz;1977;Die PARTEI;-1;Nordrhein-Westfalen;25;2021
Laura Valeria;Knüppel;1987;Die PARTEI;-1;Nordrhein-Westfalen;26;2021
Jennifer;Pätsch;1981;Die PARTEI;-1;Nordrhein-Westfalen;27;2021
Jennifer;Twiste;1993;Die PARTEI;-1;Nordrhein-Westfalen;28;2021
Xenia Sophia;Gentschenfelde;1988;Die PARTEI;-1;Nordrhein-Westfalen;29;2021
Hendrik;Sachtler;1982;Die PARTEI;-1;Nordrhein-Westfalen;30;2021
Arnim Jörg Daniel;Backs;1972;Die PARTEI;-1;Nordrhein-Westfalen;31;2021
Christian;Fath;1996;Die PARTEI;-1;Nordrhein-Westfalen;32;2021
Ulas Sazi;Zabci;1986;Die PARTEI;-1;Nordrhein-Westfalen;33;2021
Patrick;Meyer;1985;Die PARTEI;-1;Nordrhein-Westfalen;34;2021
Bastian;Arps;1989;Die PARTEI;-1;Nordrhein-Westfalen;35;2021
Carsten;Schickor;1976;Die PARTEI;-1;Nordrhein-Westfalen;36;2021
Vanessa;Philippsen;1987;Die PARTEI;-1;Nordrhein-Westfalen;37;2021
Sabine;Kader;1967;Die PARTEI;-1;Nordrhein-Westfalen;38;2021
Julia;Wiedow;1986;Die PARTEI;-1;Nordrhein-Westfalen;39;2021
Isabelle;Traeger;1993;Die PARTEI;-1;Nordrhein-Westfalen;40;2021
Bettina Maria;Neuhaus;1969;Die PARTEI;-1;Nordrhein-Westfalen;41;2021
Angelina Sara-Maria;Klementz;2001;Die PARTEI;-1;Nordrhein-Westfalen;42;2021
Carina;Guhl;1987;Die PARTEI;-1;Nordrhein-Westfalen;43;2021
Frauke Claudia;Petzold;1987;Die PARTEI;-1;Nordrhein-Westfalen;44;2021
Martina;Funk;1967;Die PARTEI;-1;Nordrhein-Westfalen;45;2021
Rosanna;Martens;1996;Die PARTEI;-1;Nordrhein-Westfalen;46;2021
Lena Josephin;Tilsner;1998;Die PARTEI;-1;Nordrhein-Westfalen;47;2021
Antje Deborah;Hollander;1994;Die PARTEI;-1;Nordrhein-Westfalen;48;2021
Bettina;Simon;1968;Die PARTEI;-1;Nordrhein-Westfalen;49;2021
Anh;Lam-chi;1983;Die PARTEI;-1;Nordrhein-Westfalen;50;2021
Miriam;Stratmann;1987;Die PARTEI;-1;Nordrhein-Westfalen;51;2021
Carina;Twiste;1997;Die PARTEI;-1;Nordrhein-Westfalen;52;2021
Sarah;Buric;1984;Die PARTEI;-1;Nordrhein-Westfalen;53;2021
Viola;Neumann;1993;Die PARTEI;-1;Nordrhein-Westfalen;54;2021
Nelli;Armaschelew;1994;Die PARTEI;-1;Nordrhein-Westfalen;55;2021
Claudia;Krobb;1972;Die PARTEI;-1;Nordrhein-Westfalen;56;2021
Annalena;Thiel;2000;Die PARTEI;-1;Nordrhein-Westfalen;57;2021
Klaus Keno Friedrich;Schulte;1982;Die PARTEI;-1;Nordrhein-Westfalen;58;2021
Glenn;Krüger;1971;Die PARTEI;-1;Nordrhein-Westfalen;59;2021
Michael;Schulte;1973;Die PARTEI;-1;Nordrhein-Westfalen;60;2021
Florian;Hees;1983;Die PARTEI;-1;Nordrhein-Westfalen;61;2021
Mathias Christopher;Krämer;1972;Die PARTEI;-1;Nordrhein-Westfalen;62;2021
Harald Eugen Wilhelm;Schulte-Limbeck;1973;Die PARTEI;-1;Nordrhein-Westfalen;63;2021
Jurian Maximilian;Thomas;1998;Die PARTEI;-1;Nordrhein-Westfalen;64;2021
Tobias;Molitor;1994;Die PARTEI;-1;Nordrhein-Westfalen;65;2021
Bernd;Seliger;1990;Die PARTEI;-1;Nordrhein-Westfalen;66;2021
Jan Peter;Schwarz;1979;Die PARTEI;-1;Nordrhein-Westfalen;67;2021
Stefan;Pott;1972;Die PARTEI;-1;Nordrhein-Westfalen;68;2021
Christoph;Böttger;1985;Die PARTEI;-1;Nordrhein-Westfalen;69;2021
Nils Steffen Ralf;Jasper;1997;Die PARTEI;-1;Nordrhein-Westfalen;70;2021
Michael;Hanses;1966;Die PARTEI;-1;Nordrhein-Westfalen;71;2021
André;Niedernhöfer;1992;Die PARTEI;-1;Nordrhein-Westfalen;72;2021
Daniel;Schreyer;1978;Die PARTEI;-1;Nordrhein-Westfalen;73;2021
Stephan;Kuhn;1983;Die PARTEI;-1;Nordrhein-Westfalen;74;2021
Steve;Juliano;1977;Die PARTEI;-1;Nordrhein-Westfalen;75;2021
Sven Erik;Rolfs;1988;Die PARTEI;-1;Nordrhein-Westfalen;76;2021
Josef Alexander;Jungen;1990;Die PARTEI;-1;Nordrhein-Westfalen;77;2021
Henning;Hork;1981;Die PARTEI;-1;Nordrhein-Westfalen;78;2021
Christian Sven;Gröll;1989;Die PARTEI;-1;Nordrhein-Westfalen;79;2021
Niklas;Hartmann;1996;Die PARTEI;-1;Nordrhein-Westfalen;80;2021
Stefan;Schleicher;1986;Die PARTEI;-1;Nordrhein-Westfalen;81;2021
André Michael Boris;Piotrowski;1969;Die PARTEI;-1;Nordrhein-Westfalen;82;2021
Philipp Ernst;Wüster;1991;Die PARTEI;-1;Nordrhein-Westfalen;83;2021
Tim;Hückelhoven;2001;Die PARTEI;-1;Nordrhein-Westfalen;84;2021
Jona Lucas;Seidel;1996;Die PARTEI;-1;Nordrhein-Westfalen;85;2021
Ivan;Siskov;1992;Die PARTEI;-1;Nordrhein-Westfalen;86;2021
