Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;jahr
Tim;Steckbauer;1999;DIE LINKE;-1;Baden-Württemberg;20;2021
Matthias;Ebner;1984;Tierschutzpartei;-1;Baden-Württemberg;1;2021
Julia;Papadopoulos;1984;Tierschutzpartei;-1;Baden-Württemberg;2;2021
Bernhard;Martin;1964;Tierschutzpartei;-1;Baden-Württemberg;3;2021
Jessica Luise;Frank;1986;Tierschutzpartei;-1;Baden-Württemberg;4;2021
Marcel;Krohn;1968;Tierschutzpartei;-1;Baden-Württemberg;5;2021
Sonia Ellen;Lühring;1962;Tierschutzpartei;-1;Baden-Württemberg;6;2021
Jürgen;Durke;1975;Tierschutzpartei;-1;Baden-Württemberg;7;2021
Scarlett Stephanie;Treml;1989;Tierschutzpartei;-1;Baden-Württemberg;8;2021
Miriam Franziska;Broux;1989;Tierschutzpartei;-1;Baden-Württemberg;9;2021
Matthias;Gottfried;1987;Tierschutzpartei;-1;Baden-Württemberg;10;2021
Bastian Thomas;Röhm;1985;Tierschutzpartei;-1;Baden-Württemberg;11;2021
Svea;Peikert;1977;Tierschutzpartei;-1;Baden-Württemberg;12;2021
Antje;Waibel;1984;Die PARTEI;-1;Baden-Württemberg;1;2021
Michael;Daub;1983;Die PARTEI;-1;Baden-Württemberg;2;2021
Bernd;Föhr;1987;Die PARTEI;-1;Baden-Württemberg;3;2021
David;Fuchs;1987;Die PARTEI;-1;Baden-Württemberg;4;2021
Peter Joachim;Mendelsohn;1972;Die PARTEI;-1;Baden-Württemberg;5;2021
Hannah Magdalena;Wölfl;1987;Die PARTEI;-1;Baden-Württemberg;6;2021
Julian Benjamin;Heinkele;1990;Die PARTEI;-1;Baden-Württemberg;7;2021
Martin;Keller;1970;Die PARTEI;-1;Baden-Württemberg;8;2021
Björn;Leuzinger;1989;Die PARTEI;-1;Baden-Württemberg;9;2021
Xenia Mareike;Lehmann;2002;Die PARTEI;-1;Baden-Württemberg;10;2021
Claus Gerhard;Ritter;1968;Die PARTEI;-1;Baden-Württemberg;11;2021
Daniel Alexander Michael;Wagner;1984;Die PARTEI;-1;Baden-Württemberg;12;2021
Tim;Jochmann;1988;Die PARTEI;-1;Baden-Württemberg;13;2021
Jessica Maria;Czaika;1995;Die PARTEI;-1;Baden-Württemberg;14;2021
Luise Cläre Margarete;Klaas;1997;Die PARTEI;-1;Baden-Württemberg;15;2021
Felix;Illert;1998;Die PARTEI;-1;Baden-Württemberg;16;2021
Christiane Dorothea;Lawrenz;2000;Die PARTEI;-1;Baden-Württemberg;17;2021
Markus;Braune;1990;Die PARTEI;-1;Baden-Württemberg;18;2021
Benny Eugene;Grider;1978;Die PARTEI;-1;Baden-Württemberg;19;2021
Joel;Wertli;1992;Die PARTEI;-1;Baden-Württemberg;20;2021
Corbinian;Grimm;1995;Die PARTEI;-1;Baden-Württemberg;21;2021
Lorenz;Bierhalter;2001;Die PARTEI;-1;Baden-Württemberg;22;2021
Victor;Gogröf;1993;Die PARTEI;-1;Baden-Württemberg;23;2021
Franziskus Maria;Schmitz;1997;Die PARTEI;-1;Baden-Württemberg;24;2021
Ian Claus;Ritter;2002;Die PARTEI;-1;Baden-Württemberg;25;2021
Paul-Jonas;Bölzle;1994;Die PARTEI;-1;Baden-Württemberg;26;2021
Nicolai Peter;Brehm;1993;Die PARTEI;-1;Baden-Württemberg;27;2021
Marcel;Müller;1993;Die PARTEI;-1;Baden-Württemberg;28;2021
Sebastian;Weiß;1980;Die PARTEI;-1;Baden-Württemberg;29;2021
Tim Kevin;Manojlović;1993;Die PARTEI;-1;Baden-Württemberg;30;2021
Peter;Bühler;1979;Die PARTEI;-1;Baden-Württemberg;31;2021
Tim Fabian;Westenberg;1982;Die PARTEI;-1;Baden-Württemberg;32;2021
Jens;Dänner;1976;Die PARTEI;-1;Baden-Württemberg;33;2021
Andreas Bernd;Heidinger;1973;Die PARTEI;-1;Baden-Württemberg;34;2021
Klaus;Wirthwein;1957;FREIE WÄHLER;-1;Baden-Württemberg;1;2021
Anke;Glenz;1981;FREIE WÄHLER;-1;Baden-Württemberg;2;2021
Ulrich;Bossler;1963;FREIE WÄHLER;-1;Baden-Württemberg;3;2021
Stefan Albrecht;Grimm;1977;FREIE WÄHLER;-1;Baden-Württemberg;4;2021
Sabine;Zeitler;1960;FREIE WÄHLER;-1;Baden-Württemberg;5;2021
Stephan Martin;Frauenkron;1983;FREIE WÄHLER;-1;Baden-Württemberg;6;2021
Jan Benedykt;Rittaler;1959;FREIE WÄHLER;-1;Baden-Württemberg;7;2021
Gabriele Katharina;Regele;1968;FREIE WÄHLER;-1;Baden-Württemberg;8;2021
Daniel;Brenzel;1978;FREIE WÄHLER;-1;Baden-Württemberg;9;2021
Martin;Pfaff;1970;FREIE WÄHLER;-1;Baden-Württemberg;10;2021
Georg Hermann-Josef;Bitter;1957;FREIE WÄHLER;-1;Baden-Württemberg;11;2021
Oliver Andreas;Lang;1971;FREIE WÄHLER;-1;Baden-Württemberg;12;2021
Tobias;Schoch;1985;FREIE WÄHLER;-1;Baden-Württemberg;13;2021
Norbert Heinrich;Volz;1971;FREIE WÄHLER;-1;Baden-Württemberg;14;2021
Steffen;Schmid;1963;FREIE WÄHLER;-1;Baden-Württemberg;15;2021
Andreas;Cerrotta;1968;FREIE WÄHLER;-1;Baden-Württemberg;16;2021
Volker Walfried;Hepp;1974;FREIE WÄHLER;-1;Baden-Württemberg;17;2021
Anja Theresia;Hirschel;1982;PIRATEN;-1;Baden-Württemberg;1;2021
Oliver;Burkardsmaier;1970;PIRATEN;-1;Baden-Württemberg;2;2021
Philip Marcel;Köngeter;1991;PIRATEN;-1;Baden-Württemberg;3;2021
Borys Robert;Sobieski;1978;PIRATEN;-1;Baden-Württemberg;4;2021
Sabine Brigitte Petra;Schumacher;1965;PIRATEN;-1;Baden-Württemberg;5;2021
Silke Claudia;Mörl;1968;PIRATEN;-1;Baden-Württemberg;6;2021
Michael;Knödler;1974;PIRATEN;-1;Baden-Württemberg;7;2021
Alexander;Ebhart;1999;PIRATEN;-1;Baden-Württemberg;8;2021
Stephanie;Lund;1975;PIRATEN;-1;Baden-Württemberg;9;2021
Stephan;Erdmann;1976;PIRATEN;-1;Baden-Württemberg;10;2021
Adrian;Nöthlich;1999;PIRATEN;-1;Baden-Württemberg;11;2021
Samuel Jörg;Schmid;1991;PIRATEN;-1;Baden-Württemberg;12;2021
Jürgen;Martin;1955;PIRATEN;-1;Baden-Württemberg;13;2021
Henry-Ingolf;Brettschneider;1995;PIRATEN;-1;Baden-Württemberg;14;2021
Dirk Arthur Egon;Riesterer;1993;PIRATEN;-1;Baden-Württemberg;15;2021
Vladimir;Dragnić;1966;PIRATEN;-1;Baden-Württemberg;16;2021
David;Münzing;1977;PIRATEN;-1;Baden-Württemberg;17;2021
Oliver;Schmidt;1969;PIRATEN;-1;Baden-Württemberg;18;2021
Guido Alexander Paul;Klamt;1970;ÖDP;-1;Baden-Württemberg;1;2021
Verena Juliana;Föttinger;1956;ÖDP;-1;Baden-Württemberg;2;2021
Michael Martin;Kefer;1968;ÖDP;-1;Baden-Württemberg;3;2021
Tobias Guido Oskar;Raffelt;1992;ÖDP;-1;Baden-Württemberg;4;2021
Alexander Erich;Fox;1986;ÖDP;-1;Baden-Württemberg;5;2021
Sascha Markus;Fröhlich;1990;ÖDP;-1;Baden-Württemberg;6;2021
Bernhard;Richter;1943;ÖDP;-1;Baden-Württemberg;7;2021
Mathias;Rady;1969;ÖDP;-1;Baden-Württemberg;8;2021
Marion Hanna Magdalene;Schmid-Moeck;1969;ÖDP;-1;Baden-Württemberg;9;2021
Erika;Eichwald;1939;ÖDP;-1;Baden-Württemberg;10;2021
Karl-Martin Günther;Weinmann;1964;ÖDP;-1;Baden-Württemberg;11;2021
Walter Maria;Widler;1955;ÖDP;-1;Baden-Württemberg;12;2021
Franz;Weber;1946;ÖDP;-1;Baden-Württemberg;13;2021
Sylvia;Hiß-Petrowitz;1962;ÖDP;-1;Baden-Württemberg;14;2021
Josef;Wagner;1968;ÖDP;-1;Baden-Württemberg;15;2021
Heike Christine;Stankus;1960;ÖDP;-1;Baden-Württemberg;16;2021
Hans Georg Karl-Heinz;Bok;1951;ÖDP;-1;Baden-Württemberg;17;2021
Dirk Martin;Uehlein;1968;ÖDP;-1;Baden-Württemberg;18;2021
Edda;Schmidt;1948;NPD;-1;Baden-Württemberg;1;2021
Marina;Djonovic;1990;NPD;-1;Baden-Württemberg;2;2021
Reinhild Gertrud;Ufermann-Schützinger;1953;NPD;-1;Baden-Württemberg;3;2021
Jan Klaus;Jaeschke;1990;NPD;-1;Baden-Württemberg;4;2021
Alexander;Neidlein;1975;NPD;-1;Baden-Württemberg;5;2021
Idzumi;Neumärker;1967;DiB;-1;Baden-Württemberg;1;2021
Heinz Peter;Jakobeit;1955;DiB;-1;Baden-Württemberg;2;2021
Sabine Renate Brigitte;Onayli;1964;DiB;-1;Baden-Württemberg;3;2021
Mattis Maria Paul;Schulte;2000;DiB;-1;Baden-Württemberg;4;2021
Sigrid;Ott;1961;DiB;-1;Baden-Württemberg;5;2021
Samer;Ali;1991;DiB;-1;Baden-Württemberg;6;2021
Dagmar Ursula;Donauer;1960;DiB;-1;Baden-Württemberg;7;2021
Wolfgang Herbert;Schaible;1961;DiB;-1;Baden-Württemberg;8;2021
Stefanie Catharina;Schmid;1995;DiB;-1;Baden-Württemberg;9;2021
Guido;Drehsen;1966;DiB;-1;Baden-Württemberg;10;2021
Kristin;Bürkle;1988;DiB;-1;Baden-Württemberg;11;2021
Kai Steffen;Dorra;1964;DiB;-1;Baden-Württemberg;12;2021
Julia Lilien;Meyder;1980;DiB;-1;Baden-Württemberg;13;2021
Johann Felix;Beck;1964;DiB;-1;Baden-Württemberg;14;2021
Stefan;Klepp;1981;DiB;-1;Baden-Württemberg;15;2021
Jochen;Walter;1968;DiB;-1;Baden-Württemberg;16;2021
Martin;Stübbe;1985;DiB;-1;Baden-Württemberg;17;2021
Werner;Hörzer;1948;DiB;-1;Baden-Württemberg;18;2021
Fabian;Lehnhoff;1986;DiB;-1;Baden-Württemberg;19;2021
Hansjörg;Tarantik;1949;DiB;-1;Baden-Württemberg;20;2021
Monika Ruth;Gärtner-Engel;1952;MLPD;-1;Baden-Württemberg;1;2021
Julia Sarah;Scheller;1982;MLPD;-1;Baden-Württemberg;2;2021
Seyhan;Dasdemiroglu;1960;MLPD;-1;Baden-Württemberg;3;2021
Volker Otto;Kraft;1953;MLPD;-1;Baden-Württemberg;4;2021
Franziska;Schmidt;1994;MLPD;-1;Baden-Württemberg;5;2021
Philipp Balthasar;Schaaf;1981;MLPD;-1;Baden-Württemberg;6;2021
Mira;Kaizl;1980;MLPD;-1;Baden-Württemberg;7;2021
Jonas;Dachner;1986;MLPD;-1;Baden-Württemberg;8;2021
Dieter;Böttcher;1952;MLPD;-1;Baden-Württemberg;9;2021
Petra;Lederer;1965;MLPD;-1;Baden-Württemberg;10;2021
Matthias;Harting;1970;MLPD;-1;Baden-Württemberg;11;2021
Roland Walter;Maier;1955;MLPD;-1;Baden-Württemberg;12;2021
Gabriele Maria;Conrad;1960;MLPD;-1;Baden-Württemberg;13;2021
Zeki;Ates;1962;MLPD;-1;Baden-Württemberg;14;2021
Roberto;Kyas;1961;MLPD;-1;Baden-Württemberg;15;2021
Marianne Rosina;Kolb;1958;MLPD;-1;Baden-Württemberg;16;2021
Günter Erwin;Kachel;1951;MLPD;-1;Baden-Württemberg;17;2021
Josef Eugen;Buck;1961;MLPD;-1;Baden-Württemberg;18;2021
Johanna Bouwke;Jäckh-Vermeulen;1950;MLPD;-1;Baden-Württemberg;19;2021
Peter;Rügner;1966;MLPD;-1;Baden-Württemberg;20;2021
Christian Thomas;Völter;1948;MLPD;-1;Baden-Württemberg;21;2021
Karl-Heinz Albert;Pauli;1953;MLPD;-1;Baden-Württemberg;22;2021
Peter Josef;Bäuerle;1951;MLPD;-1;Baden-Württemberg;23;2021
Björn Wilhelm Rudolf;Blach;1976;DKP;-1;Baden-Württemberg;1;2021
Kornelia;Lopau;1953;DKP;-1;Baden-Württemberg;2;2021
Reinhard;Püschel;1951;DKP;-1;Baden-Württemberg;3;2021
Renata;Eckhoff;1954;DKP;-1;Baden-Württemberg;4;2021
Klaus;Haas;1954;DKP;-1;Baden-Württemberg;5;2021
Siegfried;Hubele;1954;DKP;-1;Baden-Württemberg;6;2021
Otto Thomas;Wenzel;1958;DKP;-1;Baden-Württemberg;7;2021
Heinz Henry;Haustein;1956;DKP;-1;Baden-Württemberg;8;2021
Werner;Altmann;1949;DKP;-1;Baden-Württemberg;9;2021
Marianne Clara Margarete;Müller;1959;dieBasis;-1;Baden-Württemberg;1;2021
Peter;Cleiß;1952;dieBasis;-1;Baden-Württemberg;2;2021
Dietmar Paulus;Ferger;1962;dieBasis;-1;Baden-Württemberg;3;2021
Ulrich Friedrich;Becker;1981;dieBasis;-1;Baden-Württemberg;4;2021
Sofia;El Mestary;1988;dieBasis;-1;Baden-Württemberg;5;2021
Ralf Hubert;Baßler;1961;dieBasis;-1;Baden-Württemberg;6;2021
Johanna Eva;Pardo;1980;dieBasis;-1;Baden-Württemberg;7;2021
Johannes Stephan Michael;Johne;1962;dieBasis;-1;Baden-Württemberg;8;2021
Juliane Constanze;Prentice;1969;dieBasis;-1;Baden-Württemberg;9;2021
Martin Markus;Buchfink;1981;dieBasis;-1;Baden-Württemberg;10;2021
Thomas Erwin;Lorenz;1964;dieBasis;-1;Baden-Württemberg;11;2021
Brigitte;Aldinger;1965;dieBasis;-1;Baden-Württemberg;12;2021
Marcus Helmut;Rohrbach;1985;dieBasis;-1;Baden-Württemberg;13;2021
Michael Richard;Berger;1970;dieBasis;-1;Baden-Württemberg;14;2021
Dragan;Nešović;1967;dieBasis;-1;Baden-Württemberg;15;2021
Thomas;Kucher;1969;dieBasis;-1;Baden-Württemberg;16;2021
Miriam Nathalie;Nikola;1975;dieBasis;-1;Baden-Württemberg;17;2021
Marion;Hofmann;1959;dieBasis;-1;Baden-Württemberg;18;2021
Nicholas Michael;Dodwell-Humpert;1955;dieBasis;-1;Baden-Württemberg;19;2021
Malte Alexander;Wendt;1984;dieBasis;-1;Baden-Württemberg;20;2021
Thomas;Kopp;1963;dieBasis;-1;Baden-Württemberg;21;2021
Martina;Moser;1967;dieBasis;-1;Baden-Württemberg;22;2021
Rüdiger Steffen Oskar;Ott;1972;dieBasis;-1;Baden-Württemberg;23;2021
Christa;Grotepaß;1957;dieBasis;-1;Baden-Württemberg;24;2021
Ursula Michaela;Halfmann;1971;dieBasis;-1;Baden-Württemberg;25;2021
Andreas Manfred;Moritz;1968;dieBasis;-1;Baden-Württemberg;26;2021
Giorgio;Mariotti;1969;dieBasis;-1;Baden-Württemberg;27;2021
Martin Erich Heinz;Böhm;1970;dieBasis;-1;Baden-Württemberg;28;2021
Stefan Andreas;Zweifel;1960;dieBasis;-1;Baden-Württemberg;29;2021
Jürgen;Graalfs;1966;Bündnis C;-1;Baden-Württemberg;1;2021
Andreas;Haller;1970;Bündnis C;-1;Baden-Württemberg;2;2021
Rainer Heinz;Simon;1952;Bündnis C;-1;Baden-Württemberg;3;2021
Bernhard;Heyl;1961;Bündnis C;-1;Baden-Württemberg;4;2021
Angelika Ruth;Matscheko;1961;Bündnis C;-1;Baden-Württemberg;5;2021
Torsten;Krause;1966;Bündnis C;-1;Baden-Württemberg;6;2021
Christiane;Kölli;1990;Bündnis C;-1;Baden-Württemberg;7;2021
Dirk;Sieberhagen-Wagenführ;1973;Bündnis C;-1;Baden-Württemberg;8;2021
Klaus-Jürgen;Raphael;1964;Bündnis C;-1;Baden-Württemberg;9;2021
Norbert Mathias;Gießler;1964;Bündnis C;-1;Baden-Württemberg;10;2021
Werner Paul;Bernhard;1943;Bündnis C;-1;Baden-Württemberg;11;2021
Uwe-Jörg;Hück;1962;BÜRGERBEWEGUNG;-1;Baden-Württemberg;1;2021
Peter Michael;Schroth;1967;BÜRGERBEWEGUNG;-1;Baden-Württemberg;2;2021
Ralph;Schertlen;1969;BÜRGERBEWEGUNG;-1;Baden-Württemberg;3;2021
Andreas;Kubisch;1960;BÜRGERBEWEGUNG;-1;Baden-Württemberg;4;2021
Sebastian;Haase;1974;BÜRGERBEWEGUNG;-1;Baden-Württemberg;5;2021
Jacqueline Susanne;Welsch;1963;BÜRGERBEWEGUNG;-1;Baden-Württemberg;6;2021
Christoph;Mährlein;1967;BÜRGERBEWEGUNG;-1;Baden-Württemberg;7;2021
Anna Carolin;Barta;2003;BÜRGERBEWEGUNG;-1;Baden-Württemberg;8;2021
Stefan Hilmar;Buschow;1965;BÜRGERBEWEGUNG;-1;Baden-Württemberg;9;2021
Irina;Zweifel;1971;BÜRGERBEWEGUNG;-1;Baden-Württemberg;10;2021
Thomas;Partzsch;1964;BÜRGERBEWEGUNG;-1;Baden-Württemberg;11;2021
Uwe-Friedrich;Stockinger;1960;BÜRGERBEWEGUNG;-1;Baden-Württemberg;12;2021
Fabian Manuel;Ulrich;1988;BÜRGERBEWEGUNG;-1;Baden-Württemberg;13;2021
Dirk Thorsten;Schmidt;1969;BÜRGERBEWEGUNG;-1;Baden-Württemberg;14;2021
Esad;Esmer;1982;BÜRGERBEWEGUNG;-1;Baden-Württemberg;15;2021
Detlef;Kleinecke;1964;BÜRGERBEWEGUNG;-1;Baden-Württemberg;16;2021
Frank-Thomas;Hück;1964;BÜRGERBEWEGUNG;-1;Baden-Württemberg;17;2021
Elena;Peters;1976;BÜRGERBEWEGUNG;-1;Baden-Württemberg;18;2021
Milton René Karl-Heinz;Greiner;1964;BÜRGERBEWEGUNG;-1;Baden-Württemberg;19;2021
Melanie;Schuler;1973;BÜRGERBEWEGUNG;-1;Baden-Württemberg;20;2021
Harald Christian Joachim;Wolff-Thobaben;1979;BÜRGERBEWEGUNG;-1;Baden-Württemberg;21;2021
Jürgen;Klinder;1957;BÜRGERBEWEGUNG;-1;Baden-Württemberg;22;2021
Roland;Suhr;1976;BÜRGERBEWEGUNG;-1;Baden-Württemberg;23;2021
Helmut Paul;Wessel;1953;BÜRGERBEWEGUNG;-1;Baden-Württemberg;24;2021
Ilona;Matzek;1983;BÜRGERBEWEGUNG;-1;Baden-Württemberg;25;2021
Attila;Barta;1968;BÜRGERBEWEGUNG;-1;Baden-Württemberg;26;2021
Christoph Stanislaus;Gramalla;1973;BÜRGERBEWEGUNG;-1;Baden-Württemberg;27;2021
Daniela;Jost;1976;BÜRGERBEWEGUNG;-1;Baden-Württemberg;28;2021
Paul;Mayer;1974;BÜRGERBEWEGUNG;-1;Baden-Württemberg;29;2021
Minh-Quan;Tran;1983;BÜRGERBEWEGUNG;-1;Baden-Württemberg;30;2021
Stefan;Metzger;1965;BÜRGERBEWEGUNG;-1;Baden-Württemberg;31;2021
Sven;Eckhardt;1983;BÜRGERBEWEGUNG;-1;Baden-Württemberg;32;2021
Winfried Edmund;Fundel;1969;BÜNDNIS21;-1;Baden-Württemberg;1;2021
Andrea;Germanus;1968;BÜNDNIS21;-1;Baden-Württemberg;2;2021
Dirk;Manske;1968;BÜNDNIS21;-1;Baden-Württemberg;3;2021
Sandra;Mannheim;1982;BÜNDNIS21;-1;Baden-Württemberg;4;2021
Karsten Hans Reinhold;Raynoschek;1964;BÜNDNIS21;-1;Baden-Württemberg;5;2021
Klaudio;Misselwitz;1974;BÜNDNIS21;-1;Baden-Württemberg;6;2021
Matthias;Bohn;1967;BÜNDNIS21;-1;Baden-Württemberg;7;2021
Christa Andrea Gerlinde;Muschert;1970;BÜNDNIS21;-1;Baden-Württemberg;8;2021
Rainer Engelbert;Wursthorn;1968;BÜNDNIS21;-1;Baden-Württemberg;9;2021
Thorald Kurt Rudolf;Raynoschek;1965;BÜNDNIS21;-1;Baden-Württemberg;10;2021
Andreas Lothar;Kaufmann;1967;BÜNDNIS21;-1;Baden-Württemberg;11;2021
Danilo;Facchin;1965;BÜNDNIS21;-1;Baden-Württemberg;12;2021
Daniela;Schall;1970;BÜNDNIS21;-1;Baden-Württemberg;13;2021
Antoniella;Holland;1970;BÜNDNIS21;-1;Baden-Württemberg;14;2021
Jörg Oliver;Kinkel;1970;BÜNDNIS21;-1;Baden-Württemberg;15;2021
Larissa Janine;Kinkel;2003;BÜNDNIS21;-1;Baden-Württemberg;16;2021
Martin Georg;Sander;1998;BÜNDNIS21;-1;Baden-Württemberg;17;2021
Uwe Alfred;Bäßler;1964;BÜNDNIS21;-1;Baden-Württemberg;18;2021
Markus;Mannheim;1980;BÜNDNIS21;-1;Baden-Württemberg;19;2021
Kerstin;Claus;1963;BÜNDNIS21;-1;Baden-Württemberg;20;2021
Mark;Kalnitski;1991;BÜNDNIS21;-1;Baden-Württemberg;21;2021
Iris;Pfizenmayer;1964;BÜNDNIS21;-1;Baden-Württemberg;22;2021
Dirk Peter;Holland;1963;BÜNDNIS21;-1;Baden-Württemberg;23;2021
Ulrike;Pfeffer;1973;BÜNDNIS21;-1;Baden-Württemberg;24;2021
Michael Horst Ludwig;Streitberger;1955;LKR;-1;Baden-Württemberg;1;2021
Günter;Waldraff;1958;LKR;-1;Baden-Württemberg;2;2021
Severine Barbara;Vollmer;1982;LKR;-1;Baden-Württemberg;3;2021
Frank Stefan;Negwer;1964;LKR;-1;Baden-Württemberg;4;2021
Patrick;Grünbacher;1985;LKR;-1;Baden-Württemberg;5;2021
Günther;Hückmann;1942;LKR;-1;Baden-Württemberg;6;2021
Christine;Göpfert;1965;LKR;-1;Baden-Württemberg;7;2021
Stephan Rainer;Kressibuch;1963;LKR;-1;Baden-Württemberg;8;2021
Jan-Hinrich Walter;Guse;1964;LKR;-1;Baden-Württemberg;9;2021
Valentin Jean-Jacques;Vollmer;1998;LKR;-1;Baden-Württemberg;10;2021
Nandino Werner;Vollmer;2001;LKR;-1;Baden-Württemberg;11;2021
Andreas Maximilian;Schäfer;1988;Die Humanisten;-1;Baden-Württemberg;1;2021
Christina Carmen;Wolf;1991;Die Humanisten;-1;Baden-Württemberg;2;2021
Mark Johann;Simon;1990;Die Humanisten;-1;Baden-Württemberg;3;2021
Marie-Luise;Zeitler;1982;Die Humanisten;-1;Baden-Württemberg;4;2021
Lena;Andris;1999;Die Humanisten;-1;Baden-Württemberg;5;2021
Richard;Gebauer;1994;Die Humanisten;-1;Baden-Württemberg;6;2021
Andreas Benjamin;Steinau;1993;Die Humanisten;-1;Baden-Württemberg;7;2021
Mario;Caraggiu;1991;Die Humanisten;-1;Baden-Württemberg;8;2021
Andreas Pierre;Kebschull;1992;Die Humanisten;-1;Baden-Württemberg;9;2021
Wasilios;Vlachopoulos;1993;Die Humanisten;-1;Baden-Württemberg;10;2021
Sven Peter;Haiber;1998;Die Humanisten;-1;Baden-Württemberg;11;2021
Uwe;Steinmann;1988;Die Humanisten;-1;Baden-Württemberg;12;2021
Jannik;Prinz;1993;Die Humanisten;-1;Baden-Württemberg;13;2021
Benedikt Julian;Hermann;2001;Die Humanisten;-1;Baden-Württemberg;14;2021
Hans Falk;Hertel;1961;Die Humanisten;-1;Baden-Württemberg;15;2021
Karen;Conrad;1970;Gesundheitsforschung;-1;Baden-Württemberg;1;2021
Harald Robert;Fischer;1966;Gesundheitsforschung;-1;Baden-Württemberg;2;2021
Thomas;Ludin;1973;Gesundheitsforschung;-1;Baden-Württemberg;3;2021
Elias;Klossok;1996;Gesundheitsforschung;-1;Baden-Württemberg;4;2021
Nicolai;Kilian;1982;Gesundheitsforschung;-1;Baden-Württemberg;5;2021
Philipp Albert;Ruckaberle;1992;Team Todenhöfer;-1;Baden-Württemberg;1;2021
Ieman Yusuf Ahmad;Najjar;1980;Team Todenhöfer;-1;Baden-Württemberg;2;2021
Melek;Sert;1990;Team Todenhöfer;-1;Baden-Württemberg;3;2021
Kivanc-Mert;Uguzer;1994;Team Todenhöfer;-1;Baden-Württemberg;4;2021
Ahsan Kurt;Bashir;1982;Team Todenhöfer;-1;Baden-Württemberg;5;2021
Ferhat;Aslanoǧlu;1974;Team Todenhöfer;-1;Baden-Württemberg;6;2021
Sebastian;Nitka;1984;Team Todenhöfer;-1;Baden-Württemberg;7;2021
Edgar;Hoffmann;1980;Team Todenhöfer;-1;Baden-Württemberg;8;2021
Cindy;Armstroff;1997;Team Todenhöfer;-1;Baden-Württemberg;9;2021
Ahmad;Zahra;1970;Team Todenhöfer;-1;Baden-Württemberg;10;2021
Abdullah;Sahin;1995;Team Todenhöfer;-1;Baden-Württemberg;11;2021
Terry Lee;Mccormick;1980;Team Todenhöfer;-1;Baden-Württemberg;12;2021
Jördis;Hollnagel;1971;Volt;-1;Baden-Württemberg;1;2021
Fabian;Gaukel;1996;Volt;-1;Baden-Württemberg;2;2021
Milena Ricarda;Schiller-Ninô;1991;Volt;-1;Baden-Württemberg;3;2021
Kai Robin;Stricker;1992;Volt;-1;Baden-Württemberg;4;2021
Birgit;Seibel;1971;Volt;-1;Baden-Württemberg;5;2021
Jan Peter;König;1996;Volt;-1;Baden-Württemberg;6;2021
Julia Sophie;Böcklen;1994;Volt;-1;Baden-Württemberg;7;2021
Paulo Jorge;Gregorio Alexandre;1966;Volt;-1;Baden-Württemberg;8;2021
Verena Arabella;Willaredt;1998;Volt;-1;Baden-Württemberg;9;2021
Fabian;Walenczak;1993;Volt;-1;Baden-Württemberg;10;2021
Fatima Zahra;Boussata;1999;Volt;-1;Baden-Württemberg;11;2021
Tassi;Giannikopoulos;1980;Volt;-1;Baden-Württemberg;12;2021
Anne;Lobecke;1993;Volt;-1;Baden-Württemberg;13;2021
Lukas;Siering;1998;Volt;-1;Baden-Württemberg;14;2021
Pia Sophie;Großer;2002;Volt;-1;Baden-Württemberg;15;2021
Markus;Wiedermann;1985;Volt;-1;Baden-Württemberg;16;2021
Anna;Rasputina;1992;Volt;-1;Baden-Württemberg;17;2021
Manuel Leander Bennet;Mollenhauer;1998;Volt;-1;Baden-Württemberg;18;2021
Victoria Alizia Mariella;Hellmund;1999;Volt;-1;Baden-Württemberg;19;2021
Torben;Mack;1998;Volt;-1;Baden-Württemberg;20;2021
Alexander;Dobrindt;1970;CSU;-1;Bayern;1;2021
Dorothee Gisela Renate Maria;Bär;1978;CSU;-1;Bayern;2;2021
Andreas Franz;Scheuer;1974;CSU;-1;Bayern;3;2021
Daniela;Ludwig;1975;CSU;-1;Bayern;4;2021
Hans-Peter;Friedrich;1957;CSU;-1;Bayern;5;2021
Andrea;Lindholz;1970;CSU;-1;Bayern;6;2021
Florian Peter;Hahn;1974;CSU;-1;Bayern;7;2021
Anja;Weisgerber;1976;CSU;-1;Bayern;8;2021
Stefan;Müller;1975;CSU;-1;Bayern;9;2021
Emmi;Zeulner;1987;CSU;-1;Bayern;10;2021
Michael Thomas;Kuffer;1972;CSU;-1;Bayern;11;2021
Martina;Englhardt-Kopf;1981;CSU;-1;Bayern;12;2021
Michael;Frieser;1964;CSU;-1;Bayern;13;2021
Mechthilde;Wittmann;1967;CSU;-1;Bayern;14;2021
Sebastian;Brehm;1971;CSU;-1;Bayern;15;2021
Silke;Launert;1976;CSU;-1;Bayern;16;2021
Stephan Nikolaus;Pilsinger;1987;CSU;-1;Bayern;17;2021
Katrin;Staffler;1981;CSU;-1;Bayern;18;2021
Volker Michael;Ullrich;1975;CSU;-1;Bayern;19;2021
Susanne;Hierl;1973;CSU;-1;Bayern;20;2021
Bernhard Siegfried;Loos;1955;CSU;-1;Bayern;21;2021
Stefanie;Hümpfner;1989;CSU;-1;Bayern;22;2021
Bernd-Bernhard;Fabritius;1965;CSU;-1;Bayern;23;2021
Gudrun Anna Therese;Zollner;1960;CSU;-1;Bayern;24;2021
Konrad Michael;Baur;1988;CSU;-1;Bayern;25;2021
