kurzbezeichnung;wahlkreis_id;jahr;anzahl
Gesundheitsforschung;228;2021;209
MLPD;228;2021;17
DKP;228;2021;24
dieBasis;228;2021;2737
Bündnis C;228;2021;99
III. Weg;228;2021;88
du.;228;2021;95
LKR;228;2021;23
Die Humanisten;228;2021;129
Team Todenhöfer;228;2021;458
UNABHÄNGIGE;228;2021;253
Volt;228;2021;290
CSU;229;2021;44215
SPD;229;2021;23892
AfD;229;2021;16023
FDP;229;2021;12782
GRÜNE;229;2021;12645
DIE LINKE;229;2021;3093
FREIE WÄHLER;229;2021;16475
ÖDP;229;2021;1326
Tierschutzpartei;229;2021;1233
BP;229;2021;750
Die PARTEI;229;2021;673
PIRATEN;229;2021;351
NPD;229;2021;116
V-Partei³;229;2021;83
Gesundheitsforschung;229;2021;131
MLPD;229;2021;10
DKP;229;2021;16
dieBasis;229;2021;1485
Bündnis C;229;2021;76
III. Weg;229;2021;50
du.;229;2021;53
LKR;229;2021;18
Die Humanisten;229;2021;134
Team Todenhöfer;229;2021;136
UNABHÄNGIGE;229;2021;148
Volt;229;2021;138
CSU;230;2021;45687
SPD;230;2021;19108
AfD;230;2021;16384
FDP;230;2021;12904
GRÜNE;230;2021;9495
DIE LINKE;230;2021;2487
FREIE WÄHLER;230;2021;19910
ÖDP;230;2021;1157
Tierschutzpartei;230;2021;1228
BP;230;2021;1044
Die PARTEI;230;2021;675
PIRATEN;230;2021;300
NPD;230;2021;98
V-Partei³;230;2021;84
Gesundheitsforschung;230;2021;115
MLPD;230;2021;12
DKP;230;2021;18
dieBasis;230;2021;1764
Bündnis C;230;2021;47
III. Weg;230;2021;74
du.;230;2021;49
LKR;230;2021;12
Die Humanisten;230;2021;56
Team Todenhöfer;230;2021;183
UNABHÄNGIGE;230;2021;199
Volt;230;2021;156
CSU;231;2021;46742
SPD;231;2021;19938
AfD;231;2021;17402
FDP;231;2021;11603
GRÜNE;231;2021;8964
DIE LINKE;231;2021;2468
FREIE WÄHLER;231;2021;17869
ÖDP;231;2021;1271
Tierschutzpartei;231;2021;1214
BP;231;2021;958
Die PARTEI;231;2021;892
PIRATEN;231;2021;250
NPD;231;2021;160
V-Partei³;231;2021;111
Gesundheitsforschung;231;2021;104
MLPD;231;2021;6
DKP;231;2021;15
dieBasis;231;2021;1397
Bündnis C;231;2021;41
III. Weg;231;2021;97
du.;231;2021;36
LKR;231;2021;25
Die Humanisten;231;2021;70
Team Todenhöfer;231;2021;275
UNABHÄNGIGE;231;2021;212
Volt;231;2021;123
CSU;232;2021;60430
SPD;232;2021;31547
AfD;232;2021;17958
FDP;232;2021;15067
GRÜNE;232;2021;16191
DIE LINKE;232;2021;4095
FREIE WÄHLER;232;2021;16332
ÖDP;232;2021;1298
Tierschutzpartei;232;2021;1938
BP;232;2021;872
Die PARTEI;232;2021;991
PIRATEN;232;2021;755
NPD;232;2021;166
V-Partei³;232;2021;128
Gesundheitsforschung;232;2021;221
MLPD;232;2021;20
DKP;232;2021;31
dieBasis;232;2021;2917
Bündnis C;232;2021;101
III. Weg;232;2021;98
du.;232;2021;89
LKR;232;2021;26
Die Humanisten;232;2021;121
Team Todenhöfer;232;2021;253
UNABHÄNGIGE;232;2021;438
Volt;232;2021;275
CSU;233;2021;61187
SPD;233;2021;34563
AfD;233;2021;17343
FDP;233;2021;18773
GRÜNE;233;2021;32094
DIE LINKE;233;2021;6798
FREIE WÄHLER;233;2021;16618
ÖDP;233;2021;1419
Tierschutzpartei;233;2021;1884
BP;233;2021;963
Die PARTEI;233;2021;1485
PIRATEN;233;2021;528
NPD;233;2021;101
V-Partei³;233;2021;189
Gesundheitsforschung;233;2021;178
MLPD;233;2021;21
DKP;233;2021;47
dieBasis;233;2021;2526
Bündnis C;233;2021;85
III. Weg;233;2021;54
du.;233;2021;82
LKR;233;2021;51
Die Humanisten;233;2021;196
Team Todenhöfer;233;2021;335
UNABHÄNGIGE;233;2021;243
Volt;233;2021;412
CSU;234;2021;59430
SPD;234;2021;31209
AfD;234;2021;23508
FDP;234;2021;12650
GRÜNE;234;2021;11179
DIE LINKE;234;2021;3394
FREIE WÄHLER;234;2021;25114
ÖDP;234;2021;1034
Tierschutzpartei;234;2021;1494
BP;234;2021;877
Die PARTEI;234;2021;782
PIRATEN;234;2021;368
NPD;234;2021;161
V-Partei³;234;2021;165
Gesundheitsforschung;234;2021;174
MLPD;234;2021;10
DKP;234;2021;13
dieBasis;234;2021;1538
Bündnis C;234;2021;91
III. Weg;234;2021;101
du.;234;2021;77
LKR;234;2021;83
Die Humanisten;234;2021;98
Team Todenhöfer;234;2021;161
UNABHÄNGIGE;234;2021;253
Volt;234;2021;181
CSU;235;2021;46451
SPD;235;2021;29461
AfD;235;2021;14898
FDP;235;2021;9601
GRÜNE;235;2021;9170
DIE LINKE;235;2021;2830
FREIE WÄHLER;235;2021;12067
ÖDP;235;2021;612
Tierschutzpartei;235;2021;1249
BP;235;2021;719
Die PARTEI;235;2021;651
PIRATEN;235;2021;345
NPD;235;2021;128
V-Partei³;235;2021;94
Gesundheitsforschung;235;2021;151
MLPD;235;2021;6
DKP;235;2021;13
dieBasis;235;2021;1574
Bündnis C;235;2021;70
III. Weg;235;2021;64
du.;235;2021;65
LKR;235;2021;14
Die Humanisten;235;2021;87
Team Todenhöfer;235;2021;192
UNABHÄNGIGE;235;2021;696
Volt;235;2021;148
CSU;236;2021;49463
SPD;236;2021;25698
AfD;236;2021;14284
FDP;236;2021;14336
GRÜNE;236;2021;21898
DIE LINKE;236;2021;4676
FREIE WÄHLER;236;2021;9184
ÖDP;236;2021;742
Tierschutzpartei;236;2021;1499
BP;236;2021;381
Die PARTEI;236;2021;1111
PIRATEN;236;2021;514
NPD;236;2021;127
V-Partei³;236;2021;149
Gesundheitsforschung;236;2021;211
MLPD;236;2021;50
DKP;236;2021;17
dieBasis;236;2021;2093
Bündnis C;236;2021;105
III. Weg;236;2021;108
du.;236;2021;70
LKR;236;2021;23
Die Humanisten;236;2021;173
Team Todenhöfer;236;2021;319
UNABHÄNGIGE;236;2021;262
Volt;236;2021;575
CSU;237;2021;43768
SPD;237;2021;26584
AfD;237;2021;11636
FDP;237;2021;12020
GRÜNE;237;2021;15647
DIE LINKE;237;2021;3294
FREIE WÄHLER;237;2021;8857
ÖDP;237;2021;516
Tierschutzpartei;237;2021;1306
BP;237;2021;269
Die PARTEI;237;2021;988
PIRATEN;237;2021;368
NPD;237;2021;101
V-Partei³;237;2021;120
Gesundheitsforschung;237;2021;166
MLPD;237;2021;13
DKP;237;2021;18
dieBasis;237;2021;1642
Bündnis C;237;2021;142
III. Weg;237;2021;82
du.;237;2021;71
LKR;237;2021;19
Die Humanisten;237;2021;131
Team Todenhöfer;237;2021;241
UNABHÄNGIGE;237;2021;210
Volt;237;2021;321
CSU;238;2021;39343
SPD;238;2021;31087
AfD;238;2021;12836
FDP;238;2021;10683
GRÜNE;238;2021;11459
DIE LINKE;238;2021;3118
FREIE WÄHLER;238;2021;7524
ÖDP;238;2021;673
Tierschutzpartei;238;2021;1509
BP;238;2021;188
Die PARTEI;238;2021;1144
PIRATEN;238;2021;343
NPD;238;2021;139
V-Partei³;238;2021;80
Gesundheitsforschung;238;2021;167
MLPD;238;2021;43
DKP;238;2021;7
dieBasis;238;2021;1869
Bündnis C;238;2021;109
III. Weg;238;2021;65
du.;238;2021;52
LKR;238;2021;20
Die Humanisten;238;2021;122
Team Todenhöfer;238;2021;256
UNABHÄNGIGE;238;2021;162
Volt;238;2021;162
CSU;239;2021;41308
SPD;239;2021;30426
AfD;239;2021;14560
FDP;239;2021;10552
GRÜNE;239;2021;9628
DIE LINKE;239;2021;3004
FREIE WÄHLER;239;2021;7955
ÖDP;239;2021;318
Tierschutzpartei;239;2021;1780
BP;239;2021;295
Die PARTEI;239;2021;1268
PIRATEN;239;2021;374
NPD;239;2021;172
V-Partei³;239;2021;80
Gesundheitsforschung;239;2021;164
MLPD;239;2021;16
DKP;239;2021;15
dieBasis;239;2021;1339
Bündnis C;239;2021;255
III. Weg;239;2021;109
du.;239;2021;63
LKR;239;2021;30
Die Humanisten;239;2021;106
Team Todenhöfer;239;2021;399
UNABHÄNGIGE;239;2021;228
Volt;239;2021;115
CSU;240;2021;49389
SPD;240;2021;27009
AfD;240;2021;15774
FDP;240;2021;11399
GRÜNE;240;2021;11966
DIE LINKE;240;2021;2982
FREIE WÄHLER;240;2021;10420
ÖDP;240;2021;605
Tierschutzpartei;240;2021;1548
BP;240;2021;446
Die PARTEI;240;2021;1199
PIRATEN;240;2021;429
NPD;240;2021;185
V-Partei³;240;2021;92
Gesundheitsforschung;240;2021;203
MLPD;240;2021;27
DKP;240;2021;16
dieBasis;240;2021;1718
Bündnis C;240;2021;126
III. Weg;240;2021;124
du.;240;2021;73
LKR;240;2021;32
Die Humanisten;240;2021;82
Team Todenhöfer;240;2021;214
UNABHÄNGIGE;240;2021;242
Volt;240;2021;207
CSU;241;2021;63299
SPD;241;2021;37642
AfD;241;2021;19142
FDP;241;2021;16213
GRÜNE;241;2021;22325
DIE LINKE;241;2021;4904
FREIE WÄHLER;241;2021;14738
ÖDP;241;2021;1518
Tierschutzpartei;241;2021;2218
BP;241;2021;523
Die PARTEI;241;2021;1312
PIRATEN;241;2021;1048
NPD;241;2021;359
V-Partei³;241;2021;197
Gesundheitsforschung;241;2021;261
MLPD;241;2021;24
DKP;241;2021;42
dieBasis;241;2021;4052
Bündnis C;241;2021;279
III. Weg;241;2021;98
du.;241;2021;101
LKR;241;2021;22
Die Humanisten;241;2021;145
Team Todenhöfer;241;2021;408
UNABHÄNGIGE;241;2021;367
Volt;241;2021;249
CSU;242;2021;44664
SPD;242;2021;30146
AfD;242;2021;10872
FDP;242;2021;16062
GRÜNE;242;2021;31222
DIE LINKE;242;2021;5817
FREIE WÄHLER;242;2021;7081
ÖDP;242;2021;1077
Tierschutzpartei;242;2021;1370
BP;242;2021;202
Die PARTEI;242;2021;1210
PIRATEN;242;2021;676
NPD;242;2021;102
V-Partei³;242;2021;175
Gesundheitsforschung;242;2021;153
MLPD;242;2021;31
DKP;242;2021;14
dieBasis;242;2021;2084
Bündnis C;242;2021;120
III. Weg;242;2021;61
du.;242;2021;70
LKR;242;2021;19
Die Humanisten;242;2021;220
Team Todenhöfer;242;2021;496
UNABHÄNGIGE;242;2021;235
Volt;242;2021;529
CSU;243;2021;58976
SPD;243;2021;42329
AfD;243;2021;17692
FDP;243;2021;18765
GRÜNE;243;2021;29778
DIE LINKE;243;2021;6946
FREIE WÄHLER;243;2021;9669
ÖDP;243;2021;1002
Tierschutzpartei;243;2021;2463
BP;243;2021;443
Die PARTEI;243;2021;1661
PIRATEN;243;2021;826
NPD;243;2021;180
V-Partei³;243;2021;215
Gesundheitsforschung;243;2021;238
MLPD;243;2021;43
DKP;243;2021;62
dieBasis;243;2021;3369
Bündnis C;243;2021;208
III. Weg;243;2021;129
du.;243;2021;100
LKR;243;2021;27
Die Humanisten;243;2021;291
Team Todenhöfer;243;2021;711
UNABHÄNGIGE;243;2021;356
Volt;243;2021;464
CSU;244;2021;34349
SPD;244;2021;30232
AfD;244;2021;8887
FDP;244;2021;14692
GRÜNE;244;2021;34055
DIE LINKE;244;2021;8627
FREIE WÄHLER;244;2021;3621
ÖDP;244;2021;830
Tierschutzpartei;244;2021;1662
BP;244;2021;125
Die PARTEI;244;2021;1462
PIRATEN;244;2021;784
NPD;244;2021;78
V-Partei³;244;2021;192
Gesundheitsforschung;244;2021;165
MLPD;244;2021;56
DKP;244;2021;88
dieBasis;244;2021;2310
Bündnis C;244;2021;118
III. Weg;244;2021;39
du.;244;2021;119
LKR;244;2021;31
Die Humanisten;244;2021;217
Team Todenhöfer;244;2021;887
UNABHÄNGIGE;244;2021;204
Volt;244;2021;656
CSU;245;2021;38663
SPD;245;2021;29195
AfD;245;2021;12901
FDP;245;2021;11495
GRÜNE;245;2021;17687
DIE LINKE;245;2021;4893
FREIE WÄHLER;245;2021;4433
ÖDP;245;2021;710
Tierschutzpartei;245;2021;1846
BP;245;2021;185
Die PARTEI;245;2021;1018
PIRATEN;245;2021;741
NPD;245;2021;153
V-Partei³;245;2021;137
Gesundheitsforschung;245;2021;189
MLPD;245;2021;35
DKP;245;2021;48
dieBasis;245;2021;2279
Bündnis C;245;2021;127
III. Weg;245;2021;77
du.;245;2021;80
LKR;245;2021;29
Die Humanisten;245;2021;139
Team Todenhöfer;245;2021;1066
UNABHÄNGIGE;245;2021;234
Volt;245;2021;353
CSU;246;2021;60980
SPD;246;2021;38786
AfD;246;2021;16043
FDP;246;2021;16974
GRÜNE;246;2021;26197
DIE LINKE;246;2021;4950
FREIE WÄHLER;246;2021;12601
ÖDP;246;2021;866
Tierschutzpartei;246;2021;2401
BP;246;2021;376
Die PARTEI;246;2021;1322
PIRATEN;246;2021;1056
NPD;246;2021;151
V-Partei³;246;2021;176
Gesundheitsforschung;246;2021;264
MLPD;246;2021;19
DKP;246;2021;21
dieBasis;246;2021;3696
Bündnis C;246;2021;191
III. Weg;246;2021;103
du.;246;2021;90
LKR;246;2021;63
Die Humanisten;246;2021;131
Team Todenhöfer;246;2021;541
UNABHÄNGIGE;246;2021;356
Volt;246;2021;376
CSU;247;2021;45739
SPD;247;2021;30232
AfD;247;2021;13716
FDP;247;2021;16199
GRÜNE;247;2021;20642
DIE LINKE;247;2021;4068
FREIE WÄHLER;247;2021;5718
ÖDP;247;2021;805
Tierschutzpartei;247;2021;1917
BP;247;2021;413
Die PARTEI;247;2021;1138
PIRATEN;247;2021;551
NPD;247;2021;110
V-Partei³;247;2021;151
Gesundheitsforschung;247;2021;210
MLPD;247;2021;61
DKP;247;2021;35
dieBasis;247;2021;2112
Bündnis C;247;2021;74
III. Weg;247;2021;80
du.;247;2021;120
LKR;247;2021;151
Die Humanisten;247;2021;139
Team Todenhöfer;247;2021;608
UNABHÄNGIGE;247;2021;361
Volt;247;2021;370
CSU;248;2021;65063
SPD;248;2021;30540
AfD;248;2021;18434
FDP;248;2021;15211
GRÜNE;248;2021;15874
DIE LINKE;248;2021;4820
FREIE WÄHLER;248;2021;12639
ÖDP;248;2021;777
Tierschutzpartei;248;2021;1862
BP;248;2021;476
Die PARTEI;248;2021;1416
PIRATEN;248;2021;558
NPD;248;2021;204
V-Partei³;248;2021;162
Gesundheitsforschung;248;2021;263
MLPD;248;2021;20
DKP;248;2021;25
dieBasis;248;2021;3355
Bündnis C;248;2021;143
III. Weg;248;2021;149
du.;248;2021;109
LKR;248;2021;32
Die Humanisten;248;2021;113
Team Todenhöfer;248;2021;206
UNABHÄNGIGE;248;2021;418
Volt;248;2021;236
CSU;249;2021;54097
SPD;249;2021;32771
AfD;249;2021;13918
FDP;249;2021;14151
GRÜNE;249;2021;17806
DIE LINKE;249;2021;3685
FREIE WÄHLER;249;2021;10496
ÖDP;249;2021;772
Tierschutzpartei;249;2021;2042
BP;249;2021;379
Die PARTEI;249;2021;1157
PIRATEN;249;2021;487
NPD;249;2021;135
V-Partei³;249;2021;184
Gesundheitsforschung;249;2021;240
MLPD;249;2021;31
DKP;249;2021;24
dieBasis;249;2021;2895
Bündnis C;249;2021;129
III. Weg;249;2021;116
du.;249;2021;122
LKR;249;2021;96
Die Humanisten;249;2021;98
Team Todenhöfer;249;2021;528
UNABHÄNGIGE;249;2021;386
Volt;249;2021;322
CSU;250;2021;54441
SPD;250;2021;30482
AfD;250;2021;15687
FDP;250;2021;15039
GRÜNE;250;2021;17085
DIE LINKE;250;2021;4928
FREIE WÄHLER;250;2021;9119
ÖDP;250;2021;657
Tierschutzpartei;250;2021;1817
BP;250;2021;523
Die PARTEI;250;2021;1137
PIRATEN;250;2021;574
NPD;250;2021;155
V-Partei³;250;2021;183
Gesundheitsforschung;250;2021;191
MLPD;250;2021;52
DKP;250;2021;19
dieBasis;250;2021;2470
Bündnis C;250;2021;115
III. Weg;250;2021;92
du.;250;2021;106
LKR;250;2021;35
Die Humanisten;250;2021;123
Team Todenhöfer;250;2021;510
UNABHÄNGIGE;250;2021;503
Volt;250;2021;309
CSU;251;2021;55957
SPD;251;2021;37079
AfD;251;2021;12220
FDP;251;2021;19230
GRÜNE;251;2021;35634
DIE LINKE;251;2021;7027
FREIE WÄHLER;251;2021;6871
ÖDP;251;2021;1098
Tierschutzpartei;251;2021;2091
BP;251;2021;279
Die PARTEI;251;2021;1431
PIRATEN;251;2021;665
NPD;251;2021;115
V-Partei³;251;2021;216
Gesundheitsforschung;251;2021;233
MLPD;251;2021;27
DKP;251;2021;39
dieBasis;251;2021;2310
Bündnis C;251;2021;125
III. Weg;251;2021;64
du.;251;2021;133
LKR;251;2021;41
Die Humanisten;251;2021;307
Team Todenhöfer;251;2021;433
UNABHÄNGIGE;251;2021;401
Volt;251;2021;676
CSU;252;2021;38653
SPD;252;2021;29200
AfD;252;2021;13888
FDP;252;2021;16969
GRÜNE;252;2021;28971
DIE LINKE;252;2021;6952
FREIE WÄHLER;252;2021;6446
ÖDP;252;2021;936
Tierschutzpartei;252;2021;1624
BP;252;2021;472
Die PARTEI;252;2021;1683
PIRATEN;252;2021;578
NPD;252;2021;90
V-Partei³;252;2021;479
Gesundheitsforschung;252;2021;178
MLPD;252;2021;98
DKP;252;2021;30
dieBasis;252;2021;3092
Bündnis C;252;2021;116
III. Weg;252;2021;62
du.;252;2021;91
LKR;252;2021;38
Die Humanisten;252;2021;173
Team Todenhöfer;252;2021;802
UNABHÄNGIGE;252;2021;250
Volt;252;2021;589
CSU;253;2021;67883
SPD;253;2021;33405
AfD;253;2021;19481
FDP;253;2021;22301
GRÜNE;253;2021;26207
DIE LINKE;253;2021;4176
FREIE WÄHLER;253;2021;16595
ÖDP;253;2021;1387
Tierschutzpartei;253;2021;2250
BP;253;2021;949
Die PARTEI;253;2021;1318
PIRATEN;253;2021;600
NPD;253;2021;143
V-Partei³;253;2021;384
Gesundheitsforschung;253;2021;245
MLPD;253;2021;46
DKP;253;2021;43
dieBasis;253;2021;4239
Bündnis C;253;2021;181
III. Weg;253;2021;81
du.;253;2021;98
LKR;253;2021;41
Die Humanisten;253;2021;160
Team Todenhöfer;253;2021;540
UNABHÄNGIGE;253;2021;482
Volt;253;2021;432
CSU;254;2021;54929
SPD;254;2021;25784
AfD;254;2021;17135
FDP;254;2021;15593
GRÜNE;254;2021;14911
DIE LINKE;254;2021;2855
FREIE WÄHLER;254;2021;14973
ÖDP;254;2021;868
Tierschutzpartei;254;2021;1488
BP;254;2021;648
Die PARTEI;254;2021;891
PIRATEN;254;2021;627
NPD;254;2021;176
V-Partei³;254;2021;254
Gesundheitsforschung;254;2021;184
MLPD;254;2021;14
DKP;254;2021;20
dieBasis;254;2021;3432
Bündnis C;254;2021;121
III. Weg;254;2021;94
du.;254;2021;70
LKR;254;2021;106
Die Humanisten;254;2021;78
Team Todenhöfer;254;2021;262
UNABHÄNGIGE;254;2021;496
Volt;254;2021;206
CSU;255;2021;59028
SPD;255;2021;31900
AfD;255;2021;22293
FDP;255;2021;22019
GRÜNE;255;2021;20764
DIE LINKE;255;2021;4410
FREIE WÄHLER;255;2021;13772
ÖDP;255;2021;1212
Tierschutzpartei;255;2021;2716
BP;255;2021;715
Die PARTEI;255;2021;1274
PIRATEN;255;2021;927
NPD;255;2021;276
V-Partei³;255;2021;193
Gesundheitsforschung;255;2021;256
MLPD;255;2021;22
DKP;255;2021;31
dieBasis;255;2021;3308
Bündnis C;255;2021;249
III. Weg;255;2021;114
du.;255;2021;89
LKR;255;2021;48
Die Humanisten;255;2021;170
Team Todenhöfer;255;2021;915
UNABHÄNGIGE;255;2021;487
Volt;255;2021;526
CSU;256;2021;55017
SPD;256;2021;29910
AfD;256;2021;14350
FDP;256;2021;20953
GRÜNE;256;2021;27393
DIE LINKE;256;2021;5043
FREIE WÄHLER;256;2021;14970
ÖDP;256;2021;1253
Tierschutzpartei;256;2021;1959
BP;256;2021;519
Die PARTEI;256;2021;1371
PIRATEN;256;2021;515
NPD;256;2021;94
V-Partei³;256;2021;306
Gesundheitsforschung;256;2021;184
MLPD;256;2021;15
DKP;256;2021;30
dieBasis;256;2021;5209
Bündnis C;256;2021;186
III. Weg;256;2021;76
du.;256;2021;104
LKR;256;2021;30
Die Humanisten;256;2021;136
Team Todenhöfer;256;2021;476
UNABHÄNGIGE;256;2021;285
Volt;256;2021;357
CSU;257;2021;62635
SPD;257;2021;30914
AfD;257;2021;19779
FDP;257;2021;21561
GRÜNE;257;2021;23712
DIE LINKE;257;2021;5007
FREIE WÄHLER;257;2021;17985
ÖDP;257;2021;1948
Tierschutzpartei;257;2021;2086
BP;257;2021;1033
Die PARTEI;257;2021;1416
PIRATEN;257;2021;767
NPD;257;2021;214
V-Partei³;257;2021;307
Gesundheitsforschung;257;2021;208
MLPD;257;2021;22
DKP;257;2021;25
dieBasis;257;2021;5832
Bündnis C;257;2021;347
III. Weg;257;2021;100
du.;257;2021;125
LKR;257;2021;31
Die Humanisten;257;2021;163
Team Todenhöfer;257;2021;685
UNABHÄNGIGE;257;2021;407
Volt;257;2021;334
CDU;258;2021;31536
SPD;258;2021;31003
GRÜNE;258;2021;44559
FDP;258;2021;26036
AfD;258;2021;6591
DIE LINKE;258;2021;8127
Tierschutzpartei;258;2021;1271
Die PARTEI;258;2021;1315
FREIE WÄHLER;258;2021;1088
PIRATEN;258;2021;594
ÖDP;258;2021;344
NPD;258;2021;32
DiB;258;2021;158
MLPD;258;2021;88
DKP;258;2021;46
dieBasis;258;2021;1821
Bündnis C;258;2021;169
BÜRGERBEWEGUNG;258;2021;127
BÜNDNIS21;258;2021;22
LKR;258;2021;19
Die Humanisten;258;2021;207
Gesundheitsforschung;258;2021;69
Team Todenhöfer;258;2021;706
Volt;258;2021;910
BüSo;258;2021;0
CDU;259;2021;28403
SPD;259;2021;30198
GRÜNE;259;2021;28221
FDP;259;2021;20273
AfD;259;2021;9541
DIE LINKE;259;2021;6739
Tierschutzpartei;259;2021;1368
Die PARTEI;259;2021;1216
FREIE WÄHLER;259;2021;1206
PIRATEN;259;2021;571
ÖDP;259;2021;293
NPD;259;2021;64
DiB;259;2021;119
MLPD;259;2021;142
DKP;259;2021;58
dieBasis;259;2021;1589
Bündnis C;259;2021;153
BÜRGERBEWEGUNG;259;2021;193
BÜNDNIS21;259;2021;35
LKR;259;2021;19
Die Humanisten;259;2021;163
Gesundheitsforschung;259;2021;97
Team Todenhöfer;259;2021;1446
Volt;259;2021;589
BüSo;259;2021;0
CDU;260;2021;50675
SPD;260;2021;39955
GRÜNE;260;2021;32594
FDP;260;2021;35082
AfD;260;2021;16810
DIE LINKE;260;2021;5141
Tierschutzpartei;260;2021;1767
Die PARTEI;260;2021;1447
FREIE WÄHLER;260;2021;3306
PIRATEN;260;2021;691
ÖDP;260;2021;442
NPD;260;2021;150
DiB;260;2021;197
MLPD;260;2021;97
DKP;260;2021;34
dieBasis;260;2021;2593
Bündnis C;260;2021;471
BÜRGERBEWEGUNG;260;2021;246
BÜNDNIS21;260;2021;67
LKR;260;2021;48
Die Humanisten;260;2021;197
Gesundheitsforschung;260;2021;183
Team Todenhöfer;260;2021;1267
Volt;260;2021;654
CDU;261;2021;33175
SPD;261;2021;29852
GRÜNE;261;2021;23902
FDP;261;2021;20901
AfD;261;2021;9733
DIE LINKE;261;2021;4063
Tierschutzpartei;261;2021;1457
Die PARTEI;261;2021;1113
FREIE WÄHLER;261;2021;1969
PIRATEN;261;2021;395
ÖDP;261;2021;329
NPD;261;2021;82
DiB;261;2021;91
MLPD;261;2021;95
DKP;261;2021;21
dieBasis;261;2021;1928
Bündnis C;261;2021;185
BÜRGERBEWEGUNG;261;2021;120
BÜNDNIS21;261;2021;25
LKR;261;2021;29
Die Humanisten;261;2021;186
Gesundheitsforschung;261;2021;161
Team Todenhöfer;261;2021;943
Volt;261;2021;366
CDU;262;2021;42826
SPD;262;2021;33995
GRÜNE;262;2021;27702
FDP;262;2021;28807
AfD;262;2021;14327
DIE LINKE;262;2021;4357
Tierschutzpartei;262;2021;1898
Die PARTEI;262;2021;1442
FREIE WÄHLER;262;2021;2704
PIRATEN;262;2021;576
ÖDP;262;2021;384
NPD;262;2021;122
DiB;262;2021;250
MLPD;262;2021;55
DKP;262;2021;32
dieBasis;262;2021;2773
Bündnis C;262;2021;467
BÜRGERBEWEGUNG;262;2021;209
BÜNDNIS21;262;2021;63
LKR;262;2021;45
Die Humanisten;262;2021;139
Gesundheitsforschung;262;2021;182
Team Todenhöfer;262;2021;890
Volt;262;2021;325
CDU;263;2021;35079
SPD;263;2021;31422
GRÜNE;263;2021;16916
FDP;263;2021;21723
AfD;263;2021;15412
DIE LINKE;263;2021;3338
Tierschutzpartei;263;2021;1660
Die PARTEI;263;2021;1176
FREIE WÄHLER;263;2021;2525
PIRATEN;263;2021;504
ÖDP;263;2021;293
NPD;263;2021;150
DiB;263;2021;122
MLPD;263;2021;59
DKP;263;2021;16
dieBasis;263;2021;2340
Bündnis C;263;2021;158
BÜRGERBEWEGUNG;263;2021;177
BÜNDNIS21;263;2021;55
LKR;263;2021;31
Die Humanisten;263;2021;85
Gesundheitsforschung;263;2021;161
Team Todenhöfer;263;2021;685
Volt;263;2021;336
CDU;264;2021;44987
SPD;264;2021;37753
GRÜNE;264;2021;27098
FDP;264;2021;30999
AfD;264;2021;15474
DIE LINKE;264;2021;5001
Tierschutzpartei;264;2021;1958
Die PARTEI;264;2021;1495
FREIE WÄHLER;264;2021;2452
PIRATEN;264;2021;902
ÖDP;264;2021;473
NPD;264;2021;121
DiB;264;2021;187
MLPD;264;2021;77
DKP;264;2021;39
dieBasis;264;2021;3477
Bündnis C;264;2021;402
BÜRGERBEWEGUNG;264;2021;201
BÜNDNIS21;264;2021;43
LKR;264;2021;44
Die Humanisten;264;2021;166
Gesundheitsforschung;264;2021;178
Team Todenhöfer;264;2021;768
Volt;264;2021;454
CDU;265;2021;42297
SPD;265;2021;37284
GRÜNE;265;2021;31433
FDP;265;2021;27611
AfD;265;2021;14313
DIE LINKE;265;2021;5275
Tierschutzpartei;265;2021;1743
Die PARTEI;265;2021;1462
FREIE WÄHLER;265;2021;2765
PIRATEN;265;2021;615
ÖDP;265;2021;554
NPD;265;2021;120
DiB;265;2021;149
MLPD;265;2021;82
DKP;265;2021;30
dieBasis;265;2021;2514
Bündnis C;265;2021;293
BÜRGERBEWEGUNG;265;2021;241
BÜNDNIS21;265;2021;51
LKR;265;2021;45
Die Humanisten;265;2021;183
Gesundheitsforschung;265;2021;136
Team Todenhöfer;265;2021;1120
Volt;265;2021;526
CDU;266;2021;46315
SPD;266;2021;41369
GRÜNE;266;2021;29048
FDP;266;2021;30783
AfD;266;2021;18702
DIE LINKE;266;2021;4851
Tierschutzpartei;266;2021;2054
Die PARTEI;266;2021;1719
FREIE WÄHLER;266;2021;3248
PIRATEN;266;2021;619
ÖDP;266;2021;592
NPD;266;2021;220
DiB;266;2021;250
MLPD;266;2021;30
DKP;266;2021;21
dieBasis;266;2021;3078
Bündnis C;266;2021;384
BÜRGERBEWEGUNG;266;2021;283
BÜNDNIS21;266;2021;57
LKR;266;2021;46
Die Humanisten;266;2021;174
Gesundheitsforschung;266;2021;223
Team Todenhöfer;266;2021;809
Volt;266;2021;561
CDU;267;2021;43325
SPD;267;2021;40961
GRÜNE;267;2021;23476
FDP;267;2021;29386
AfD;267;2021;23828
DIE LINKE;267;2021;5137
Tierschutzpartei;267;2021;2076
Die PARTEI;267;2021;2041
FREIE WÄHLER;267;2021;3278
PIRATEN;267;2021;606
ÖDP;267;2021;527
NPD;267;2021;314
DiB;267;2021;140
MLPD;267;2021;106
DKP;267;2021;28
dieBasis;267;2021;2857
Bündnis C;267;2021;437
BÜRGERBEWEGUNG;267;2021;217
BÜNDNIS21;267;2021;73
