Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;jahr
Oskar Christian Wolfgang;Sommerfeldt;1981;EB: Sommerfeldt;München-West/Mitte;-1;-1;2021
Florian Peter;Hahn;1974;CSU;München-Land;-1;-1;2021
Korbinian Nicholas;Rüger;1988;SPD;München-Land;-1;-1;2021
Gerold Joachim;Otten;1955;AfD;München-Land;-1;-1;2021
Axel;Schmidt;1967;FDP;München-Land;-1;-1;2021
Anton Gerhard;Hofreiter;1970;GRÜNE;München-Land;-1;-1;2021
Katinka Regina Maria;Burz;1981;DIE LINKE;München-Land;-1;-1;2021
Gerhard;Kißlinger;1970;FREIE WÄHLER;München-Land;-1;-1;2021
Yannick Georg;Rouault;1993;ÖDP;München-Land;-1;-1;2021
Manfred Michael;Kellberger;1952;Tierschutzpartei;München-Land;-1;-1;2021
Stefanie Brigitte;Ruck;1986;BP;München-Land;-1;-1;2021
Bernhard;Senft;1996;Die PARTEI;München-Land;-1;-1;2021
Stefan;Rode;1969;dieBasis;München-Land;-1;-1;2021
Daniela;Ludwig;1975;CSU;Rosenheim;-1;-1;2021
Pankraz;Schaberl;1986;SPD;Rosenheim;-1;-1;2021
Andreas Michael;Kohlberger;1969;AfD;Rosenheim;-1;-1;2021
Michael;Linnerer;1980;FDP;Rosenheim;-1;-1;2021
Victoria;Broßart;1992;GRÜNE;Rosenheim;-1;-1;2021
Ates Nils;Gürpinar;1984;DIE LINKE;Rosenheim;-1;-1;2021
Gerhard;Schloots;1956;FREIE WÄHLER;Rosenheim;-1;-1;2021
Ludwig;Maier;1961;ÖDP;Rosenheim;-1;-1;2021
Stephan;Fröhlich;1969;BP;Rosenheim;-1;-1;2021
Nikolaus;Starkmeth;1953;Die PARTEI;Rosenheim;-1;-1;2021
Nino;Kornhaß;1988;dieBasis;Rosenheim;-1;-1;2021
Gerald;Strickner;1953;BüSo;Rosenheim;-1;-1;2021
Alexander Gamal;Radwan;1964;CSU;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Hannes Hartmut;Gräbner;1967;SPD;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Béatrice;Vesterling;1961;FDP;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Karl;Bär;1985;GRÜNE;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Erich Horst;Utz;1959;DIE LINKE;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Christian;Kaul;1963;FREIE WÄHLER;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Jan-Philipp;Olfen;1998;ÖDP;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Marinus;Thurnhuber;1959;BP;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Florian Timm;Merkl;1970;Die PARTEI;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Susanne Elisabeth;Ehlers;1965;dieBasis;Bad Tölz-Wolfratshausen – Miesbach;-1;-1;2021
Michael;Kießling;1973;CSU;Starnberg – Landsberg am Lech;-1;-1;2021
Carmen;Wegge;1989;SPD;Starnberg – Landsberg am Lech;-1;-1;2021
Rainer;Groß;1960;AfD;Starnberg – Landsberg am Lech;-1;-1;2021
Britta;Hundesrügge;1967;FDP;Starnberg – Landsberg am Lech;-1;-1;2021
Martina;Neubauer;1963;GRÜNE;Starnberg – Landsberg am Lech;-1;-1;2021
Simone;Ketterl;1988;DIE LINKE;Starnberg – Landsberg am Lech;-1;-1;2021
Rasso Franz-Christoph Wesley;Rebay von Ehrenwiesen;1966;FREIE WÄHLER;Starnberg – Landsberg am Lech;-1;-1;2021
Stella;Sadowsky;1985;ÖDP;Starnberg – Landsberg am Lech;-1;-1;2021
Christoph;Raab;1976;Die PARTEI;Starnberg – Landsberg am Lech;-1;-1;2021
Cornelia;Fiegel;1996;V-Partei³;Starnberg – Landsberg am Lech;-1;-1;2021
Manfred;Heinlein;1952;dieBasis;Starnberg – Landsberg am Lech;-1;-1;2021
Joachim;Nibbe;1960;Volt;Starnberg – Landsberg am Lech;-1;-1;2021
Peter;Ramsauer;1954;CSU;Traunstein;-1;-1;2021
Bärbel;Kofler;1967;SPD;Traunstein;-1;-1;2021
Horst Joachim;Bernshausen;1947;AfD;Traunstein;-1;-1;2021
Patrick Georg;Weiß;1996;FDP;Traunstein;-1;-1;2021
Wolfgang;Ehrenlechner;1981;GRÜNE;Traunstein;-1;-1;2021
Leon;Buchwald;1995;DIE LINKE;Traunstein;-1;-1;2021
Andrea;Wittmann;1973;FREIE WÄHLER;Traunstein;-1;-1;2021
Bruno;Siglreitmaier jun.;1960;ÖDP;Traunstein;-1;-1;2021
Stefan Siegfried;Glas;1961;BP;Traunstein;-1;-1;2021
Marie Chantal;Stefan;2001;Die PARTEI;Traunstein;-1;-1;2021
Martin Josef;Hartmann;1983;dieBasis;Traunstein;-1;-1;2021
Sebastian;Oberholzner;1975;LKR;Traunstein;-1;-1;2021
Felicitas Christa Rudolfine;Englisch;1953;EB: Englisch;Traunstein;-1;-1;2021
Alexander;Dobrindt;1970;CSU;Weilheim;-1;-1;2021
Sigrid Elisabeth;Meierhofer;1955;SPD;Weilheim;-1;-1;2021
Rose Gerrit;Huy;1953;AfD;Weilheim;-1;-1;2021
Karl Martin;Sielmann;1961;FDP;Weilheim;-1;-1;2021
Elisabeth Victoria Sophie;Löwenbourg-Brzezinski;1984;GRÜNE;Weilheim;-1;-1;2021
Rolf;Walther;1946;DIE LINKE;Weilheim;-1;-1;2021
Arnold Günther;Reuss;1982;FREIE WÄHLER;Weilheim;-1;-1;2021
Maiken;Winter;1968;ÖDP;Weilheim;-1;-1;2021
Johann;Gattinger;1949;BP;Weilheim;-1;-1;2021
Juina;Wessel;1962;dieBasis;Weilheim;-1;-1;2021
Werner;Knigge;1960;Volt;Weilheim;-1;-1;2021
Ricard;Ryssel;1972;EB: Ryssel;Weilheim;-1;-1;2021
Thomas Maximilian;Erndl;1974;CSU;Deggendorf;-1;-1;2021
Rita Andrea;Hagl-Kehl;1970;SPD;Deggendorf;-1;-1;2021
Hans;Fellner;1966;AfD;Deggendorf;-1;-1;2021
Muhanad;Al-Halak;1989;FDP;Deggendorf;-1;-1;2021
Matthias Werner;Schwinger;1989;GRÜNE;Deggendorf;-1;-1;2021
Melanie Rosa;Demmelhuber;1999;DIE LINKE;Deggendorf;-1;-1;2021
Martin Werner;Behringer;1971;FREIE WÄHLER;Deggendorf;-1;-1;2021
Rolf Wilfrid;Sihr;1964;ÖDP;Deggendorf;-1;-1;2021
Thomas;Pfeffer;1989;BP;Deggendorf;-1;-1;2021
Janina;Nizik;1989;Die PARTEI;Deggendorf;-1;-1;2021
Josef Michael;Reichardt;1986;PIRATEN;Deggendorf;-1;-1;2021
Johann;Kiermaier;1964;V-Partei³;Deggendorf;-1;-1;2021
Lothar Englbert;Wandtner;1965;dieBasis;Deggendorf;-1;-1;2021
Florian;Oßner;1980;CSU;Landshut;-1;-1;2021
Vincent;Hogenkamp;1996;SPD;Landshut;-1;-1;2021
Elena;Fritz;1986;AfD;Landshut;-1;-1;2021
Nicole Anna Elisabeth;Bauer;1987;FDP;Landshut;-1;-1;2021
Maria Katharina Elisabeth;Krieger;1985;GRÜNE;Landshut;-1;-1;2021
Veronika;Lackerbauer;1981;DIE LINKE;Landshut;-1;-1;2021
Kerstin Maria;Haimerl-Kunze;1970;FREIE WÄHLER;Landshut;-1;-1;2021
Bernd;Wimmer;1970;ÖDP;Landshut;-1;-1;2021
Gertraud Maria Magdalena;Götz-Volkmann;1959;Tierschutzpartei;Landshut;-1;-1;2021
Robert Franz;Neuhauser;1956;BP;Landshut;-1;-1;2021
Marion;Schmidt;1954;dieBasis;Landshut;-1;-1;2021
Robert;Manz;1977;EB: Manz;Landshut;-1;-1;2021
Gerhard Christian;Pettenkofer;1957;EB: Pettenkofer;Landshut;-1;-1;2021
Andreas Franz;Scheuer;1974;CSU;Passau;-1;-1;2021
Johannes;Schätzl;1993;SPD;Passau;-1;-1;2021
Ralf;Stadler;1964;AfD;Passau;-1;-1;2021
Martin;Probst;1992;FDP;Passau;-1;-1;2021
Stefanie Maria;Auer;1986;GRÜNE;Passau;-1;-1;2021
Josef;Ilsanker;1975;DIE LINKE;Passau;-1;-1;2021
Roswitha Erna;Toso;1963;FREIE WÄHLER;Passau;-1;-1;2021
Johanna;Seitz;2001;ÖDP;Passau;-1;-1;2021
Christian;Boiger;1993;Die PARTEI;Passau;-1;-1;2021
Leo;Frankl;1960;dieBasis;Passau;-1;-1;2021
Michael;Ziegelmeir;1994;Die Humanisten;Passau;-1;-1;2021
Max;Straubinger;1954;CSU;Rottal-Inn;-1;-1;2021
Severin Johannes Antonin;Eder;1992;SPD;Rottal-Inn;-1;-1;2021
Stephan;Protschka;1977;AfD;Rottal-Inn;-1;-1;2021
Claus Peter;Rothlehner;1981;FDP;Rottal-Inn;-1;-1;2021
Marlene Edeltraud;Schönberger;1990;GRÜNE;Rottal-Inn;-1;-1;2021
Rudolf;Schöberl;1955;DIE LINKE;Rottal-Inn;-1;-1;2021
Werner;Schießl;1968;FREIE WÄHLER;Rottal-Inn;-1;-1;2021
Daniela;Blankenburg;1976;ÖDP;Rottal-Inn;-1;-1;2021
Anton;Maller;1957;BP;Rottal-Inn;-1;-1;2021
Robert;Tolksdorf;1988;Die PARTEI;Rottal-Inn;-1;-1;2021
Eva Maria;Ströhm;1965;dieBasis;Rottal-Inn;-1;-1;2021
Alois Georg Josef;Rainer;1965;CSU;Straubing;-1;-1;2021
Dennis Thomas;Schötz;1994;SPD;Straubing;-1;-1;2021
Corinna;Miazga;1983;AfD;Straubing;-1;-1;2021
Klaus Eugen;Herpel;1962;FDP;Straubing;-1;-1;2021
Erhard;Grundl;1963;GRÜNE;Straubing;-1;-1;2021
Maximilian;Spielbauer;1996;DIE LINKE;Straubing;-1;-1;2021
Helmut Michael;Muhr;1987;FREIE WÄHLER;Straubing;-1;-1;2021
Michael Ludwig;Hirtreiter;1982;ÖDP;Straubing;-1;-1;2021
Thomas Josef;Schmid;1979;BP;Straubing;-1;-1;2021
Marco Michael;Schimpfhauser;1979;Die PARTEI;Straubing;-1;-1;2021
Tobias Markus;Huf;1996;dieBasis;Straubing;-1;-1;2021
Johann Otto;Janik;1964;Team Todenhöfer;Straubing;-1;-1;2021
Thomas;Knott;1968;EB: Knott;Straubing;-1;-1;2021
Susanne;Hierl;1973;CSU;Amberg;-1;-1;2021
Johannes Leo;Foitzik;1960;SPD;Amberg;-1;-1;2021
Peter Christian Pascal;Boehringer;1969;AfD;Amberg;-1;-1;2021
Nils Jan;Gründer;1997;FDP;Amberg;-1;-1;2021
Karl-Heinz;Herbst;1958;GRÜNE;Amberg;-1;-1;2021
Markus Alexander;Sendelbeck;1984;DIE LINKE;Amberg;-1;-1;2021
Daisy;Miranda;2000;FREIE WÄHLER;Amberg;-1;-1;2021
Susanne Maria;Witt;1969;ÖDP;Amberg;-1;-1;2021
Alwin;Baumert;1965;dieBasis;Amberg;-1;-1;2021
Nikolaus;Gradl;1956;EB: Gradl;Amberg;-1;-1;2021
Peter;Aumer;1976;CSU;Regensburg;-1;-1;2021
Carolin;Wagner;1982;SPD;Regensburg;-1;-1;2021
Dieter;Arnold;1973;AfD;Regensburg;-1;-1;2021
Ulrich;Lechte;1977;FDP;Regensburg;-1;-1;2021
Stefan;Schmidt;1981;GRÜNE;Regensburg;-1;-1;2021
Eva-Maria Elisabeth;Schreiber;1958;DIE LINKE;Regensburg;-1;-1;2021
Rainer-Michael;Rößler;1985;FREIE WÄHLER;Regensburg;-1;-1;2021
Robert;Fischer;1988;ÖDP;Regensburg;-1;-1;2021
Andreas Thomas;Schambeck;1981;BP;Regensburg;-1;-1;2021
Romy;Freund;1988;Die PARTEI;Regensburg;-1;-1;2021
Jörg Gerhard;Brunschweiger;1979;dieBasis;Regensburg;-1;-1;2021
Roland Heinrich;Gruber;1966;LKR;Regensburg;-1;-1;2021
Jakob;Friedl;1979;EB: Friedl;Regensburg;-1;-1;2021
Martina;Englhardt-Kopf;1981;CSU;Schwandorf;-1;-1;2021
Marianne;Schieder;1962;SPD;Schwandorf;-1;-1;2021
Wolfgang;Pöschl;1964;AfD;Schwandorf;-1;-1;2021
Ines;Tegtmeier;1970;FDP;Schwandorf;-1;-1;2021
Tina;Winklmann;1980;GRÜNE;Schwandorf;-1;-1;2021
Manfred;Preischl;1961;DIE LINKE;Schwandorf;-1;-1;2021
Christian Benedikt;Schindler;1993;FREIE WÄHLER;Schwandorf;-1;-1;2021
Sönke;Siebold;1971;ÖDP;Schwandorf;-1;-1;2021
Constanze Maria;Beck;1970;V-Partei³;Schwandorf;-1;-1;2021
Andreas Markus;Duschinger;1973;dieBasis;Schwandorf;-1;-1;2021
Thomas;Faltermeier;1969;LKR;Schwandorf;-1;-1;2021
Albert Robert;Rupprecht;1968;CSU;Weiden;-1;-1;2021
Ulrich Peter;Grötsch;1975;SPD;Weiden;-1;-1;2021
Manfred Leonhard;Schiller;1961;AfD;Weiden;-1;-1;2021
Silke;Klotz;1973;FDP;Weiden;-1;-1;2021
Anneliese;Droste;1967;GRÜNE;Weiden;-1;-1;2021
Christian Claus;Weidner;1969;DIE LINKE;Weiden;-1;-1;2021
Tobias Anton;Groß;1981;FREIE WÄHLER;Weiden;-1;-1;2021
Christian;Wallmeyer;1973;ÖDP;Weiden;-1;-1;2021
Roland Peter;Bayer;1977;BP;Weiden;-1;-1;2021
Dietmar Rudolf;Assel;1966;dieBasis;Weiden;-1;-1;2021
Helmut Richard Andreas;Bauer;1959;EB: Bauer;Weiden;-1;-1;2021
Konrad Willibald;Dippel;1971;EB: Dippel;Weiden;-1;-1;2021
Thomas;Silberhorn;1968;CSU;Bamberg;-1;-1;2021
Andreas;Schwarz;1965;SPD;Bamberg;-1;-1;2021
Michael Adam;Weiß;1969;AfD;Bamberg;-1;-1;2021
Sven Wilhelm;Bachmann;1975;FDP;Bamberg;-1;-1;2021
Lisa Hildegard;Badum;1983;GRÜNE;Bamberg;-1;-1;2021
Jan;Jaegers;1995;DIE LINKE;Bamberg;-1;-1;2021
Jens;Herzog;1982;FREIE WÄHLER;Bamberg;-1;-1;2021
Lisa;Lösel;1998;ÖDP;Bamberg;-1;-1;2021
Thomas;Dotzler;1965;BP;Bamberg;-1;-1;2021
Paul;Mari;2002;Die PARTEI;Bamberg;-1;-1;2021
Therese;Gmelch;1955;MLPD;Bamberg;-1;-1;2021
Sabine;Wezel;1966;dieBasis;Bamberg;-1;-1;2021
Hans-Günter;Brünker;1967;Volt;Bamberg;-1;-1;2021
Andreas;Roensch;1977;EB: Roensch;Bamberg;-1;-1;2021
Silke;Launert;1976;CSU;Bayreuth;-1;-1;2021
Anette;Kramme;1967;SPD;Bayreuth;-1;-1;2021
Tobias Matthias;Peterka;1982;AfD;Bayreuth;-1;-1;2021
Thomas;Hacker;1967;FDP;Bayreuth;-1;-1;2021
Susanne Iris;Bauer;1977;GRÜNE;Bayreuth;-1;-1;2021
Sven;Schröder;1983;DIE LINKE;Bayreuth;-1;-1;2021
Corey Allen;Dressendörfer;1988;FREIE WÄHLER;Bayreuth;-1;-1;2021
Dominic Ernst;Hopp;1990;ÖDP;Bayreuth;-1;-1;2021
Florens Jonas;Weiß;1982;Die PARTEI;Bayreuth;-1;-1;2021
Markus Andreas;Engel;1962;dieBasis;Bayreuth;-1;-1;2021
Jonas Alexander Tecumseh;Geissler;1984;CSU;Coburg;-1;-1;2021
Ramona;Brehm;1990;SPD;Coburg;-1;-1;2021
Sebastian Johannes;Görtler;1984;AfD;Coburg;-1;-1;2021
Jens-Uwe;Peter;1983;FDP;Coburg;-1;-1;2021
Johannes;Wagner;1991;GRÜNE;Coburg;-1;-1;2021
Ulf;Wunderlich;1998;DIE LINKE;Coburg;-1;-1;2021
Rainer;Möbus;1962;FREIE WÄHLER;Coburg;-1;-1;2021
Tristan Peter;Wolf;1990;ÖDP;Coburg;-1;-1;2021
Andre Mike;Wächter;1973;BP;Coburg;-1;-1;2021
Tim Harald;Ströhlein;1989;Die PARTEI;Coburg;-1;-1;2021
Stefan Klaus;Engel;1954;MLPD;Coburg;-1;-1;2021
Nicole;Fredriksen;1977;dieBasis;Coburg;-1;-1;2021
Hans-Peter;Friedrich;1957;CSU;Hof;-1;-1;2021
Jörg Mathias;Nürnberger;1967;SPD;Hof;-1;-1;2021
Gerd Siegfried;Kögler;1967;AfD;Hof;-1;-1;2021
Gabriel;Wölfel;1998;FDP;Hof;-1;-1;2021
Ralf;Reusch;1963;GRÜNE;Hof;-1;-1;2021
Janson;Damasceno da Costa e Silva;1990;DIE LINKE;Hof;-1;-1;2021
Thomas;Schinner;1970;FREIE WÄHLER;Hof;-1;-1;2021
Roland;Müller;1959;ÖDP;Hof;-1;-1;2021
Steffen Armin;Pokorny;1984;Die PARTEI;Hof;-1;-1;2021
Walter;Kunisch;1952;dieBasis;Hof;-1;-1;2021
Verena;Thümmel;1974;Bündnis C;Hof;-1;-1;2021
Martin Christoph;Löhnert;2000;EB: Löhnert;Hof;-1;-1;2021
Emmi;Zeulner;1987;CSU;Kulmbach;-1;-1;2021
Simon Bodo;Moritz;1984;SPD;Kulmbach;-1;-1;2021
Theo;Taubmann;1955;AfD;Kulmbach;-1;-1;2021
Claus Achim;Ehrhardt;1963;FDP;Kulmbach;-1;-1;2021
Martin Herbert;Pfeiffer;1961;GRÜNE;Kulmbach;-1;-1;2021
Ludwig;Baumgartner;1978;DIE LINKE;Kulmbach;-1;-1;2021
Jochen Sebastian;Bergmann;1989;FREIE WÄHLER;Kulmbach;-1;-1;2021
Kay-Uwe;Zenker;1978;ÖDP;Kulmbach;-1;-1;2021
Gunther;Sedlmeyer;1958;BP;Kulmbach;-1;-1;2021
Sven;Goller;1990;Die PARTEI;Kulmbach;-1;-1;2021
Otto;Gebelein;1961;dieBasis;Kulmbach;-1;-1;2021
Artur;Auernhammer;1963;CSU;Ansbach;-1;-1;2021
Harry Herbert;Scheuenstuhl;1961;SPD;Ansbach;-1;-1;2021
Daniel;Lösch;1999;AfD;Ansbach;-1;-1;2021
Thomas Alexander;Kestler;1975;FDP;Ansbach;-1;-1;2021
Herbert Peter;Sirois;1965;GRÜNE;Ansbach;-1;-1;2021
Erkan;Dinar;1980;DIE LINKE;Ansbach;-1;-1;2021
Sylvia;Bogenreuther;1966;FREIE WÄHLER;Ansbach;-1;-1;2021
Kilian;Welser;1976;ÖDP;Ansbach;-1;-1;2021
Markus Stephan;Wanger;1983;PIRATEN;Ansbach;-1;-1;2021
Maik;Langen;1979;NPD;Ansbach;-1;-1;2021
Markus;Engelhardt;1979;dieBasis;Ansbach;-1;-1;2021
Stefan;Müller;1975;CSU;Erlangen;-1;-1;2021
Martina Margarete;Stamm-Fibich;1965;SPD;Erlangen;-1;-1;2021
Christian Burkhard;Beßler;1970;AfD;Erlangen;-1;-1;2021
Ralf;Schwab;1958;FDP;Erlangen;-1;-1;2021
Tina Luisa;Prietz;1993;GRÜNE;Erlangen;-1;-1;2021
Anna-Carina;Häusler;1989;FREIE WÄHLER;Erlangen;-1;-1;2021
Christian Günter;Stadelmann;1991;ÖDP;Erlangen;-1;-1;2021
Stefan;Müller;1968;Die PARTEI;Erlangen;-1;-1;2021
Jürgen;Purzner;1963;PIRATEN;Erlangen;-1;-1;2021
Richard Nikolaus;Straub;1952;MLPD;Erlangen;-1;-1;2021
Torsten;Weber;1974;dieBasis;Erlangen;-1;-1;2021
Adam;Kunstmann;1976;EB: Kunstmann;Erlangen;-1;-1;2021
Rüdiger Dietmar;Kalupner;1940;EB: Kalupner;Erlangen;-1;-1;2021
Susanne;Henig;1988;EB: Henig;Erlangen;-1;-1;2021
Tobias;Winkler;1978;CSU;Fürth;-1;-1;2021
Carsten Dietmar;Träger;1973;SPD;Fürth;-1;-1;2021
Thomas Adolf;Klaukien;1961;AfD;Fürth;-1;-1;2021
Daniel Rene;Bayer;1996;FDP;Fürth;-1;-1;2021
Uwe Adolf Otto;Kekeritz;1953;GRÜNE;Fürth;-1;-1;2021
Hermann;Ruttmann;1964;DIE LINKE;Fürth;-1;-1;2021
Stefan;Mielchen;1967;FREIE WÄHLER;Fürth;-1;-1;2021
Klaus;John;1959;ÖDP;Fürth;-1;-1;2021
Fatimah;Brendecke;1965;BP;Fürth;-1;-1;2021
Catalina Sine;Walther;2003;Die PARTEI;Fürth;-1;-1;2021
Katrin;Reber;1966;dieBasis;Fürth;-1;-1;2021
Stephan;Wiedenmann;1998;Die Humanisten;Fürth;-1;-1;2021
Andreas Stefan;Schmidtell;1998;Volt;Fürth;-1;-1;2021
Sebastian;Brehm;1971;CSU;Nürnberg-Nord;-1;-1;2021
Gabriela;Heinrich;1963;SPD;Nürnberg-Nord;-1;-1;2021
Martin Johannes;Sichert;1980;AfD;Nürnberg-Nord;-1;-1;2021
Katja;Hessel;1972;FDP;Nürnberg-Nord;-1;-1;2021
Markus (Tessa);Ganserer;1977;GRÜNE;Nürnberg-Nord;-1;-1;2021
Titus;Schüller;1986;DIE LINKE;Nürnberg-Nord;-1;-1;2021
Thomas Michael;Estrada;1985;FREIE WÄHLER;Nürnberg-Nord;-1;-1;2021
Christian Gerhard Wolfgang;Rechholz;1972;ÖDP;Nürnberg-Nord;-1;-1;2021
Lukas;Küffner;2001;PIRATEN;Nürnberg-Nord;-1;-1;2021
Michel;Barimis;1987;MLPD;Nürnberg-Nord;-1;-1;2021
Klaus Christian;Kinzel;1967;dieBasis;Nürnberg-Nord;-1;-1;2021
Christian;Penninger;1984;Volt;Nürnberg-Nord;-1;-1;2021
Markus Peter;Eppel;1980;EB: Eppel;Nürnberg-Nord;-1;-1;2021
Michael;Frieser;1964;CSU;Nürnberg-Süd;-1;-1;2021
Thomas Robert;Grämmer;1981;SPD;Nürnberg-Süd;-1;-1;2021
Matthias;Vogler;1981;AfD;Nürnberg-Süd;-1;-1;2021
Marco Ramon;Preißinger;1997;FDP;Nürnberg-Süd;-1;-1;2021
Sascha;Müller;1970;GRÜNE;Nürnberg-Süd;-1;-1;2021
Kathrin;Flach Gomez;1986;DIE LINKE;Nürnberg-Süd;-1;-1;2021
Sonja;Mack;1979;FREIE WÄHLER;Nürnberg-Süd;-1;-1;2021
Claudia;Zankl;1988;ÖDP;Nürnberg-Süd;-1;-1;2021
Karoline Cornelia;Polster-Strobl;1979;dieBasis;Nürnberg-Süd;-1;-1;2021
Deniz Oruç;Çelik;1996;Volt;Nürnberg-Süd;-1;-1;2021
Ralph;Edelhäußer;1973;CSU;Roth;-1;-1;2021
Jan Heinz Stefan;Plobner;1992;SPD;Roth;-1;-1;2021
Klaus;Norgall;1953;AfD;Roth;-1;-1;2021
Kristine;Lütke;1982;FDP;Roth;-1;-1;2021
Felix Dorian;Erbe;1986;GRÜNE;Roth;-1;-1;2021
Evelyn;Schötz;1961;DIE LINKE;Roth;-1;-1;2021
Felix Johannes;Locke;1988;FREIE WÄHLER;Roth;-1;-1;2021
Pascal Andreas;Henninger;1993;ÖDP;Roth;-1;-1;2021
Max Christian;Weggenmann;1990;Die PARTEI;Roth;-1;-1;2021
Julian Johannes;Häffner;2003;PIRATEN;Roth;-1;-1;2021
Stefan Heinz;Kuschel;1982;dieBasis;Roth;-1;-1;2021
Marcus;Nehring;1974;LKR;Roth;-1;-1;2021
Udo;Schlot;1955;EB: Schlot;Roth;-1;-1;2021
Andrea;Lindholz;1970;CSU;Aschaffenburg;-1;-1;2021
Tobias Rainer;Wüst;1995;SPD;Aschaffenburg;-1;-1;2021
Jörg Anton;Baumann;1981;AfD;Aschaffenburg;-1;-1;2021
Karsten;Klein;1977;FDP;Aschaffenburg;-1;-1;2021
Niklas;Wagener;1998;GRÜNE;Aschaffenburg;-1;-1;2021
Florian;Hofmann;1996;DIE LINKE;Aschaffenburg;-1;-1;2021
Benjamin Joachim Michael;Withauer;1977;FREIE WÄHLER;Aschaffenburg;-1;-1;2021
Katharina;Dehn;1985;ÖDP;Aschaffenburg;-1;-1;2021
Andreas Walter Karl;Reiniger;1985;BP;Aschaffenburg;-1;-1;2021
Andreas Nikolas;Portscher;1989;Die PARTEI;Aschaffenburg;-1;-1;2021
Bendrick;Arnold;1946;MLPD;Aschaffenburg;-1;-1;2021
Sylvia;Pflug;1973;dieBasis;Aschaffenburg;-1;-1;2021
Holger Johannes;Stenger;1961;LKR;Aschaffenburg;-1;-1;2021
Ralf Josef;Lembach;1982;EB: Lembach;Aschaffenburg;-1;-1;2021
Dorothee Gisela Renate Maria;Bär;1978;CSU;Bad Kissingen;-1;-1;2021
Sabine;Dittmar;1964;SPD;Bad Kissingen;-1;-1;2021
Freia;Lippold-Eggen;1955;AfD;Bad Kissingen;-1;-1;2021
Maximilian Karl;Schenk Graf von Stauffenberg;1970;FDP;Bad Kissingen;-1;-1;2021
Manuela;Rottmann;1972;GRÜNE;Bad Kissingen;-1;-1;2021
Claus;Scheeres;1988;DIE LINKE;Bad Kissingen;-1;-1;2021
Frank;Helmerich;1977;FREIE WÄHLER;Bad Kissingen;-1;-1;2021
Michaela Elisabeth;Reinhard;1974;ÖDP;Bad Kissingen;-1;-1;2021
Sonja;Johannes;1970;Die PARTEI;Bad Kissingen;-1;-1;2021
Marco;Garnache;1983;dieBasis;Bad Kissingen;-1;-1;2021
Michael;Kaiser;1989;EB: Kaiser;Bad Kissingen;-1;-1;2021
Alexander;Hoffmann;1975;CSU;Main-Spessart;-1;-1;2021
Bernd Ferdinand;Rützel;1968;SPD;Main-Spessart;-1;-1;2021
René;Jentzsch;1975;AfD;Main-Spessart;-1;-1;2021
Werner Bruno;Jannek;1957;FDP;Main-Spessart;-1;-1;2021
Armin;Beck;1968;GRÜNE;Main-Spessart;-1;-1;2021
Andreas;Adrian;1999;DIE LINKE;Main-Spessart;-1;-1;2021
Jessica Andrea;Klug;1996;FREIE WÄHLER;Main-Spessart;-1;-1;2021
Wolfgang Franz;Winter;1957;ÖDP;Main-Spessart;-1;-1;2021
Sabine Theresia;Schmitt;1967;dieBasis;Main-Spessart;-1;-1;2021
Daniel Dieter Bernhard;Roth;1989;LKR;Main-Spessart;-1;-1;2021
Anja;Weisgerber;1976;CSU;Schweinfurt;-1;-1;2021
Markus Klaus;Hümpfer;1992;SPD;Schweinfurt;-1;-1;2021
Bernd Willi Karl;Schuhmann;1964;AfD;Schweinfurt;-1;-1;2021
Daniel;Stark;1983;FDP;Schweinfurt;-1;-1;2021
Nicolas;Lommatzsch;1989;GRÜNE;Schweinfurt;-1;-1;2021
Klaus Friedrich;Ernst;1954;DIE LINKE;Schweinfurt;-1;-1;2021
Andrea Brenda;Graham;1977;FREIE WÄHLER;Schweinfurt;-1;-1;2021
Stefan;Hrnicek-Hubert;1963;ÖDP;Schweinfurt;-1;-1;2021
Cedrick;Van Huet;2003;BP;Schweinfurt;-1;-1;2021
Manfred Johannes;Setter;1952;MLPD;Schweinfurt;-1;-1;2021
Pasquale;Trasente;1974;dieBasis;Schweinfurt;-1;-1;2021
Herbert Sebastian;Lorey;1963;UNABHÄNGIGE;Schweinfurt;-1;-1;2021
Paul Alois;Lehrieder;1959;CSU;Würzburg;-1;-1;2021
Freya;Altenhöner;1988;SPD;Würzburg;-1;-1;2021
Andrew John;Ullmann;1963;FDP;Würzburg;-1;-1;2021
Johannes Sebastian;Hansen;1995;GRÜNE;Würzburg;-1;-1;2021
Simone Anita;Barrientos Krauss;1963;DIE LINKE;Würzburg;-1;-1;2021
Robert Peter;Starosta;1970;FREIE WÄHLER;Würzburg;-1;-1;2021
Stefanie Erika;Wierlemann;1977;ÖDP;Würzburg;-1;-1;2021
Robert Kurt;Hämmelmann;1964;dieBasis;Würzburg;-1;-1;2021
