Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Marius Tim;Dornemann;1992;DKP;-1;Nordrhein-Westfalen;4;;;Düsseldorf;Student;2021
Marion;Köster;1957;DKP;-1;Nordrhein-Westfalen;5;;;Essen;techn. Zeichnerin;2021
Robert;Pattai;1963;DKP;-1;Nordrhein-Westfalen;6;;;Aachen;Bäcker;2021
Silvia Anneliese;Rölle;1954;DKP;-1;Nordrhein-Westfalen;7;;;Mülheim an der Ruhr;Dipl.-Verwaltungswirtin;2021
Marcel;Rommerskirchen;1980;DKP;-1;Nordrhein-Westfalen;8;;;Mönchengladbach;Dipl.-Musiker;2021
Renate Maria;Koppe;1961;DKP;-1;Nordrhein-Westfalen;9;;;Bonn;Angestellte;2021
Leonidas;Eliakopoulos;1999;DKP;-1;Nordrhein-Westfalen;10;;;Witten;Student;2021
Mechthild;Boller-Winkel;1955;DKP;-1;Nordrhein-Westfalen;11;;;Mudersbach;Rentnerin;2021
Georg Alexander;Fotiadis;1976;DKP;-1;Nordrhein-Westfalen;12;;;Lüdenscheid;Lehrer;2021
Gabriele;Wieczorrek;1959;DKP;-1;Nordrhein-Westfalen;13;;;Gelsenkirchen;Rentnerin;2021
Franz Patrik;Köbele;1962;DKP;-1;Nordrhein-Westfalen;14;;;Essen;Angestellter;2021
Thurid;Priggert;1993;DKP;-1;Nordrhein-Westfalen;15;;;Wuppertal;Angestellte;2021
Peter;Lommes;1956;DKP;-1;Nordrhein-Westfalen;16;;;Willich;Kaufmann;2021
Sigrid Waltraud;Czyrt;1955;DKP;-1;Nordrhein-Westfalen;17;;;Dortmund;Rentnerin;2021
Jörg;Wingold;1954;DKP;-1;Nordrhein-Westfalen;18;;;Bottrop;Sozialpädagoge;2021
Angelika;Lommes;1956;DKP;-1;Nordrhein-Westfalen;19;;;Willich;Rentnerin;2021
Jürgen;Bäumer;1953;DKP;-1;Nordrhein-Westfalen;20;;;Bielefeld;Elektriker;2021
Hans Dietmar;Gaisenkersting;1967;SGP;-1;Nordrhein-Westfalen;1;;;Duisburg;Dipl.-Pädagoge;2021
Elisabeth Hildegard Angela;Zimmermann-Modler;1956;SGP;-1;Nordrhein-Westfalen;2;;;Duisburg;Rentnerin;2021
Dirk;Sattelmaier;1970;dieBasis;-1;Nordrhein-Westfalen;1;;;Köln;Rechtsanwalt;2021
Karina;Reiß;1974;dieBasis;-1;Nordrhein-Westfalen;2;;;Martensrade;Universitätsprofessorin;2021
Sucharit Punyaratabandhu;Bhakdi;1946;dieBasis;-1;Nordrhein-Westfalen;3;Prof.;;Martensrade;Professor für med. Mikrobiologie i. R.;2021
Martin Friedrich;Schwab;1967;dieBasis;-1;Nordrhein-Westfalen;4;Prof. Dr.;;Bielefeld;Universitätsprofessor;2021
Sandra;Fröhlingsdorf;1971;dieBasis;-1;Nordrhein-Westfalen;5;;;Lügde;Redakteurin;2021
Ellen;Hölzer;1976;dieBasis;-1;Nordrhein-Westfalen;6;;;Niederkassel;Rechtsanwältin;2021
Gregor Philipp;Berneiser;1975;dieBasis;-1;Nordrhein-Westfalen;7;;;Bonn;Betriebswirt;2021
Enrico;Haberkorn;1975;dieBasis;-1;Nordrhein-Westfalen;8;;;Detmold;techn. Redakteur;2021
Nathalie Sandra;Sanchez Friedrich;1968;dieBasis;-1;Nordrhein-Westfalen;9;;;Bornheim;Referentin Organisation im ö. D.;2021
Michael Georg;Aggelidis;1962;dieBasis;-1;Nordrhein-Westfalen;10;;;Bonn;Rechtsanwalt;2021
Dirk;Gintzel;1963;dieBasis;-1;Nordrhein-Westfalen;11;;;Bonn;Lehrer (OStR);2021
Dagmar Bärbel;Welz;1962;dieBasis;-1;Nordrhein-Westfalen;12;;;Lüdenscheid;Industriekauffrau, selbst. Lebensberatung;2021
Petra;Achers-von Thenen;1966;dieBasis;-1;Nordrhein-Westfalen;13;;;Mönchengladbach;Dipl.-Betriebswirtin, Steuerberaterin, Verwaltungsangestellte;2021
Anna Hilde;Löper;1958;dieBasis;-1;Nordrhein-Westfalen;14;;;Rüthen;Dozentin;2021
Editha;Roetger;1968;dieBasis;-1;Nordrhein-Westfalen;15;;;Velbert;Betriebswirtin VWA, Angestellte;2021
Thomas;Hesse;1963;dieBasis;-1;Nordrhein-Westfalen;16;;;Everswinkel;selbstständig;2021
Alina;Salle;1991;dieBasis;-1;Nordrhein-Westfalen;17;;;Münster;Psychologin (M. Sc.);2021
Tanja;Kirste;1970;dieBasis;-1;Nordrhein-Westfalen;18;;;Bergisch Gladbach;Krankenschwester;2021
Susanne;Wiemers;1962;dieBasis;-1;Nordrhein-Westfalen;19;;;Overath;Erzieherin;2021
Elmar Alexander;Schuck;1975;dieBasis;-1;Nordrhein-Westfalen;20;;;Siegburg;Angestellter;2021
Nicole;Weber;1972;dieBasis;-1;Nordrhein-Westfalen;21;;;Mülheim an der Ruhr;Masseurin, Podologin, Kosmetikerin;2021
René;Markmann;1985;dieBasis;-1;Nordrhein-Westfalen;22;;;Gütersloh;Fachinformatiker Systemintegration;2021
Thomas;Niegisch;1956;dieBasis;-1;Nordrhein-Westfalen;23;;;Bergisch Gladbach;Heilpraktiker Psychotherapie;2021
Jörg Wilhelm Heinrich;Hahn;1967;dieBasis;-1;Nordrhein-Westfalen;24;;;Gelsenkirchen;Rentner;2021
Werner Heinz;Hürttlen;1963;dieBasis;-1;Nordrhein-Westfalen;25;;;Jülich;Dipl.-Ingenieur;2021
Songül;Schlürscheid;1974;dieBasis;-1;Nordrhein-Westfalen;26;;;Köln;Bürokauffrau;2021
Felix;Engelke;1992;dieBasis;-1;Nordrhein-Westfalen;27;;;Duisburg;selbst. Vertriebspartner, geschäftsführender Gesellschafter;2021
Markos;Pavlidis;1966;dieBasis;-1;Nordrhein-Westfalen;28;;;Reichshof;Lehrer;2021
Christian Winfried;Becker;1967;dieBasis;-1;Nordrhein-Westfalen;29;;;Burscheid;selbstständig;2021
Benjamin;Severin;1977;dieBasis;-1;Nordrhein-Westfalen;30;;;Niederkassel;Dipl.-Ing. Luft- und Raumfahrttechnik, Bundesbeamter;2021
Marcel;Stubbe;1991;Bündnis C;-1;Nordrhein-Westfalen;1;;;Velbert;Industriekaufmann;2021
Jan;Schulte;1997;Bündnis C;-1;Nordrhein-Westfalen;2;;;Dortmund;Student;2021
Dietrich;Janzen;1958;Bündnis C;-1;Nordrhein-Westfalen;3;;;Espelkamp;Dolmetscher;2021
Sandra;Stubbe;1968;Bündnis C;-1;Nordrhein-Westfalen;4;;;Velbert;Betreuungsfachkraft;2021
Norman;Kerner;1964;Bündnis C;-1;Nordrhein-Westfalen;5;;;Witten;Berater;2021
Yvonne;Müller;1982;du.;-1;Nordrhein-Westfalen;1;;;Köln;Disponentin;2021
Salimatou;Jome;1984;du.;-1;Nordrhein-Westfalen;2;;;Oberhausen;Pädagogin;2021
Felix;Mangen;1981;du.;-1;Nordrhein-Westfalen;3;;;Bochum;Erzieher;2021
Helene;Susojev;1979;LIEBE;-1;Nordrhein-Westfalen;1;;;Bergheim;Politikerin;2021
Anatolij;Niederhaus;1971;LIEBE;-1;Nordrhein-Westfalen;2;;;Büren;Berufskraftfahrer;2021
Irina;Kaschirin;1962;LIEBE;-1;Nordrhein-Westfalen;3;;;Bergheim;Verkäuferin;2021
Diana;Kabanov;1998;LIEBE;-1;Nordrhein-Westfalen;4;;;Bedburg;Unternehmensmanagerin;2021
Irina;Felker;1977;LIEBE;-1;Nordrhein-Westfalen;5;;;Bergheim;Lagermitarbeiterin;2021
Dirk;Schmidt;1968;LKR;-1;Nordrhein-Westfalen;1;;;Heiligenhaus;Angestellter;2021
Andrea;Konorza;1955;LKR;-1;Nordrhein-Westfalen;2;;;Bonn;Gymnasiallehrerin;2021
Dirk;Kosse;1964;LKR;-1;Nordrhein-Westfalen;3;;;Nideggen;Dipl.-Ingenieur;2021
Philipp Frank;Bender;1988;LKR;-1;Nordrhein-Westfalen;4;;;Bonn;Rechtswissenschaftler;2021
Klausjochen;Berger;1971;LKR;-1;Nordrhein-Westfalen;5;;;Dorsten;Beamter;2021
Frank;Walter;1961;LKR;-1;Nordrhein-Westfalen;6;;;Hamm;Richter;2021
Holger;Schiele;1969;LKR;-1;Nordrhein-Westfalen;7;Prof. Dr.;;Düsseldorf;Hochschullehrer;2021
Wilfried;Bachem;1961;LKR;-1;Nordrhein-Westfalen;8;;;Bonn;Fachanwalt Steuerrecht;2021
Gerda Margarethe;Morschel;1964;LKR;-1;Nordrhein-Westfalen;9;;;Düren;kaufm. Angestellte;2021
Nadin;Lindermann;1975;LKR;-1;Nordrhein-Westfalen;10;;;Düsseldorf;selbstständig;2021
Wolf Ulrich;Thiemann;1979;LKR;-1;Nordrhein-Westfalen;11;;;Schermbeck;Dipl.-Ingenieur Landwirt;2021
Jörg;Drenkelfort;1970;LKR;-1;Nordrhein-Westfalen;12;;;Bonn;Beamter;2021
Markus;Giesen;1976;LKR;-1;Nordrhein-Westfalen;13;;;Lengerich;Rettungssanitäter;2021
Florian Thomas Günter;Reißer;1978;LKR;-1;Nordrhein-Westfalen;14;;;Wuppertal;Rechtsanwalt Syndikusrecht;2021
Stefan;Jansen;1990;LKR;-1;Nordrhein-Westfalen;15;;;Rheinbach;Installateur und Heizungsbaumeister;2021
Dirk;Harbecke;1965;LKR;-1;Nordrhein-Westfalen;16;;;Köln;Kaufmann;2021
Günther;Konorza;1950;LKR;-1;Nordrhein-Westfalen;17;;;Bonn;Facharzt Orthopädie, Rentner;2021
Lothar Klaus Götz;Stellbrink;1961;LKR;-1;Nordrhein-Westfalen;18;;;Bielefeld;Dipl.-Ingenieur;2021
Andreas;Leicher;1955;LKR;-1;Nordrhein-Westfalen;19;;;Langenfeld (Rheinland);Berufspilot;2021
Karsten Michael;Stening;1968;LKR;-1;Nordrhein-Westfalen;20;;;Coesfeld;Steuerfachangestellter;2021
Karl Heinz Ulrich;Weber;1960;LKR;-1;Nordrhein-Westfalen;21;;;Castrop-Rauxel;Verkäufer Einzelhandel;2021
Tom Oliver;Langer;1972;LKR;-1;Nordrhein-Westfalen;22;;;Vlotho;IT-Consultant;2021
Sascha;Canters;1976;LKR;-1;Nordrhein-Westfalen;23;;;Schwalmtal;Angestellter Erziehungsdienst;2021
Claudia;Schiffer;1973;LKR;-1;Nordrhein-Westfalen;24;;;Kreuzau;Angestellte Einkauf;2021
Lukas;Sieper;1997;PdF;-1;Nordrhein-Westfalen;1;;;Köln;Studierender;2021
Anna Sophie;Schmitz;1997;PdF;-1;Nordrhein-Westfalen;2;;;Köln;Personalbeschafferin;2021
Artemij;Kiel;1995;PdF;-1;Nordrhein-Westfalen;3;;;Nürnberg;Studierender;2021
Theresa;Schmitz;1998;PdF;-1;Nordrhein-Westfalen;4;;;Köln;Studierende;2021
Joel Christobal;Chamorro Herrera;1996;PdF;-1;Nordrhein-Westfalen;5;;;Wiehl;Kaufmann;2021
Hamida Emilia;Djelassi;1992;PdF;-1;Nordrhein-Westfalen;6;;;Hürth;Sachbearbeiterin;2021
Jörg Michael;Pietschmann;1993;PdF;-1;Nordrhein-Westfalen;7;;;Köln;Studierender;2021
Carlo Simone;Lüdorf;1997;PdF;-1;Nordrhein-Westfalen;8;;;Köln;Studierender;2021
Lukas Thomas;Preis;1997;PdF;-1;Nordrhein-Westfalen;9;;;Köln;operationstechn. Assistent;2021
Nele;Flüchter;1982;LfK;-1;Nordrhein-Westfalen;1;;;Düsseldorf;Dipl.-Pädagogin;2021
Nicole;Reese;1973;LfK;-1;Nordrhein-Westfalen;2;Dr.;;Bielefeld;Hochschulprofessorin;2021
Sophia;Jäger;1992;Team Todenhöfer;-1;Nordrhein-Westfalen;1;;;Düsseldorf;Erziehungsbeistand;2021
Adnan;Saidi;1991;Team Todenhöfer;-1;Nordrhein-Westfalen;2;;;Münster;Unternehmer;2021
Jürgen;Lennartz;1962;Team Todenhöfer;-1;Nordrhein-Westfalen;3;;;Wülfrath;Rechtsanwalt;2021
Lisa-Catharina;Gündüz;1990;Team Todenhöfer;-1;Nordrhein-Westfalen;4;;;Aachen;Rechtsanwältin;2021
Seyed Ali;Seyed Jawaheri Shoar;1981;Team Todenhöfer;-1;Nordrhein-Westfalen;5;;;Köln;Unternehmensberater;2021
Fouad;Laghmouch;1987;Team Todenhöfer;-1;Nordrhein-Westfalen;6;;;Gelsenkirchen;polit. Bildungsreferent;2021
Melek;Ayar;1996;Team Todenhöfer;-1;Nordrhein-Westfalen;7;;;Münster;Studentin;2021
Norman;Saidi;1991;Team Todenhöfer;-1;Nordrhein-Westfalen;8;;;Münster;Zollbeamter;2021
Samira;Talmassany;1986;Team Todenhöfer;-1;Nordrhein-Westfalen;9;;;Wachtberg;Studentin der Medizin;2021
Manuel;Wallikewitz;1986;Team Todenhöfer;-1;Nordrhein-Westfalen;10;;;Zülpich;Unternehmer;2021
Kübra;Arslan;1984;Team Todenhöfer;-1;Nordrhein-Westfalen;11;;;Duisburg;Lehrerin;2021
Sebastian;Flack;1984;Team Todenhöfer;-1;Nordrhein-Westfalen;12;;;Bochum;Berater, Sozialarbeiter, Dozent;2021
Susan;Bonyad;1991;Team Todenhöfer;-1;Nordrhein-Westfalen;13;;;Bonn;Projektmanagerin;2021
Mohammad Maqsood;Ikram;1972;Team Todenhöfer;-1;Nordrhein-Westfalen;14;;;Gelsenkirchen;Dipl.-Ökonom;2021
Yasmin;Kotb;1986;Team Todenhöfer;-1;Nordrhein-Westfalen;15;;;Bielefeld;Einzelhandelskauffrau;2021
Dietmar;Löder;1965;Team Todenhöfer;-1;Nordrhein-Westfalen;16;;;Herzogenrath;Unternehmer;2021
Benar;Mehdi;1988;Team Todenhöfer;-1;Nordrhein-Westfalen;17;;;Bornheim;Studentin;2021
Tarik;Sealiti;1978;Team Todenhöfer;-1;Nordrhein-Westfalen;18;;;Castrop-Rauxel;Unternehmer;2021
Andrea;Heppe;1967;Team Todenhöfer;-1;Nordrhein-Westfalen;19;;;Sankt Augustin;Unternehmerin;2021
Alperen;Yayla;1999;Team Todenhöfer;-1;Nordrhein-Westfalen;20;;;Bergisch Gladbach;Kaufmann Einzelhandel;2021
Thomas;Jünger;1990;Team Todenhöfer;-1;Nordrhein-Westfalen;21;;;Herford;Prozessmanager;2021
Holger;Dunker;1965;Team Todenhöfer;-1;Nordrhein-Westfalen;22;;;Xanten;selbstständig;2021
Rebekka Frieda;Müller;1988;Volt;-1;Nordrhein-Westfalen;1;;;Köln;Projektmanagerin;2021
Daniel;Staiger;1985;Volt;-1;Nordrhein-Westfalen;2;;;Dortmund;Vertriebsleiter;2021
Paula Theodora;Mühl;2001;Volt;-1;Nordrhein-Westfalen;3;;;Düsseldorf;Studentin;2021
Lars;Herbold;2001;Volt;-1;Nordrhein-Westfalen;4;;;Köln;Student;2021
Carina;Beckmann;1992;Volt;-1;Nordrhein-Westfalen;5;;;Münster;Qualitätsmanagerin;2021
Falk Richard;Thörmer;1988;Volt;-1;Nordrhein-Westfalen;6;;;Düsseldorf;Steuerberater;2021
Jana;Klisiewicz;1998;Volt;-1;Nordrhein-Westfalen;7;;;Münster;Studentin;2021
Olaf;Traute;1966;Volt;-1;Nordrhein-Westfalen;8;;;Gelsenkirchen;Ergotherapeut;2021
Iris;Hilker;1971;Volt;-1;Nordrhein-Westfalen;9;Dr.;;Eschweiler;Chemikerin;2021
Friedrich;Jeschke;1983;Volt;-1;Nordrhein-Westfalen;10;;;Köln;Key-Account-Manager;2021
Nancy;Meyer;1983;Volt;-1;Nordrhein-Westfalen;11;;;Unna;Studienrätin;2021
Christopher Patrick;Peterka;1978;Volt;-1;Nordrhein-Westfalen;12;;;Köln;Geschäftsführer;2021
Jennifer Katharina;Scharpenberg;1991;Volt;-1;Nordrhein-Westfalen;13;;;Düsseldorf;Lehrerin;2021
Christian;Sontag;1977;Volt;-1;Nordrhein-Westfalen;14;;;Troisdorf;Dipl.-Kaufmann;2021
Andrea;Browers;1971;Volt;-1;Nordrhein-Westfalen;15;;;Köln;Angestellte;2021
Torsten Albert;Stölting;1978;Volt;-1;Nordrhein-Westfalen;16;;;Münster;Angestellter;2021
Bettina Anna Christine;Wolff;1992;Volt;-1;Nordrhein-Westfalen;17;;;Köln;Journalistin;2021
Philipp;Prause;1999;Volt;-1;Nordrhein-Westfalen;18;;;Sankt Augustin;Systemtechniker IT;2021
Livia Juliane;Genn;1998;Volt;-1;Nordrhein-Westfalen;19;;;Bonn;Studentin;2021
Sebastian;Schlusen;1986;Volt;-1;Nordrhein-Westfalen;20;;;Münster;kaufm. Angestellter;2021
Josefine Ruth;Naton;2000;Volt;-1;Nordrhein-Westfalen;21;;;Witten;Studentin;2021
Lorenz Constantin;Hundgeburth;1986;Volt;-1;Nordrhein-Westfalen;22;Dr.;;Köln;Arzt;2021
Ann-Katrin;Rompaey;1990;Volt;-1;Nordrhein-Westfalen;23;;van;Oberhausen;Studentin;2021
Stefan;Upmeier zu Belzen;1965;Volt;-1;Nordrhein-Westfalen;24;;;Bielefeld;Unternehmensberater;2021
Karin;Langer;1968;Volt;-1;Nordrhein-Westfalen;25;;;Bonn;Berufsschullehrerin;2021
Pascal;Jaculy;1998;Volt;-1;Nordrhein-Westfalen;26;;;Oberhausen;Student;2021
Lisa Hanna;Gerlach;1965;Volt;-1;Nordrhein-Westfalen;27;;;Köln;Dipl.-Kauffrau;2021
Jan;Langbehn;1999;Volt;-1;Nordrhein-Westfalen;28;;;Aachen;Student;2021
Inka Nicole Sonja;Berg;1973;Volt;-1;Nordrhein-Westfalen;29;;;Siegen;Angestellte;2021
Mathias Michael;Kamp;1990;Volt;-1;Nordrhein-Westfalen;30;;;Oberhausen;Physiker;2021
Helge Reinhold;Braun;1972;CDU;-1;Hessen;1;Dr.;;Gießen;Arzt;2021
Patricia;Lips;1963;CDU;-1;Hessen;2;;;Rödermark;Handelsfachwirtin;2021
Michael Günther;Meister;1961;CDU;-1;Hessen;3;Dr.;;Bensheim;Dipl.-Mathematiker;2021
Michael Karl;Brand;1973;CDU;-1;Hessen;4;;;Fulda;Mitglied des Deutschen Bundestages;2021
Katja Isabel;Leikert;1975;CDU;-1;Hessen;5;Dr.;;Bruchköbel;Politikwissenschaftlerin;2021
Armin;Schwarz;1968;CDU;-1;Hessen;6;;;Bad Arolsen;Mitglied des Landtages;2021
Stefan;Heck;1982;CDU;-1;Hessen;7;Dr.;;Wiesbaden;Staatssekretär im Ministerium des Innern und für Sport;2021
Bettina Margarethe;Wiesmann;1966;CDU;-1;Hessen;8;;;Frankfurt am Main;Unternehmensberaterin;2021
Klaus-Peter;Willsch;1961;CDU;-1;Hessen;9;;;Hohenstein;Mitglied des Deutschen Bundestages;2021
Markus Benjamin;Koob;1977;CDU;-1;Hessen;10;;;Oberursel (Taunus);Mitglied des Deutschen Bundestages;2021
Astrid;Mannes;1967;CDU;-1;Hessen;11;Dr.;;Darmstadt;Mitglied des Deutschen Bundestages;2021
Ingmar Ludwig;Jung;1978;CDU;-1;Hessen;12;;;Wiesbaden;Mitglied des Deutschen Bundestages;2021
Hans-Jürgen;Irmer;1952;CDU;-1;Hessen;13;;;Wetzlar;Oberstudienrat a. D.;2021
Anna-Maria;Bischof;1989;CDU;-1;Hessen;14;;;Fritzlar;Juristin;2021
Stefan;Sauer;1966;CDU;-1;Hessen;15;;;Groß-Gerau;Mitglied des Deutschen Bundestages;2021
Norbert Maria;Altenkamp;1972;CDU;-1;Hessen;16;;;Bad Soden am Taunus;Dipl.-Volkswirt;2021
Björn Manuel;Simon;1981;CDU;-1;Hessen;17;;;Obertshausen;Politikwissenschaftler;2021
Michael;Aufenanger;1976;CDU;-1;Hessen;18;;;Ahnatal;Geschäftsführer;2021
Armin;Häuser;1964;CDU;-1;Hessen;19;;;Bad Nauheim;Dipl.-Verwaltungswirt;2021
Wilhelm;Gebhard;1976;CDU;-1;Hessen;20;;;Wanfried;Bürgermeister;2021
Johannes Thomas Maria;Wiegelmann;1993;CDU;-1;Hessen;21;;;Bad Soden-Salmünster;Jurist;2021
Axel;Kaufmann;1973;CDU;-1;Hessen;22;;;Frankfurt am Main;Bankangestellter;2021
Ann-Kristin;Müller;1990;CDU;-1;Hessen;23;;;Frankfurt am Main;Geschäftsführerin;2021
André;Stolz;1972;CDU;-1;Hessen;24;;;Idstein;Dipl.-Volkswirt;2021
Albina;Nazarenus-Vetter;1974;CDU;-1;Hessen;25;;;Frankfurt am Main;Geschäftsführerin;2021
Kai-Uwe;Hemmerich;1969;CDU;-1;Hessen;26;;;Niedernhausen;Betriebsratsvorsitzender;2021
Christel;Gontrum;1961;CDU;-1;Hessen;27;;;Hungen;Bürokauffrau;2021
Johannes Benedikt;Volkmann;1996;CDU;-1;Hessen;28;;;Lahnau;parl. Referent;2021
Maik Fariborz;Behschad;1969;CDU;-1;Hessen;29;Dr.;;Kassel;Zahnarzt;2021
Pascal Michael;Reddig;1995;CDU;-1;Hessen;30;;;Hanau;wiss. Mitarbeiter;2021
Christian;Wendel;1980;CDU;-1;Hessen;31;;;Limburg a. d. Lahn;Dipl.-Betriebswirt;2021
Christoph Georg Bernhard;Fay;1955;CDU;-1;Hessen;32;;;Frankfurt am Main;Rechtsanwalt;2021
Anna-Maria;Schölch;1973;CDU;-1;Hessen;33;;;Fuldabrück;Hotelier;2021
Sebastian;Sehlbach;1985;CDU;-1;Hessen;34;;;Weiterstadt;Geschäftsführer;2021
Kim-Sarah;Speer;1993;CDU;-1;Hessen;35;;;Offenbach am Main;Referentin;2021
Kevin;Schmauß;1992;CDU;-1;Hessen;36;;;Höchst i. Odw.;Dipl.-Jurist;2021
Katharina Elisabeth;Wagner;1994;CDU;-1;Hessen;37;;;Mörlenbach;Doktorandin;2021
Matthias Michael;Hundertmark;1988;CDU;-1;Hessen;38;;;Wetzlar;Lehrer;2021
Leonie;Bierent;1995;CDU;-1;Hessen;39;;;Eschwege;Studentin;2021
Steffen Alexander;Korell;1984;CDU;-1;Hessen;40;Dr.;;Gersfeld (Rhön);Bürgermeister;2021
Kathrin Sibylle;Grüntker;1984;CDU;-1;Hessen;41;;;Karben;kaufm. Angestellte;2021
Christoph Heinrich;Lübcke;1984;CDU;-1;Hessen;42;;;Wolfhagen;Dipl.-Ing. Elektrotechnik;2021
Jana;Edelmann-Rauthe;1977;CDU;-1;Hessen;43;;;Homberg (Efze);Sozialversicherungsangestellte;2021
Jens;Seipp;1978;CDU;-1;Hessen;44;;;Marburg;Prokurist;2021
Alexandra;Weirich;1976;CDU;-1;Hessen;45;;;Bad Hersfeld;Polizeibeamtin;2021
Anna Magdalena Ulrike;Schütz;1998;CDU;-1;Hessen;46;;;Frankfurt am Main;Studentin;2021
Elke;Jesinghausen;1955;CDU;-1;Hessen;47;;;Diemelsee;Kauffrau;2021
Ralph;Pittich;1971;CDU;-1;Hessen;48;;;Schaafheim;Dipl.-Betriebswirt (FH);2021
Maria Hildegard;Knorr;1953;CDU;-1;Hessen;49;;;Obertshausen;Rentnerin;2021
Thomas;Müller;1982;CDU;-1;Hessen;50;;;Frankenberg (Eder);polit. Referent;2021
Simon;Iolin;1973;CDU;-1;Hessen;51;;;Wiesbaden;Unternehmer;2021
Irmgard Rita;Klaff-Isselmann;1957;CDU;-1;Hessen;52;;;Darmstadt;Mitglied des Landtages a. D.;2021
Katja Astrid Alexandra Maria;Gehrmann;1985;CDU;-1;Hessen;53;;;Friedrichsdorf;Geschäftsführerin;2021
Michael;Roth;1970;SPD;-1;Hessen;1;;;Bad Hersfeld;Mitglied des Deutschen Bundestages;2021
Dagmar;Schmidt;1973;SPD;-1;Hessen;2;;;Wetzlar;Historikerin;2021
Kaweh;Mansoori;1988;SPD;-1;Hessen;3;;;Frankfurt am Main;Rechtsanwalt;2021
Bettina;Müller;1959;SPD;-1;Hessen;4;;;Flörsbachtal;Mitglied des Deutschen Bundestages;2021
Sören;Bartol;1974;SPD;-1;Hessen;5;;;Marburg;Dipl.-Politologe;2021
Natalie;Pawlik;1992;SPD;-1;Hessen;6;;;Bad Nauheim;ltd. Angestellte;2021
Jens;Zimmermann;1981;SPD;-1;Hessen;7;Dr.;;Groß-Umstadt;Dipl.-Kaufmann;2021
Esther;Dilcher;1965;SPD;-1;Hessen;8;;;Hofgeismar;Rechtsanwältin;2021
Martin Hermann;Rabanus;1971;SPD;-1;Hessen;9;;;Taunusstein;Mitglied des Deutschen Bundestages;2021
Nadine;Ruf;1978;SPD;-1;Hessen;10;;;Wiesbaden;Dipl.-Betriebswirtin;2021
Edgar Konrad Hartmut;Franke;1960;SPD;-1;Hessen;11;Dr.;;Gudensberg;Mitglied des Deutschen Bundestages;2021
Ilja-Kristin;Seewald;1968;SPD;-1;Hessen;12;Dr.;;Königstein im Taunus;Kommunikationsberaterin;2021
Tuna;Firat;1981;SPD;-1;Hessen;13;;;Dietzenbach;Rechtsanwalt;2021
Alicia Maria;Bokler;1993;SPD;-1;Hessen;14;;;Villmar;Biotechnologin;2021
Andreas;Larem;1964;SPD;-1;Hessen;15;;;Messel;Bürgermeister;2021
Birgit;Kömpel;1967;SPD;-1;Hessen;16;;;Eichenzell;Personalberaterin;2021
Felix Maximilian;Döring;1991;SPD;-1;Hessen;17;;;Gießen;Lehrer;2021
Melanie;Wegling;1990;SPD;-1;Hessen;18;;;Ginsheim-Gustavsburg;Managerin im strategischen Vertrieb;2021
Sven;Wingerter;1980;SPD;-1;Hessen;19;;;Wald-Michelbach;Mobilitätsberater;2021
Sophie Elise;Frühwald;1996;SPD;-1;Hessen;20;;;Marburg;Ev. Theologin;2021
Jan Lennard;Oehl;1993;SPD;-1;Hessen;21;;;Nidderau;Volkswirt;2021
Hibba Tun Noor;Kauser;1999;SPD;-1;Hessen;22;;;Offenbach am Main;Studentin;2021
Armand;Zorn;1988;SPD;-1;Hessen;23;;;Frankfurt am Main;Projektleiter;2021
Serpil;Sarikaya;1968;SPD;-1;Hessen;24;;;Neu-Isenburg;Angestellte;2021
Timon;Gremmels;1976;SPD;-1;Hessen;25;;;Niestetal;Mitglied des Deutschen Bundestages;2021
Tanja;Pfenning;1973;SPD;-1;Hessen;26;;;Waldems;Geschäftsführerin;2021
Harald;Schaaf;1954;SPD;-1;Hessen;27;Dr.;;Waldeck;Pensionär;2021
Jelena;Rothermel;1987;SPD;-1;Hessen;28;;;Frankfurt am Main;Musikwissenschaftlerin;2021
Maximilian;Ziegler;1992;SPD;-1;Hessen;29;;;Grebenhain;techn. Angestellter;2021
Monika;Vaupel;1959;SPD;-1;Hessen;30;;;Melsungen;Dipl.-Verwaltungswirtin;2021
Jan Moritz;Böcher;1996;SPD;-1;Hessen;31;;;Lahnau;wiss. Mitarbeiter;2021
Yasmin;Schilling;1977;SPD;-1;Hessen;32;;;Neuberg;Beauftragte für Chancengleichheit am Arbeitsmarkt;2021
René;Petzold;1995;SPD;-1;Hessen;33;;;Schenklengsfeld;Allgemeine Verwaltung (B. A.);2021
Stefanie;Minkley;1989;SPD;-1;Hessen;34;;;Frankfurt am Main;Ärztin;2021
Kevin Heinz;Trah-Bente;1993;SPD;-1;Hessen;35;;;Darmstadt;Student;2021
Berivan;Tayboga;1991;SPD;-1;Hessen;36;;;Kelsterbach;Hausfrau;2021
Patrick;Gebauer;1991;SPD;-1;Hessen;37;;;Schwalmstadt;Sparkassenbetriebswirt;2021
Stefanie;Kraft;1989;SPD;-1;Hessen;38;;;Gießen;Studentin;2021
Lukas;Becker;1997;SPD;-1;Hessen;39;;;Gemünden (Felda);Auszubildender;2021
Ulrike Helga;Schmidbauer;1959;SPD;-1;Hessen;40;;;Darmstadt;Dipl.-Oecotrophologin;2021
Silke Christina;Lüderwald;1965;SPD;-1;Hessen;41;;;Lampertheim;Coach und Trainerin;2021
