Gruppenname;Gebietsnummer;jahr;Anzahl
DKP;169;2021;0
dieBasis;169;2021;1430
Bündnis C;169;2021;0
BÜNDNIS21;169;2021;172
LKR;169;2021;0
Die Humanisten;169;2021;0
Gesundheitsforschung;169;2021;0
Team Todenhöfer;169;2021;0
Volt;169;2021;0
EB: Schmidt;169;2021;107
CDU;170;2021;33443
SPD;170;2021;54792
AfD;170;2021;14380
FDP;170;2021;12234
GRÜNE;170;2021;12360
DIE LINKE;170;2021;3761
Tierschutzpartei;170;2021;0
Die PARTEI;170;2021;2024
FREIE WÄHLER;170;2021;4112
PIRATEN;170;2021;0
NPD;170;2021;0
ÖDP;170;2021;0
V-Partei³;170;2021;0
MLPD;170;2021;0
DKP;170;2021;0
dieBasis;170;2021;1451
Bündnis C;170;2021;262
BÜNDNIS21;170;2021;0
LKR;170;2021;0
Die Humanisten;170;2021;0
Gesundheitsforschung;170;2021;0
Team Todenhöfer;170;2021;0
Volt;170;2021;0
EB: Klement;170;2021;435
CDU;171;2021;36528
SPD;171;2021;51630
AfD;171;2021;12591
FDP;171;2021;9334
GRÜNE;171;2021;18709
DIE LINKE;171;2021;6588
Tierschutzpartei;171;2021;0
Die PARTEI;171;2021;0
FREIE WÄHLER;171;2021;2178
PIRATEN;171;2021;0
NPD;171;2021;0
ÖDP;171;2021;0
V-Partei³;171;2021;0
MLPD;171;2021;0
DKP;171;2021;0
dieBasis;171;2021;2146
Bündnis C;171;2021;0
BÜNDNIS21;171;2021;0
LKR;171;2021;0
Die Humanisten;171;2021;0
Gesundheitsforschung;171;2021;0
Team Todenhöfer;171;2021;0
Volt;171;2021;0
EB: Marinello;171;2021;103
EB: Carstensen;171;2021;271
CDU;172;2021;45441
SPD;172;2021;49923
AfD;172;2021;15816
FDP;172;2021;12060
GRÜNE;172;2021;13754
DIE LINKE;172;2021;4756
Tierschutzpartei;172;2021;0
Die PARTEI;172;2021;2417
FREIE WÄHLER;172;2021;4579
PIRATEN;172;2021;0
NPD;172;2021;0
ÖDP;172;2021;0
V-Partei³;172;2021;0
MLPD;172;2021;0
DKP;172;2021;0
dieBasis;172;2021;2040
Bündnis C;172;2021;0
BÜNDNIS21;172;2021;0
LKR;172;2021;0
Die Humanisten;172;2021;0
Gesundheitsforschung;172;2021;0
Team Todenhöfer;172;2021;0
Volt;172;2021;0
TNT;172;2021;259
CDU;173;2021;47283
SPD;173;2021;48514
AfD;173;2021;14496
FDP;173;2021;12109
GRÜNE;173;2021;21249
DIE LINKE;173;2021;6339
Tierschutzpartei;173;2021;0
Die PARTEI;173;2021;3003
FREIE WÄHLER;173;2021;4595
PIRATEN;173;2021;0
NPD;173;2021;0
ÖDP;173;2021;0
V-Partei³;173;2021;0
MLPD;173;2021;0
DKP;173;2021;233
dieBasis;173;2021;1954
Bündnis C;173;2021;0
BÜNDNIS21;173;2021;0
LKR;173;2021;0
Die Humanisten;173;2021;0
Gesundheitsforschung;173;2021;0
Team Todenhöfer;173;2021;0
Volt;173;2021;0
CDU;174;2021;61573
SPD;174;2021;35168
AfD;174;2021;24508
FDP;174;2021;13894
GRÜNE;174;2021;13833
DIE LINKE;174;2021;4648
Tierschutzpartei;174;2021;0
Die PARTEI;174;2021;0
FREIE WÄHLER;174;2021;4442
PIRATEN;174;2021;0
NPD;174;2021;0
ÖDP;174;2021;0
V-Partei³;174;2021;0
MLPD;174;2021;0
DKP;174;2021;0
dieBasis;174;2021;2619
Bündnis C;174;2021;460
BÜNDNIS21;174;2021;0
LKR;174;2021;0
Die Humanisten;174;2021;0
Gesundheitsforschung;174;2021;0
Team Todenhöfer;174;2021;0
Volt;174;2021;0
EB: Hemm;174;2021;520
CDU;175;2021;37118
SPD;175;2021;41160
AfD;175;2021;17586
FDP;175;2021;15098
GRÜNE;175;2021;12691
DIE LINKE;175;2021;4078
Tierschutzpartei;175;2021;0
Die PARTEI;175;2021;0
FREIE WÄHLER;175;2021;4939
PIRATEN;175;2021;0
NPD;175;2021;0
ÖDP;175;2021;0
V-Partei³;175;2021;0
MLPD;175;2021;0
DKP;175;2021;0
dieBasis;175;2021;2214
Bündnis C;175;2021;0
BÜNDNIS21;175;2021;0
LKR;175;2021;0
Die Humanisten;175;2021;0
Gesundheitsforschung;175;2021;0
Team Todenhöfer;175;2021;0
Volt;175;2021;0
CDU;176;2021;44549
SPD;176;2021;38424
AfD;176;2021;10709
FDP;176;2021;16132
GRÜNE;176;2021;21769
DIE LINKE;176;2021;3772
Tierschutzpartei;176;2021;0
Die PARTEI;176;2021;0
FREIE WÄHLER;176;2021;3369
PIRATEN;176;2021;1385
NPD;176;2021;0
ÖDP;176;2021;0
V-Partei³;176;2021;0
MLPD;176;2021;0
DKP;176;2021;0
dieBasis;176;2021;2347
Bündnis C;176;2021;0
BÜNDNIS21;176;2021;0
LKR;176;2021;0
Die Humanisten;176;2021;0
Gesundheitsforschung;176;2021;0
Team Todenhöfer;176;2021;0
Volt;176;2021;0
CDU;177;2021;38807
SPD;177;2021;40618
AfD;177;2021;11318
FDP;177;2021;15000
GRÜNE;177;2021;18996
DIE LINKE;177;2021;3904
Tierschutzpartei;177;2021;0
Die PARTEI;177;2021;0
FREIE WÄHLER;177;2021;4238
PIRATEN;177;2021;1633
NPD;177;2021;0
ÖDP;177;2021;0
V-Partei³;177;2021;0
MLPD;177;2021;0
DKP;177;2021;0
dieBasis;177;2021;2411
Bündnis C;177;2021;0
BÜNDNIS21;177;2021;0
LKR;177;2021;0
Die Humanisten;177;2021;0
Gesundheitsforschung;177;2021;0
Team Todenhöfer;177;2021;0
Volt;177;2021;0
CDU;178;2021;51318
SPD;178;2021;48441
AfD;178;2021;13547
FDP;178;2021;18126
GRÜNE;178;2021;24418
DIE LINKE;178;2021;4563
Tierschutzpartei;178;2021;0
Die PARTEI;178;2021;0
FREIE WÄHLER;178;2021;6103
PIRATEN;178;2021;0
NPD;178;2021;0
ÖDP;178;2021;0
V-Partei³;178;2021;0
MLPD;178;2021;0
DKP;178;2021;0
dieBasis;178;2021;2671
Bündnis C;178;2021;332
BÜNDNIS21;178;2021;0
LKR;178;2021;0
Die Humanisten;178;2021;0
Gesundheitsforschung;178;2021;0
Team Todenhöfer;178;2021;0
Volt;178;2021;0
EB: Schlossbauer;178;2021;461
CDU;179;2021;35375
SPD;179;2021;34750
AfD;179;2021;9192
FDP;179;2021;13995
GRÜNE;179;2021;25811
DIE LINKE;179;2021;6652
Tierschutzpartei;179;2021;0
Die PARTEI;179;2021;1559
FREIE WÄHLER;179;2021;1602
PIRATEN;179;2021;742
NPD;179;2021;0
ÖDP;179;2021;0
V-Partei³;179;2021;0
MLPD;179;2021;0
DKP;179;2021;0
dieBasis;179;2021;2327
Bündnis C;179;2021;0
BÜNDNIS21;179;2021;0
LKR;179;2021;103
Die Humanisten;179;2021;472
Gesundheitsforschung;179;2021;0
Team Todenhöfer;179;2021;0
Volt;179;2021;1904
BüSo;179;2021;123
CDU;180;2021;36019
SPD;180;2021;40291
AfD;180;2021;13364
FDP;180;2021;13106
GRÜNE;180;2021;15995
DIE LINKE;180;2021;4462
Tierschutzpartei;180;2021;0
Die PARTEI;180;2021;0
FREIE WÄHLER;180;2021;3308
PIRATEN;180;2021;0
NPD;180;2021;0
ÖDP;180;2021;0
V-Partei³;180;2021;0
MLPD;180;2021;0
DKP;180;2021;0
dieBasis;180;2021;1998
Bündnis C;180;2021;0
BÜNDNIS21;180;2021;0
LKR;180;2021;0
Die Humanisten;180;2021;0
Gesundheitsforschung;180;2021;0
Team Todenhöfer;180;2021;0
Volt;180;2021;0
EB: Rehbein;180;2021;833
CDU;181;2021;51985
SPD;181;2021;35493
AfD;181;2021;10588
FDP;181;2021;20295
GRÜNE;181;2021;26373
DIE LINKE;181;2021;4272
Tierschutzpartei;181;2021;0
Die PARTEI;181;2021;2751
FREIE WÄHLER;181;2021;4179
PIRATEN;181;2021;0
NPD;181;2021;0
ÖDP;181;2021;0
V-Partei³;181;2021;0
MLPD;181;2021;0
DKP;181;2021;0
dieBasis;181;2021;0
Bündnis C;181;2021;0
BÜNDNIS21;181;2021;0
LKR;181;2021;0
Die Humanisten;181;2021;0
Gesundheitsforschung;181;2021;0
Team Todenhöfer;181;2021;0
Volt;181;2021;0
CDU;182;2021;31163
SPD;182;2021;41604
AfD;182;2021;7909
FDP;182;2021;16369
GRÜNE;182;2021;26922
DIE LINKE;182;2021;12562
Tierschutzpartei;182;2021;0
Die PARTEI;182;2021;0
FREIE WÄHLER;182;2021;2094
PIRATEN;182;2021;0
NPD;182;2021;0
ÖDP;182;2021;0
V-Partei³;182;2021;0
MLPD;182;2021;143
DKP;182;2021;0
dieBasis;182;2021;2052
Bündnis C;182;2021;0
BÜNDNIS21;182;2021;0
LKR;182;2021;0
Die Humanisten;182;2021;0
Gesundheitsforschung;182;2021;0
Team Todenhöfer;182;2021;0
Volt;182;2021;2685
CDU;183;2021;38995
SPD;183;2021;40431
AfD;183;2021;7990
FDP;183;2021;19766
GRÜNE;183;2021;50230
DIE LINKE;183;2021;10629
Tierschutzpartei;183;2021;0
Die PARTEI;183;2021;0
FREIE WÄHLER;183;2021;2478
PIRATEN;183;2021;0
NPD;183;2021;0
ÖDP;183;2021;0
V-Partei³;183;2021;0
MLPD;183;2021;186
DKP;183;2021;0
dieBasis;183;2021;2547
Bündnis C;183;2021;0
BÜNDNIS21;183;2021;0
LKR;183;2021;0
Die Humanisten;183;2021;0
Gesundheitsforschung;183;2021;0
Team Todenhöfer;183;2021;0
Volt;183;2021;0
CDU;184;2021;35334
SPD;184;2021;42598
AfD;184;2021;10880
FDP;184;2021;10726
GRÜNE;184;2021;14890
DIE LINKE;184;2021;5047
Tierschutzpartei;184;2021;0
Die PARTEI;184;2021;2430
FREIE WÄHLER;184;2021;3470
PIRATEN;184;2021;0
NPD;184;2021;0
ÖDP;184;2021;0
V-Partei³;184;2021;0
MLPD;184;2021;127
DKP;184;2021;0
dieBasis;184;2021;1834
Bündnis C;184;2021;0
BÜNDNIS21;184;2021;0
LKR;184;2021;0
Die Humanisten;184;2021;0
Gesundheitsforschung;184;2021;0
Team Todenhöfer;184;2021;0
Volt;184;2021;0
CDU;185;2021;43347
SPD;185;2021;41035
AfD;185;2021;11851
FDP;185;2021;14828
GRÜNE;185;2021;26229
DIE LINKE;185;2021;7497
Tierschutzpartei;185;2021;0
Die PARTEI;185;2021;2029
FREIE WÄHLER;185;2021;3733
PIRATEN;185;2021;1157
NPD;185;2021;0
ÖDP;185;2021;0
V-Partei³;185;2021;0
MLPD;185;2021;0
DKP;185;2021;0
dieBasis;185;2021;2481
Bündnis C;185;2021;0
BÜNDNIS21;185;2021;0
LKR;185;2021;0
Die Humanisten;185;2021;0
Gesundheitsforschung;185;2021;0
Team Todenhöfer;185;2021;0
Volt;185;2021;1534
CDU;186;2021;42351
SPD;186;2021;51046
AfD;186;2021;11210
FDP;186;2021;17192
GRÜNE;186;2021;44364
DIE LINKE;186;2021;9332
Tierschutzpartei;186;2021;0
Die PARTEI;186;2021;3680
FREIE WÄHLER;186;2021;3237
PIRATEN;186;2021;0
NPD;186;2021;0
ÖDP;186;2021;0
V-Partei³;186;2021;0
MLPD;186;2021;269
DKP;186;2021;0
dieBasis;186;2021;3129
Bündnis C;186;2021;0
BÜNDNIS21;186;2021;0
LKR;186;2021;0
Die Humanisten;186;2021;0
Gesundheitsforschung;186;2021;0
Team Todenhöfer;186;2021;0
Volt;186;2021;0
EB: Stachowiak;186;2021;644
CDU;187;2021;49367
SPD;187;2021;57172
AfD;187;2021;14963
FDP;187;2021;17110
GRÜNE;187;2021;21630
DIE LINKE;187;2021;5991
Tierschutzpartei;187;2021;0
Die PARTEI;187;2021;0
FREIE WÄHLER;187;2021;5003
PIRATEN;187;2021;0
NPD;187;2021;0
ÖDP;187;2021;0
V-Partei³;187;2021;0
MLPD;187;2021;0
DKP;187;2021;0
dieBasis;187;2021;3699
Bündnis C;187;2021;0
BÜNDNIS21;187;2021;0
LKR;187;2021;0
Die Humanisten;187;2021;0
Gesundheitsforschung;187;2021;0
Team Todenhöfer;187;2021;0
Volt;187;2021;1602
EB: Stein;187;2021;273
CDU;188;2021;46125
SPD;188;2021;41124
AfD;188;2021;14351
FDP;188;2021;16175
GRÜNE;188;2021;20955
DIE LINKE;188;2021;4149
Tierschutzpartei;188;2021;0
Die PARTEI;188;2021;0
FREIE WÄHLER;188;2021;4287
PIRATEN;188;2021;0
NPD;188;2021;0
ÖDP;188;2021;0
V-Partei³;188;2021;0
MLPD;188;2021;0
DKP;188;2021;0
dieBasis;188;2021;2748
Bündnis C;188;2021;0
BÜNDNIS21;188;2021;0
LKR;188;2021;0
Die Humanisten;188;2021;0
Gesundheitsforschung;188;2021;0
Team Todenhöfer;188;2021;0
Volt;188;2021;0
EB: Grammbitter;188;2021;385
UNABHÄNGIGE;188;2021;951
CDU;189;2021;40599
AfD;189;2021;34645
DIE LINKE;189;2021;16586
SPD;189;2021;34010
FDP;189;2021;10348
GRÜNE;189;2021;5901
FREIE WÄHLER;189;2021;3981
Die PARTEI;189;2021;3076
NPD;189;2021;0
ÖDP;189;2021;849
PIRATEN;189;2021;0
V-Partei³;189;2021;0
MLPD;189;2021;366
dieBasis;189;2021;2129
MENSCHLICHE WELT;189;2021;0
Die Humanisten;189;2021;0
Tierschutzpartei;189;2021;0
Team Todenhöfer;189;2021;0
Volt;189;2021;0
CDU;190;2021;35415
AfD;190;2021;38166
DIE LINKE;190;2021;17216
SPD;190;2021;36729
FDP;190;2021;8869
GRÜNE;190;2021;5447
FREIE WÄHLER;190;2021;5529
Die PARTEI;190;2021;2502
NPD;190;2021;0
ÖDP;190;2021;567
PIRATEN;190;2021;0
V-Partei³;190;2021;0
MLPD;190;2021;431
dieBasis;190;2021;3007
MENSCHLICHE WELT;190;2021;0
Die Humanisten;190;2021;0
Tierschutzpartei;190;2021;0
Team Todenhöfer;190;2021;0
Volt;190;2021;0
LKR;190;2021;130
CDU;191;2021;28170
AfD;191;2021;29578
DIE LINKE;191;2021;25741
SPD;191;2021;30673
FDP;191;2021;10686
GRÜNE;191;2021;14656
FREIE WÄHLER;191;2021;6018
Die PARTEI;191;2021;3816
NPD;191;2021;0
ÖDP;191;2021;0
PIRATEN;191;2021;0
V-Partei³;191;2021;0
MLPD;191;2021;341
dieBasis;191;2021;2364
MENSCHLICHE WELT;191;2021;0
Die Humanisten;191;2021;0
Tierschutzpartei;191;2021;0
Team Todenhöfer;191;2021;0
Volt;191;2021;0
LKR;191;2021;208
CDU;192;2021;25918
AfD;192;2021;37249
DIE LINKE;192;2021;15579
SPD;192;2021;33085
FDP;192;2021;9494
GRÜNE;192;2021;6498
FREIE WÄHLER;192;2021;5622
Die PARTEI;192;2021;2783
NPD;192;2021;0
ÖDP;192;2021;0
PIRATEN;192;2021;0
V-Partei³;192;2021;0
MLPD;192;2021;411
dieBasis;192;2021;2435
MENSCHLICHE WELT;192;2021;0
Die Humanisten;192;2021;0
Tierschutzpartei;192;2021;0
Team Todenhöfer;192;2021;0
Volt;192;2021;0
Graue Panther;192;2021;961
THP;192;2021;549
CDU;193;2021;28639
AfD;193;2021;27235
DIE LINKE;193;2021;26972
SPD;193;2021;40185
FDP;193;2021;12309
GRÜNE;193;2021;19483
FREIE WÄHLER;193;2021;0
Die PARTEI;193;2021;4932
NPD;193;2021;0
ÖDP;193;2021;0
PIRATEN;193;2021;0
V-Partei³;193;2021;0
MLPD;193;2021;649
dieBasis;193;2021;4258
MENSCHLICHE WELT;193;2021;0
Die Humanisten;193;2021;0
Tierschutzpartei;193;2021;0
Team Todenhöfer;193;2021;0
Volt;193;2021;0
CDU;194;2021;33067
AfD;194;2021;48034
DIE LINKE;194;2021;19421
SPD;194;2021;36760
FDP;194;2021;14273
GRÜNE;194;2021;6293
FREIE WÄHLER;194;2021;0
Die PARTEI;194;2021;0
NPD;194;2021;0
ÖDP;194;2021;0
PIRATEN;194;2021;0
V-Partei³;194;2021;0
MLPD;194;2021;772
dieBasis;194;2021;2887
MENSCHLICHE WELT;194;2021;0
Die Humanisten;194;2021;0
Tierschutzpartei;194;2021;0
Team Todenhöfer;194;2021;0
Volt;194;2021;0
EB: Nebeler;194;2021;474
EB: Berger;194;2021;3649
CDU;195;2021;34489
AfD;195;2021;48177
DIE LINKE;195;2021;19968
SPD;195;2021;30791
FDP;195;2021;12343
GRÜNE;195;2021;6292
FREIE WÄHLER;195;2021;5143
Die PARTEI;195;2021;3526
NPD;195;2021;0
ÖDP;195;2021;451
PIRATEN;195;2021;0
V-Partei³;195;2021;0
MLPD;195;2021;462
dieBasis;195;2021;2852
MENSCHLICHE WELT;195;2021;0
Die Humanisten;195;2021;0
Tierschutzpartei;195;2021;0
Team Todenhöfer;195;2021;0
Volt;195;2021;0
CDU;196;2021;37729
AfD;196;2021;35887
DIE LINKE;196;2021;14135
SPD;196;2021;56791
FDP;196;2021;10686
GRÜNE;196;2021;3615
FREIE WÄHLER;196;2021;4897
Die PARTEI;196;2021;2247
NPD;196;2021;0
ÖDP;196;2021;848
PIRATEN;196;2021;1313
V-Partei³;196;2021;0
MLPD;196;2021;443
dieBasis;196;2021;0
MENSCHLICHE WELT;196;2021;0
Die Humanisten;196;2021;0
Tierschutzpartei;196;2021;0
Team Todenhöfer;196;2021;0
Volt;196;2021;0
EB: Bieling;196;2021;371
CDU;197;2021;57430
SPD;197;2021;54320
AfD;197;2021;16810
FDP;197;2021;15931
GRÜNE;197;2021;16559
DIE LINKE;197;2021;5005
FREIE WÄHLER;197;2021;8032
Die PARTEI;197;2021;2776
PIRATEN;197;2021;0
ÖDP;197;2021;0
NPD;197;2021;0
V-Partei³;197;2021;0
MLPD;197;2021;0
dieBasis;197;2021;2177
DiB;197;2021;0
LKR;197;2021;0
Die Humanisten;197;2021;0
Tierschutzpartei;197;2021;0
Team Todenhöfer;197;2021;0
Volt;197;2021;0
EB: Erdmann;197;2021;194
UNABHÄNGIGE;197;2021;545
CDU;198;2021;50281
SPD;198;2021;44325
AfD;198;2021;10823
FDP;198;2021;12124
GRÜNE;198;2021;15553
DIE LINKE;198;2021;3537
FREIE WÄHLER;198;2021;6942
Die PARTEI;198;2021;0
PIRATEN;198;2021;0
ÖDP;198;2021;686
NPD;198;2021;0
V-Partei³;198;2021;0
MLPD;198;2021;0
dieBasis;198;2021;1878
DiB;198;2021;0
LKR;198;2021;0
Die Humanisten;198;2021;0
Tierschutzpartei;198;2021;0
Team Todenhöfer;198;2021;0
Volt;198;2021;0
EB: Mandel;198;2021;456
CDU;199;2021;46073
SPD;199;2021;43416
AfD;199;2021;9753
FDP;199;2021;11179
GRÜNE;199;2021;17980
DIE LINKE;199;2021;4054
FREIE WÄHLER;199;2021;7028
Die PARTEI;199;2021;2354
PIRATEN;199;2021;0
ÖDP;199;2021;614
NPD;199;2021;0
V-Partei³;199;2021;0
MLPD;199;2021;0
dieBasis;199;2021;1758
DiB;199;2021;0
LKR;199;2021;0
Die Humanisten;199;2021;0
Tierschutzpartei;199;2021;0
Team Todenhöfer;199;2021;0
Volt;199;2021;694
EB: Sayn;199;2021;409
CDU;200;2021;45364
SPD;200;2021;35570
AfD;200;2021;10646
FDP;200;2021;15664
GRÜNE;200;2021;12833
DIE LINKE;200;2021;0
FREIE WÄHLER;200;2021;7609
Die PARTEI;200;2021;0
PIRATEN;200;2021;0
ÖDP;200;2021;976
NPD;200;2021;0
V-Partei³;200;2021;0
MLPD;200;2021;0
dieBasis;200;2021;2334
DiB;200;2021;0
LKR;200;2021;0
Die Humanisten;200;2021;0
Tierschutzpartei;200;2021;0
Team Todenhöfer;200;2021;0
Volt;200;2021;1124
EB: Krämer;200;2021;249
CDU;201;2021;39589
SPD;201;2021;44976
AfD;201;2021;12972
FDP;201;2021;9753
GRÜNE;201;2021;9958
DIE LINKE;201;2021;4294
FREIE WÄHLER;201;2021;7648
Die PARTEI;201;2021;1837
PIRATEN;201;2021;0
ÖDP;201;2021;1718
NPD;201;2021;0
V-Partei³;201;2021;0
MLPD;201;2021;0
dieBasis;201;2021;1997
DiB;201;2021;0
LKR;201;2021;226
Die Humanisten;201;2021;0
Tierschutzpartei;201;2021;0
Team Todenhöfer;201;2021;0
Volt;201;2021;771
EB: Vollmer;201;2021;362
CDU;202;2021;46340
SPD;202;2021;33632
AfD;202;2021;7947
FDP;202;2021;9011
GRÜNE;202;2021;8512
DIE LINKE;202;2021;2875
FREIE WÄHLER;202;2021;10566
Die PARTEI;202;2021;1619
PIRATEN;202;2021;0
ÖDP;202;2021;659
NPD;202;2021;0
V-Partei³;202;2021;0
MLPD;202;2021;0
dieBasis;202;2021;1436
DiB;202;2021;0
LKR;202;2021;0
Die Humanisten;202;2021;0
Tierschutzpartei;202;2021;0
Team Todenhöfer;202;2021;0
Volt;202;2021;0
CDU;203;2021;40299
SPD;203;2021;47942
AfD;203;2021;8230
FDP;203;2021;10135
GRÜNE;203;2021;18939
DIE LINKE;203;2021;5126
FREIE WÄHLER;203;2021;7521
Die PARTEI;203;2021;2174
PIRATEN;203;2021;0
ÖDP;203;2021;657
NPD;203;2021;0
V-Partei³;203;2021;0
MLPD;203;2021;0
dieBasis;203;2021;1730
DiB;203;2021;0
LKR;203;2021;0
Die Humanisten;203;2021;0
Tierschutzpartei;203;2021;0
Team Todenhöfer;203;2021;0
Volt;203;2021;967
DKP;203;2021;294
EB: Bartholomé;203;2021;17
EB: Moritz;203;2021;807
UNABHÄNGIGE;203;2021;595
CDU;204;2021;48607
SPD;204;2021;50975
AfD;204;2021;14090
FDP;204;2021;15101
GRÜNE;204;2021;14176
DIE LINKE;204;2021;4483
FREIE WÄHLER;204;2021;8954
Die PARTEI;204;2021;2887
PIRATEN;204;2021;0
ÖDP;204;2021;0
NPD;204;2021;0
V-Partei³;204;2021;0
MLPD;204;2021;0
dieBasis;204;2021;2384
DiB;204;2021;0
LKR;204;2021;0
Die Humanisten;204;2021;0
Tierschutzpartei;204;2021;0
Team Todenhöfer;204;2021;0
Volt;204;2021;0
EB: Engels;204;2021;336
CDU;205;2021;47153
SPD;205;2021;49878
AfD;205;2021;10360
FDP;205;2021;14408
GRÜNE;205;2021;37319
DIE LINKE;205;2021;24863
FREIE WÄHLER;205;2021;4751
Die PARTEI;205;2021;1841
PIRATEN;205;2021;1118
ÖDP;205;2021;1444
NPD;205;2021;0
V-Partei³;205;2021;0
MLPD;205;2021;0
dieBasis;205;2021;2093
DiB;205;2021;0
LKR;205;2021;0
Die Humanisten;205;2021;486
Tierschutzpartei;205;2021;0
Team Todenhöfer;205;2021;0
Volt;205;2021;2133
EB: Seiffert;205;2021;1396
EB: Heil;205;2021;758
CDU;206;2021;52827
SPD;206;2021;49748
AfD;206;2021;16043
FDP;206;2021;12966
GRÜNE;206;2021;15949
DIE LINKE;206;2021;5070
FREIE WÄHLER;206;2021;5762
Die PARTEI;206;2021;0
PIRATEN;206;2021;0
ÖDP;206;2021;726
NPD;206;2021;0
V-Partei³;206;2021;0
MLPD;206;2021;0
dieBasis;206;2021;3134
DiB;206;2021;0
LKR;206;2021;0
Die Humanisten;206;2021;0
Tierschutzpartei;206;2021;0
Team Todenhöfer;206;2021;0
Volt;206;2021;1367
EB: Pohl;206;2021;553
CDU;207;2021;38193
SPD;207;2021;50108
AfD;207;2021;17740
FDP;207;2021;13688
GRÜNE;207;2021;17061
DIE LINKE;207;2021;4648
FREIE WÄHLER;207;2021;7411
Die PARTEI;207;2021;0
PIRATEN;207;2021;0
ÖDP;207;2021;0
NPD;207;2021;0
V-Partei³;207;2021;0
MLPD;207;2021;157
dieBasis;207;2021;1947
DiB;207;2021;0
LKR;207;2021;193
Die Humanisten;207;2021;0
Tierschutzpartei;207;2021;0
Team Todenhöfer;207;2021;0
Volt;207;2021;0
EB: Hackel;207;2021;431
EB: Schöne;207;2021;626
EB: Bechtel;207;2021;586
CDU;208;2021;51770
SPD;208;2021;48158
AfD;208;2021;17204
FDP;208;2021;14624
GRÜNE;208;2021;20869
DIE LINKE;208;2021;4535
FREIE WÄHLER;208;2021;9698
Die PARTEI;208;2021;0
PIRATEN;208;2021;0
ÖDP;208;2021;0
NPD;208;2021;0
V-Partei³;208;2021;0
MLPD;208;2021;0
dieBasis;208;2021;2722
DiB;208;2021;0
LKR;208;2021;0
Die Humanisten;208;2021;0
Tierschutzpartei;208;2021;0
Team Todenhöfer;208;2021;0
Volt;208;2021;1268
EB: Wittner;208;2021;802
CDU;209;2021;35803
SPD;209;2021;56523
AfD;209;2021;20002
FDP;209;2021;11870
GRÜNE;209;2021;14589
DIE LINKE;209;2021;6753
FREIE WÄHLER;209;2021;12225
Die PARTEI;209;2021;2154
PIRATEN;209;2021;0
ÖDP;209;2021;0
NPD;209;2021;0
V-Partei³;209;2021;0
MLPD;209;2021;0
dieBasis;209;2021;2159
DiB;209;2021;0
LKR;209;2021;154
Die Humanisten;209;2021;0
Tierschutzpartei;209;2021;3197
Team Todenhöfer;209;2021;0
Volt;209;2021;801
EB: Schwang;209;2021;28
EB: Hoppe;209;2021;147
EB: Lauer;209;2021;392
CDU;210;2021;39236
SPD;210;2021;39711
AfD;210;2021;16512
FDP;210;2021;9895
GRÜNE;210;2021;7891
DIE LINKE;210;2021;3678
FREIE WÄHLER;210;2021;5990
Die PARTEI;210;2021;1999
PIRATEN;210;2021;0
ÖDP;210;2021;0
NPD;210;2021;0
V-Partei³;210;2021;0
MLPD;210;2021;0
dieBasis;210;2021;1654
DiB;210;2021;0
LKR;210;2021;0
Die Humanisten;210;2021;0
Tierschutzpartei;210;2021;3271
Team Todenhöfer;210;2021;0
Volt;210;2021;466
EB: Hofmann;210;2021;163
CDU;211;2021;47860
SPD;211;2021;47901
AfD;211;2021;16658
FDP;211;2021;17011
GRÜNE;211;2021;19058
DIE LINKE;211;2021;5222
FREIE WÄHLER;211;2021;6388
Die PARTEI;211;2021;1923
PIRATEN;211;2021;0
ÖDP;211;2021;582
NPD;211;2021;0
V-Partei³;211;2021;0
MLPD;211;2021;0
dieBasis;211;2021;2388
DiB;211;2021;0
LKR;211;2021;0
Die Humanisten;211;2021;0
Tierschutzpartei;211;2021;3019
Team Todenhöfer;211;2021;0
Volt;211;2021;829
EB: Mobasheri;211;2021;225
EB: Koccu;211;2021;362
EB: Vogler;211;2021;206
CSU;212;2021;55693
SPD;212;2021;14620
AfD;212;2021;14220
FDP;212;2021;9245
GRÜNE;212;2021;11145
DIE LINKE;212;2021;3155
FREIE WÄHLER;212;2021;13049
ÖDP;212;2021;2509
Tierschutzpartei;212;2021;0
BP;212;2021;1416
Die PARTEI;212;2021;0
PIRATEN;212;2021;0
NPD;212;2021;0
V-Partei³;212;2021;0
Gesundheitsforschung;212;2021;0
MLPD;212;2021;0
DKP;212;2021;0
dieBasis;212;2021;3509
Bündnis C;212;2021;0
III. Weg;212;2021;0
du.;212;2021;0
LKR;212;2021;0
Die Humanisten;212;2021;0
Team Todenhöfer;212;2021;0
UNABHÄNGIGE;212;2021;0
Volt;212;2021;0
CSU;213;2021;70656
SPD;213;2021;24205
AfD;213;2021;11448
FDP;213;2021;13226
GRÜNE;213;2021;24840
DIE LINKE;213;2021;3355
FREIE WÄHLER;213;2021;12157
ÖDP;213;2021;2306
Tierschutzpartei;213;2021;0
BP;213;2021;2054
Die PARTEI;213;2021;0
PIRATEN;213;2021;0
NPD;213;2021;0
V-Partei³;213;2021;0
Gesundheitsforschung;213;2021;0
MLPD;213;2021;0
DKP;213;2021;0
dieBasis;213;2021;2958
Bündnis C;213;2021;0
III. Weg;213;2021;0
du.;213;2021;0
LKR;213;2021;0
Die Humanisten;213;2021;0
Team Todenhöfer;213;2021;0
UNABHÄNGIGE;213;2021;0
Volt;213;2021;0
CSU;214;2021;69689
SPD;214;2021;25950
